x,sp500_density,norm_density,t_density
-0.005500000000000005,26.785218269496553,22.6684413901593,26.48855843593242
-0.0050000000000000044,28.361317768168334,22.936952905549965,27.166248726078152
-0.004500000000000004,30.017288266865798,23.18670230755285,27.81071205791053
-0.0040000000000000036,31.759663710478513,23.417010480985855,28.417364855627344
-0.003500000000000003,33.59000986497856,23.627246666787915,28.98172721940601
-0.0030000000000000027,35.50496039831089,23.8168313388456,29.499487825218527
-0.0025000000000000022,37.48033853719901,23.985238864771553,29.966569634695265
-0.0020000000000000018,39.48873857862303,24.131999933542755,30.379194837951996
-0.0015000000000000013,41.490888889228195,24.256703734310065,30.73394736712918
-0.0010000000000000009,43.435303904406595,24.358999872223823,31.02783129310736
-5.000000000000004e-4,45.258996923049,24.438600008772006,31.25832345816628
0,46.88904938149326,24.495279215883983,31.42341880559462
5.000000000000004e-4,48.212484451312335,24.52887703489992,31.5216670419929
0.0010000000000000009,49.12827601170578,24.539298233428184,31.552199503873176
0.0015000000000000013,49.589622135741436,24.52651325509428,31.514745387990235
0.0020000000000000018,49.548814986305906,24.490558359208737,31.409636832160515
0.0025000000000000022,48.99316845965094,24.43153544943019,31.237802685069727
0.0030000000000000027,47.953203454754295,24.34961159255677,31.000751163047518
0.003500000000000003,46.50392270685342,24.24501823062613,30.70054194178879
0.0040000000000000036,44.75618734346712,24.11805009152456,30.33974855495232
0.004500000000000004,42.8423513205018,23.969063805281696,29.921412254623416
0.0050000000000000044,40.91579889062193,23.798476235142694,29.448988718619088
0.005500000000000005,39.07247946256202,23.606762534348128,28.9262891577542
0.006000000000000005,37.36253690928842,23.39445394129848,28.357417477505457
0.006500000000000006,35.786601314828644,23.162135327420177,27.74670518196291
0.007000000000000006,34.30533066395934,22.910442513571084,27.09864567626026
0.007500000000000007,32.85681212158063,22.64005937221233,26.417829532843278
0.008000000000000007,31.38375781080898,22.35171473382093,25.708882145653206
0.008500000000000008,29.86537563005584,22.0461791171132,24.976405015133295
0.009000000000000008,28.319841776232405,21.72426130358619,24.224921697523794
0.009500000000000008,26.78304190379329,21.386804777655957,23.458829226041566
0.010000000000000009,25.294973820134224,21.034684054273825,22.682355580591654
0.01050000000000001,23.886777667181995,20.6688009163315,21.89952355687225
0.01100000000000001,22.574006993249977,20.290080584421982,21.114121173801472
0.01150000000000001,21.35684431576157,19.899467841606207,20.329678566971104
0.01200000000000001,20.2318573508365,19.497923135747115,19.549451150225895
0.012500000000000011,19.174587848422448,19.086418681717127,18.776408690460656
0.013000000000000012,18.16808019976797,18.66593458536715,18.013229833525163
0.013500000000000012,17.194375425957755,18.237455010571175,17.262301541384993
0.014000000000000012,16.23121136341799,17.801964409939185,16.52572285079392
0.014500000000000013,15.252281885149388,17.36044383893041,15.805312339124937
0.015000000000000013,14.233855836651243,16.913867372110253,15.10261868046141
0.015500000000000014,13.158174154535228,16.46319863918775,14.418933690980996
0.016000000000000014,12.02310989752599,16.009387497259013,13.755307293362245
0.016500000000000015,10.849334012816081,15.553366854378027,13.112563871779999
0.017000000000000015,9.66663012974637,15.096049658192577,12.491319538641166
0.017500000000000016,8.511924818173242,14.638326061934437,11.891999888502694
