S,balance
89.21326873329112,-2.1049297094995296
126.07626373165506,24.114438888887733
74.64317294607132,-1.3449884805978556
109.40661341780127,7.330553959981896
95.20024045171077,-3.146504289629503
68.10142449902371,-0.377189212558271
98.39075127243045,-1.8943073931074341
100.00951901591499,-2.642016888700187
118.80770787313966,16.423397642981485
85.37551461501862,-1.5420444976021823
90.96991674221984,-1.061291989990714
120.71670729134816,17.59874502911692
90.4453635514443,-2.9342691297058394
126.87712731850482,24.514084233858604
136.36532817035905,35.241265818534416
132.48636931132918,31.168851211236877
132.55343280209624,30.676856573835636
81.29595463061486,-0.6476907943215
125.36976529449933,23.8161080745627
153.91869485939893,52.95259415305715
118.70710367974262,16.083908475585872
127.53990775705934,25.788521418429205
101.09739406510967,-1.8795589123377159
101.45687983373044,-1.4999613677658061
105.89674808217637,3.1596435469344897
78.70890588790425,-2.1729215016601646
94.90879892361298,-2.707263044061733
89.55700119841273,-3.184884664019421
70.07509457591998,-1.2953550289331996
82.21679946507689,-1.582526920077104
111.99220181263559,8.95379386950508
145.22082155802374,43.478328831588186
74.53509992804923,-0.796600781974174
138.1658551355319,37.44398940915912
126.8419352602393,25.853425364087308
115.09674177225733,13.392974395035164
67.56917887912994,-0.9743862033462225
80.0603966635523,-1.2034179367175994
104.45956202398581,1.7118128808561268
106.5322490206572,3.157628201809029
148.24445662165388,46.580283398954144
134.14313786839048,32.21144569036994
122.58942471957401,20.755551842845907
74.19347134852562,-1.3923840288324705
125.09509398584578,24.537593444592257
97.14546112719324,-2.9807782350160554
124.22679408933723,20.803566654753965
58.574092597096204,-0.5629169422631364
98.40005608538704,-3.160499064020124
127.12128879623235,25.541534814671135
77.67698087726211,-1.82075616673273
68.09538344241443,-0.5233214354149407
102.44546905377028,-0.022023435532346092
97.01945174936175,-2.3225673677418808
92.04855920019916,-2.1048845684645965
133.38337052633392,29.953032335074838
134.34104085519397,33.22693278640391
145.31049732425421,44.524924650025646
97.13847597801461,-2.196165437943982
67.71083419453785,-0.7484042051322106
85.92231578107717,-2.92499993459467
73.65697405203593,-2.288222849688408
113.38567838181987,11.355681465252488
81.15734096486645,-2.081572941507657
111.6613437182832,8.913395953715185
117.38935179340457,15.47145112764718
63.755134354361076,-0.9345569067756152
203.22313233693993,102.17547545468094
101.33040752426892,-1.5058472130634897
172.2675705266105,71.52782360114438
124.06212923021897,21.301176477510012
106.4956400144294,3.477757718220725
170.2874178072179,69.11909811386235
83.1455866110656,-2.0987531240687947
114.90249169781404,13.030176885557527
124.05141476555062,21.999892895096707
82.76700104913695,-1.3160379261671675
69.9081737512224,-1.6150267062388082
98.48501927923458,-3.4529762475809935
106.39878133963308,3.3424806034120227
108.55817207431248,6.229319646262998
78.85994434391628,-0.9634994251913742
101.7205956325511,-0.5736697819570971
116.4251677664058,14.291005428888871
98.01072686237072,-4.39542578552863
74.38708998576445,-1.6043733166709853
139.7861447473746,38.37165056529144
91.50067674060523,-2.521455688683469
113.54490302652331,11.539190982426174
112.9049016964047,10.907872310079156
95.96807879518987,-1.4113203378936845
122.33935584468134,20.5144937952331
167.0487807491498,65.31809485955407
120.90488785692048,18.63827246170912
83.70711314648133,-3.2252021261300907
134.67196731468582,33.33150055545681
124.92606151686239,23.014198808585185
70.5764046988899,-2.293098811634156
102.37811885469175,-0.8809254013939185
87.46236838916658,-2.357699698896832
122.67432103458786,20.884971290418385
103.59747865075812,2.365438925873277
144.51161620477933,43.73725740173331
84.30665679085075,-3.0093604491936627
108.92370182327693,6.986280027352439
146.31070867913309,45.38444178917289
134.68831613996602,31.539352374380893
75.85168117472905,-0.7501108849361771
179.42054645494719,78.98003574034848
107.90604829937193,4.459613380400722
88.49917071238012,-3.039627981884582
87.35298584018958,-3.4152015589017104
101.76257170072118,-1.7666099597777514
116.46595588854198,14.64077431423802
104.80342046513968,2.3160846468909364
109.50467461860056,7.801561616873148
77.22993683865604,-1.5865912156907882
143.27743468702496,42.31330194487624
101.57620665445681,-1.0938427954486123
78.22746385656856,-2.3547196616012034
86.97024538015353,-1.1998970128122828
97.84419150746655,-3.6429743087488724
103.39409168298329,0.750788518224331
107.93117707806785,5.740535266483951
110.67552887524054,8.65466561519373
98.61212093466897,-2.061817454094877
88.62297134720264,-1.303887289341132
57.183610158677155,-1.8829100686862361
83.45349670581464,-1.963462422680914
88.96711972541071,-2.2058649071135843
115.00103934135686,13.506022211824614
167.39177876511133,66.20436912353262
90.27231293874837,-0.990383843575593
131.03876173701238,29.9936624639102
110.6471714619803,8.119434679216093
153.22345249660836,52.73520653060206
113.87183079223232,12.218146919169776
135.28160758109772,34.46292489408032
102.86036831343448,0.4992492758799898
79.23891477989055,-1.1879720463073813
86.25552371511334,-2.0929642827480084
102.39433071860307,-1.1921903367468616
141.07664000820043,40.4825215414774
106.82357747010207,3.8743300713786235
105.02563400948279,2.3870014995437057
72.09612168281345,-1.1074900629605047
128.76171562039113,27.572924928051776
85.179920185933,-1.0587972784680204
82.18250856102642,-1.454756343142165
129.3900223970708,27.964177301094498
98.23564906724049,-2.6384774245052434
122.04194645551969,20.00157927771297
111.73104244586965,9.761500448134838
85.06997877046702,-2.4437767415691702
85.58791016337656,-1.6395924180027635
132.58661370648682,30.328312798761917
57.45949731860278,-0.6578869180704014
140.31621084860168,38.504558866795676
98.52617617752684,-2.151230576420339
116.32888111857713,14.037895790045999
121.088505979253,19.055471593607145
95.88917324224253,-2.2981378259569567
95.83229384294484,-2.8556866854632084
106.22702650409836,4.189137260869255
151.0247268282731,50.51390439931836
151.27011899999485,50.15637918024881
90.78467475339306,-2.4677493386130696
83.88636655094712,-2.166555603970391
101.42880436645689,-1.98041450981437
97.72615861505692,-3.5980413678122503
81.32026806208509,-2.991953397725988
56.35012545751007,-0.5620877417539081
157.00873144263704,55.560401849114776
100.71064246319924,-1.2729563699026496
111.08327981716634,8.972294561842611
117.32808673702078,14.203322480014414
87.87478744684053,-2.4379077004724667
101.47063028588713,-1.478509675465478
91.57715415192065,-2.4122560127798582
84.078636770889,-1.746040565375841
76.37592569611321,-0.5188025041455635
106.7809080755732,3.975936176862832
68.64475263135513,-1.6720166760744561
117.44699356197401,14.422419781589458
63.33199267175219,-1.1887082140029204
114.06512775745145,11.476593278159752
92.56376230845966,-1.0790552325655263
61.19849144776853,-0.8405393478438565
142.0500333056293,40.956371905292976
125.33187662141032,23.382264572526317
122.6333997941895,19.87912095494447
78.9147157199592,-2.260413102347785
36.86991732163098,-0.34991926175338506
95.61749112559917,-3.4739206540736856
99.80191112286673,-2.766257952649445
117.8879117847506,15.794574975817152
102.28245384524217,-0.14252849462891604
88.17989687770304,-2.9401326308941425
94.08936802176979,-2.120643574097814
79.13590787541544,-1.1512016622924168
