S,C_0,C_5,C_10,C_25
83.55,0,3.660013729548528e-12,4.8757504556103115e-4,0.476120276905875
83.6,0,4.32451343069196e-12,5.10609434264904e-4,0.4811965713626929
83.65,0,5.106335635616239e-12,5.346488561572896e-4,0.4863154466330073
83.7,0,6.02558993640349e-12,5.597331580783002e-4,0.4914771361790127
83.75,0,7.105725627975536e-12,5.859035862700521e-4,0.4966818736182361
83.8,0,8.37406787372787e-12,6.13202827966744e-4,0.5019298927140952
83.85,0,9.86243685547323e-12,6.416750539271765e-4,0.5072214273663889
83.9,0,1.1607862249483456e-11,6.713659619220214e-4,0.5125567116018015
83.95,0,1.365340712704823e-11,7.02322821184917e-4,0.5179359795643279
84,0,1.604911737253065e-11,7.345945178375904e-4,0.5233594655056866
84.05,0,1.885311497582659e-11,7.682316013008297e-4,0.5288274037757219
84.1,0,2.2132856121043355e-11,8.032863316970867e-4,0.5343400288127089
84.15,0,2.5966577901845757e-11,8.39812728259004e-4,0.5398975751337076
84.2,0,3.0444960783726664e-11,8.778666187475165e-4,0.5455002773248285
84.25,0,3.56730376563033e-11,9.175056898921563e-4,0.5511483700314823
84.3,0,4.1772384527349956e-11,9.58789538859639e-4,0.5568420879486329
84.35,0,4.888363265978249e-11,0.0010017797257580452,0.5625816658109706
84.4,0,5.716934731893426e-11,0.0010465398271864296,0.5683673383831138
84.45,0,6.681732434218127e-11,0.0010931354908332303,0.5741993404497112
84.5,0,7.804436255860928e-11,0.001141634491131277,0.5800779068056112
84.55,0,9.110057775822135e-11,0.0011921067859774342,0.5860032722459287
84.6,0,1.0627433254179899e-10,0.0012446245745184603,0.5919756715561313
84.65,0,1.2389786608514543e-10,0.0012992623560097172,0.5979953395020736
84.7,0,1.4435371875491725e-10,0.0013560969897512543,0.6040625108200413
84.75,0,1.680820587398207e-10,0.0014152077561043475,0.6101774202067638
84.8,0,1.955890315909096e-10,0.0014766764185921433,0.6163403023093537
84.85,0,2.2745626894050374e-10,0.0015405872870860593,0.6225513917153389
84.9,0,2.643517098800069e-10,0.0016070272820787046,0.6288109229425682
84.95,0,3.070419077606904e-10,0.0016760860000493566,0.635119130429155
85,0,3.564060167118645e-10,0.0017478557799141675,0.6414762485233627
85.05,0,4.1345167624569406e-10,0.0018224317705707593,0.6478825114735365
85.1,0,4.793330391806777e-10,0.001899911999526771,0.6543381534179833
85.15,0,5.553712180971831e-10,0.001980397442616938,0.6608434083747969
85.2,0,6.430774589279856e-10,0.002063992094804956,0.667398510231747
85.25,0,7.441793874963817e-10,0.002150803042064192,0.674003692736111
85.3,0,8.606507162177591e-10,0.0022409405343379873,0.6806591894844871
85.35,0,9.947448442275885e-10,0.002334518059567442,0.687365233912633
85.4,0,1.1490328353045745e-9,0.0024316524187914246,0.6941220592852275
85.45,0,1.3264463148143512e-9,0.0025324638023000168,0.7009298986857324
85.5,0,1.5303258898395064e-9,0.002637075866844224,0.7077889850060988
85.55,0,1.7644757665125834e-9,0.0027456158138871034,0.7146995509366256
85.6,0,2.0332253159375434e-9,0.002858214468892728,0.7216618289556731
85.65,0,2.3414984256253086e-9,0.0029750063616321987,0.7286760513194412
85.7,0,2.6948915680983144e-9,0.0030961298075120047,0.7357424500517578
85.75,0,3.099761622830633e-9,0.003221726989893592,0.7428612569337876
85.8,0,3.563324603249878e-9,0.0033519440434092163,0.7500327034938259
85.85,0,4.093766567859287e-9,0.003486931138244165,0.7572570209970255
85.9,0,4.700368134997564e-9,0.003626842565380567,0.764534440435142
85.95,0,5.393644175370768e-9,0.0037718368227826204,0.7718651925162927
86,0,6.18550042688826e-9,0.003922076702506605,0.7792495076546935
86.05,0,7.089408963169862e-9,0.0040777293787142566,0.7866876159604086
86.1,0,8.12060465320975e-9,0.004238966496577012,0.7941797472290943
86.15,0,9.296304975118937e-9,0.004405964262041262,0.80172613093176
86.2,0,1.0635955794771053e-8,0.004578903532442946,0.8093269962044953
86.25,0,1.2161505991564804e-8,0.004757969907940307,0.8169825718382722
86.3,0,1.3897714111162438e-8,0.00494335382374117,0.8246930862686526
86.35,0,1.5872490549831614e-8,0.005135250643111544,0.8324587675656137
86.4,0,1.811727913164796e-8,0.005333860751116748,0.8402798434232697
86.45,0,2.0667482327741675e-8,0.005539389649095117,0.8481565411496881
86.5,0,2.3562934791855192e-8,0.005752048049808167,0.8560890876566702
86.55,0,2.6848430348254236e-8,0.005972051973260117,0.864077709449564
86.6,0,3.057430807357386e-8,0.006199622843138519,0.872122632617037
86.65,0,3.4797103662233486e-8,0.0064349875838597415,0.8802240828209467
86.7,0,3.958027286384827e-8,0.006678378718164735,0.8883822852861147
86.75,0,4.49949944285714e-8,0.0069300344652575285,0.8965974647902417
86.8,0,5.112106070417743e-8,0.007190198839423012,0.9048698456537103
86.85,0,5.8047864791889515e-8,0.007459121749105069,0.9131996517294763
86.9,0,6.587549400048441e-8,0.007737059096402432,0.9215871063929502
86.95,0,7.47159402340853e-8,0.008024272876939242,0.9300324325319256
87,0,8.469443892637426e-8,0.00832103128006989,0.938535852536468
87.05,0,9.595094918340662e-8,0.008627608789379182,0.9470975882888659
87.1,0,1.0864178893632597e-7,0.008944286283437242,0.9557178611535928
87.15,0,1.2294144013191998e-7,0.009271351136750261,0.964396891967283
87.2,0,1.3904454031672008e-7,0.00960909732088211,0.9731349010286898
87.25,0,1.5716807839136605e-7,0.009957825505682694,0.9819321080887882
87.3,0,1.775538138575411e-7,0.010317843160583151,0.9907887323407056
87.35,0,2.0047094052413135e-7,0.010689464655909031,0.9997049924098889
87.4,0,2.2621901742333892e-7,0.011073011364150731,1.008681106344083
87.45,0,2.551311915944499e-7,0.011468811761164655,1.0177172916035442
87.5,0,2.8757773943191675e-7,0.011877201527214276,1.0268137650510791
87.55,0,3.2396995550499697e-7,0.012298523647831683,1.035970742942279
87.6,0,3.6476442008778775e-7,0.012733128514425762,1.045188440915675
87.65,0,4.104676791651205e-7,0.01318137402459274,1.054467073982936
87.7,0,4.616413733610046e-7,0.013643625682049465,1.063806856519129
87.75,0,5.189078551057457e-7,0.014120256696170341,1.0732080022530024
87.8,0,5.82956336419644e-7,0.014611648081016781,1.0826707242572446
87.85,0,6.545496129518272e-7,0.015118188753850959,1.0921952349388704
87.9,0,7.345314133854744e-7,0.015640275633037715,1.1017817460295305
87.95,0,8.238344270157668e-7,0.01617831373527623,1.1114304685759464
88,0,9.234890662302266e-7,0.01673271627212436,1.121141612930323
88.05,0,1.034633024788313e-6,0.01730390474570065,1.130915388740796
88.1,0,1.1585216972137134e-6,0.01789230904356387,1.1407520049419482
88.15,0,1.2965395293014666e-6,0.01849836753264955,1.150651669745347
88.2,0,1.450212374671622e-6,0.019122527152213298,1.1606145906300682
88.25,0,1.6212209375666801e-6,0.01976524350573028,1.1706409743333452
88.3,0,1.811415387604088e-6,0.02042698095166129,1.180731026841194
88.35,0,2.022831238010622e-6,0.021108212693029094,1.1908849533791077
88.4,0,2.257706585043326e-6,0.021809420865710694,1.2011029584027213
88.45,0,2.5185008127270826e-6,0.022531096625429292,1.2113852455886338
88.5,0,2.807914873869115e-6,0.023273740233300977,1.221732017825179
88.55,0,3.1289132654556927e-6,0.024037861139926342,1.2321434772032802
88.6,0,3.484747823943499e-6,0.02482397806792691,1.2426198250072922
88.65,0,3.878983473905415e-6,0.025632619092844422,1.25316126170598
88.7,0,4.315526071652239e-6,0.026464321722372786,1.2637679869434386
88.75,0,4.798652493923018e-6,0.027319632973776375,1.2744401995301295
88.8,0,5.333043130917401e-6,0.028199109449500437,1.2851780974339313
88.85,0,5.9238169519500086e-6,0.02910331741084904,1.2959818777712684
88.9,0,6.576569322013252e-6,0.030032832849658853,1.3068517367982082
88.95,0,7.297412757368291e-6,0.03098824155791391,1.3177878699016716
89,0,8.093020818982638e-6,0.03197013919522029,1.3287904715907324
89.05,0,8.970675353177316e-6,0.032979131354056834,1.3398597354877992
89.1,0,9.938317300388138e-6,0.034015833622716096,1.3509958543200788
89.15,0,1.1004601304351585e-5,0.03508087164590812,1.3621990199108573
89.2,0,1.21789543660023e-5,0.036174881182891916,1.3734694231709952
89.25,0,1.3471638798684665e-5,0.03729850816310054,1.384807254090422
89.3,0,1.489381975399752e-5,0.03845240873915001,1.3962127017296382
89.35,0,1.6457637600691098e-5,0.039637249337225455,1.4076859542113773
89.4,0,1.8176285451823593e-5,0.04085370670466615,1.4192271987121359
89.45,0,2.0064092149909857e-5,0.042102467954778344,1.430836621454013
89.5,0,2.2136611032623228e-5,0.04338423060871488,1.4425144076963718
89.55,0,2.4410714816746476e-5,0.04469970263444756,1.4542607417276372
89.6,0,2.6904696951559302e-5,0.046049602482627794,1.4660758068572513
89.65,0,2.963837980811141e-5,0.04743465911940303,1.47795978540751
89.7,0,3.263323008506104e-5,0.04885561205601707,1.489912858705548
89.75,0,3.591248182689601e-5,0.05031321137515832,1.5019352070754053
89.8,0,3.950126746512725e-5,0.05180821775401556,1.5140270098300697
89.85,0,4.342675730797333e-5,0.05334140248388719,1.5261884452636991
89.9,0,4.771830791914719e-5,0.05491354748639887,1.5384196906437495
89.95,0,5.240761984122086e-5,0.05652544532613657,1.550720922203297
90,0,5.7528905133680946e-5,0.05817789921971439,1.5630923151333107
90.05,0,6.311906521022821e-5,0.05987172304118227,1.575534043575093
90.1,0,6.921787947490078e-5,0.06160774132370861,1.588046280612712
90.15,0,7.586820526962572e-5,0.06338678925745755,1.600629198265505
90.2,0,8.311618966030596e-5,0.06520971268365994,1.6132829674805933
90.25,0,9.101149360113588e-5,0.06707736808473941,1.6260077581256418
90.3,0,9.960752902960293e-5,0.06899062257048572,1.63880373898143
90.35,0,1.089617094572129e-4,0.07095035386021209,1.651671077734715
90.4,0,1.191357146306353e-4,0.07295745026081057,1.6646099409709585
90.45,0,1.3019576985084588e-4,0.07501281064069643,1.677620494167293
90.5,0,1.422129405446379e-4,0.07711734439955231,1.6907029016854338
90.55,0,1.552634426936518e-4,0.07927197143383369,1.7038573267647124
90.6,0,1.6942896973235616e-4,0.08147762209799092,1.7170839315151625
90.65,0,1.8479703653214233e-4,0.08373523716135267,1.7303828769106708
90.7,0,2.0146134109549907e-4,0.08604576776065365,1.7437543227821877
90.75,0,2.195221445843651e-4,0.08841017534806195,1.7571984278110087
90.8,0,2.3908667031211778e-4,0.0908294316348508,1.7707153495221597
90.85,0,2.602695223259191e-4,0.09330451853047972,1.7843052442777996
90.9,0,2.8319312420617415e-4,0.09583642807716775,1.7979682672706936
90.95,0,3.0798817870512224e-4,0.098426162379873,1.8117045725177903
91,0,3.3479414884152875e-4,0.10107473353167773,1.82551431285383
91.05,0,3.6375976106074043e-4,0.10378316353452721,1.8393976399251386
91.1,0,3.9504353105711265e-4,0.10655248421528718,1.8533547041832215
91.15,0,4.288143128480526e-4,0.10938373713709737,1.8673856548787775
91.2,0,4.652518716663917e-4,0.11227797350604352,1.8814906400554996
91.25,0,5.045474812273992e-4,0.11523625407304916,1.8956698065441024
91.3,0,5.469045459005201e-4,0.1182596490310166,1.9099232999563789
91.35,0,5.925392482972053e-4,0.1213492379071921,1.924251264679313
91.4,0,6.416812227522523e-4,0.12450610945075535,1.9386538438692895
91.45,0,6.945742551564826e-4,0.12773136151557196,1.9531311794463093
91.5,0,7.514770095569667e-4,0.13102610093817368,1.967683412088487
91.55,0,8.126637819067944e-4,0.13439144341091147,1.9823106812262488
91.6,0,8.784252813115456e-4,0.13782851335026436,1.9970131250370429
91.65,0,9.490694390682786e-4,0.14133844376037885,2.0117908804397544
91.7,0,0.001024922245754567,0.14492237609171976,2.026644083089394
91.75,0,0.0011063286165650388,0.14858146009501105,2.041572867371883
91.8,0,0.0011936532850493065,0.15231685367028547,2.0565773663986953
91.85,0,0.001287281725338013,0.15612972271116465,2.071657712001876
91.9,0,0.001387621102886788,0.16002124094441061,2.0868140347288993
91.95,0,0.0014951012537031683,0.16399258976464637,2.1020464638376986
92,0,0.0016101756919477406,0.16804495806438347,2.1173551272917805
92.05,0,0.0017333226457300621,0.17217954205932173,2.1327401517553497
92.1,0,0.0018650461208450653,0.1763975451089541,2.1482016625886367
92.15,0,0.002005876992111799,0.18070017753251033,2.163739783843159
92.2,0,0.0021563741218896815,0.18508865642026517,2.1793546382571236
92.25,0,0.002317125505270967,0.18956420544027708,2.19504634725093
92.3,0,0.002488749441333149,0.19412805464052063,2.2108150309227206
92.35,0,0.0026718957297725,0.19878144024655953,2.2266608080440164
92.4,0,0.0028672468921058236,0.20352560445469692,2.242583796055417
92.45,0,0.0030755194165549282,0.20836179522074438,2.2585841110623868
92.5,0,0.0032974650256110127,0.21329126604437398,2.2746618678311634
92.55,0,0.0035338719651622497,0.21831527574916798,2.2908171797846286
92.6,0,0.0037855663139683138,0.22343508825843372,2.307050158998443
92.65,0,0.004053413312156695,0.22865197236671797,2.3233609161970428
92.7,0,0.0043383187072773,0.2339672015072729,2.3397495607498726
92.75,0,0.004641230116367967,0.23938205351540454,2.356216200667671
92.8,0,0.004963138402333533,0.24489781038781544,2.372760942598756
92.85,0,0.005305079062844609,0.25051575803793114,2.3893838918254815
92.9,0,0.0056681336298295415,0.25623718604750145,2.4060851522607685
92.95,0,0.006053431077507554,0.26206338741426194,2.422864826444581
93,0,0.0064621492368094335,0.26799565829598926,2.4397230155407037
93.05,0,0.0068955162138787385,0.27403529775085467,2.4566598193334386
93.1,0,0.007354811810261097,0.2801836074742674,2.473675336224357
93.15,0,0.007841368942221094,0.2864418915322471,2.49076966322934
93.2,0,0.00835657505658105,0.292811456091405,2.507942895975404
93.25,0,0.008901873540249738,0.2992936091456979,2.52519512869787
93.3,0,0.009478765120630728,0.3058896602399468,2.5425264542374677
93.35,0,0.01008880925383715,0.3126009201902846,2.5599369640375684
93.4,0,0.010733625497663324,0.3194287008016605,2.5774267481414306
93.45,0,0.011414894866070169,0.32637431458238986,2.594995895189623
93.5,0,0.012134361161879381,0.3334390744560025,2.6126444924175516
93.55,0,0.012893832284245788,0.34062429347035383,2.6303726256528357
93.6,0,0.013695181507447973,0.34793128450422195,2.648180379313107
93.65,0,0.01454034872733545,0.35536135997144314,2.6660678364035952
93.7,0,0.015431341671815035,0.36291583152272366,2.6840350785149276
93.75,0,0.01637023707161922,0.370596009745217,2.7020821858210446
93.8,0,0.01735918178752227,0.3784032038599694,2.720209237077089
93.85,0,0.018400393890146027,0.3863387214174949,2.7384163096174667
93.9,0,0.01949616368843543,0.39440386799136995,2.7567034793538703
93.95,0,0.020648854702830288,0.40259994687017375,2.775070820773607
94,0,0.021860904579123375,0.4109282587477683,2.793518406937718
94.05,0,0.023134825939031156,0.4193901014121515,2.812046309479406
94.1,0,0.02447320716335799,0.4279867694329127,2.830654598602422
94.15,0,0.025878713103790307,0.43671955384749594,2.849343343079603
94.2,0,0.027354085719244914,0.44558974184632305,2.8681126102514156
94.25,0,0.02890214463279328,0.45459861645704436,2.8869624660246416
94.3,0,0.03052578760511704,0.4637474562278996,2.9058929748710938
94.35,0,0.032227990920631555,0.4730375349104037,2.9249041998265355
94.4,0,0.03401180968232653,0.4824701211415032,2.9439962024894157
94.45,0,0.03588037801154931,0.49204647812527824,2.9631690430200166
94.5,0,0.03783690914894322,0.5017678633144307,2.9824227801393945
94.55,0,0.03988469545293016,0.511635528091599,3.0017574711286272
94.6,0,0.04202710829218681,0.5216507174506475,3.0211731718279182
94.65,0,0.04426759782864487,0.5318146696781731,3.0406699366359646
94.7,0,0.04660969268779702,0.5421286160352494,3.0602478185093247
94.75,0,0.04905699951305387,0.5525937804396079,3.079906868961892
94.8,0,0.05161320240125988,0.5632113791483917,3.0996471380643627
94.85,0,0.05428206221645393,0.5739826204416723,3.1194686744439224
94.9,0,0.057067415779282094,0.5849087043066739,3.139371525283906
94.95,0,0.05997317492958221,0.5959908221232233,3.1593557363235263
95,0,0.06300332545990894,0.6072301563501199,3.179421351857812
95.05,0,0.06616192591799397,0.6186278802129301,3.199568414737442
95.1,0,0.06945310627626977,0.6301851573931607,3.219796966368804
95.15,0,0.07288106646702097,0.6419031417190091,3.240107046714023
95.2,0,0.07645007478174826,0.653782976857805,3.2604986942911722
95.25,0,0.08016446613378925,0.6658257960103526,3.2809719461744677
95.3,0,0.08402864018340228,0.6780327216071953,3.301526837994558
95.35,0,0.0880470593247713,0.6904048650070962,3.322163403938987
95.4,0,0.09222424653488659,0.7029433261977154,3.3428816767525547
95.45,0,0.09656478308422756,0.7156491934987486,3.3636816877379516
95.5,0,0.1010733061098179,0.728523543267606,3.384563466756262
95.55,0,0.10575450605126235,0.7415674396077243,3.405527042227753
95.6,0,0.1106131239508521,0.7547819340798547,3.4265724411325778
95.65,0,0.11565394861912459,0.7681680654160559,3.4476996890116425
95.7,0,0.12088181366751805,0.7817268592369935,3.4689088099674805
95.75,0,0.1263015944101582,0.7954593277724449,3.4901998266652683
95.8,0,0.13191820463716653,0.8093664695849547,3.511572760333898
95.85,0,0.1377365932621064,0.8234492692972069,3.533027630767073
95.9,0,0.14376174084659432,0.8377086973229204,3.5545644563245418
95.95,0,0.14999865600548645,0.8521457096013911,3.5761832539333582
96,0,0.15645237169622384,0.8667612473359831,3.5978840390892444
96.05,0,0.1631279413964286,0.8815562367366141,3.619666825858033
96.1,0,0.17003043517396144,0.8965315887662655,3.641531626877139
96.15,0,0.1771649356541758,0.911688198891742,3.663478453357122
96.2,0,0.18453653388935187,0.9270269468387369,3.685507315083342
96.25,0,0.19215032513534247,0.9425486963513947,3.7076182204177215
96.3,0,0.20001140454135502,0.9582542949563653,3.729811176300416
96.35,0,0.20812486275829123,0.9741445737315715,3.7520861882517593
96.4,0,0.21649578147210846,0.9902203470797275,3.7744432603741416
96.45,0,0.2251292288683331,1.0064824125066423,3.7968823953540536
96.5,0,0.2340302550344866,1.022931550404703,3.819403594464049
96.55,0,0.24320388730730969,1.039568523841183,3.8420068575650035
96.6,0,0.2526551255717422,1.0563940783519392,3.8646921831082253
96.65,0,0.2623889375190487,1.0734089417402188,3.88745956813775
96.7,0,0.272410253871719,1.090613823880851,3.910309008292664
96.75,0,0.2827239635825194,1.1080094165299457,3.9332404978095497
96.8,0,0.293334909015762,1.1255963931400004,3.9562540295249207
96.85,0,0.30424788111876566,1.1433754086807681,3.9793495948777746
96.9,0,0.31546761459145145,1.1613470994656083,4.0025271839121785
96.95,0,0.3269987830624359,1.1795120829837842,4.025786785279969
97,0,0.33884599427987183,1.1978709577385018,4.049128386243474
97.05,0,0.35101378532528216,1.2164243030908182,4.072551972678305
97.1,0,0.36350661785900584,1.2351726791095885,4.096057529076255
97.15,0,0.37632887340542,1.2541166264274324,4.1196450385481995
97.2,0,0.3894848486866067,1.2732566661027178,4.143314482827101
97.25,0,0.4029787510126255,1.2925932994878195,4.167065842271057
97.3,0,0.41681469373702384,1.3121270081034098,4.19089909586647
97.35,0,0.43099669178559097,1.3318582535191723,4.2148142212311654
97.4,0,0.4455286572668129,1.3517874772406913,4.238811194617689
97.45,0,0.460414395172009,1.371915100602692,4.26288999091657
97.5,0,0.4756575991731573,1.3922415246687407,4.287050583659763
97.55,0,0.49126184752626756,1.412767130137233,4.311292945024007
97.6,0,0.5072305990878974,1.4334922772539613,4.335617045834368
97.65,0,0.5235671894524145,1.4544173057310488,4.360022855567749
97.7,0,0.5402748272170967,1.475542534672428,4.384510342356535
97.75,0,0.5573565903822555,1.4968682625058776,4.409079472992239
97.8,0,0.5748154228931526,1.5183947669215385,4.433730212929284
97.85,0,0.5926541313301357,1.5401223048170252,4.45846252628872
97.9,0,0.6108753817533028,1.5620511122491294,4.4832763758621255
97.95,0,0.6294816967076784,1.5841814043919982,4.508171723115488
98,0,0.6484754523945355,1.606513375502061,4.533148528193159
98.05,0,0.6678588760140016,1.6290471988894026,4.558206749921865
98.1,0,0.6876340432840706,1.6517830268957496,4.583346345814846
98.15,0,0.7078028761406543,1.6747209908791234,4.608567272075881
98.2,0,0.7283671406226873,1.6978612012049012,4.633869483603547
98.25,0,0.7493284449463999,1.7212037472435924,4.6592529339954325
98.3,0,0.7706882377719921,1.7447486973750799,4.684717575552455
98.35,0,0.7924478066659759,1.768496098999364,4.710263359283125
98.4,0,0.8146082767616392,1.7924459785538716,4.735890234908084
98.45,0,0.8371706096200953,1.8165983415371656,4.761598150864401
98.5,0,0.860135602293596,1.8409531725391872,4.787387054310166
