x,y
-0.71,0.23885206808998666
-0.7000000000000002,0.24196365222307292
-0.6899999999999995,0.24509709367430957
-0.6799999999999997,0.24825223045357056
-0.6699999999999999,0.2514288950953102
-0.6600000000000001,0.2546269146713361
-0.6499999999999995,0.2578461108058649
-0.6399999999999997,0.2610862996928617
-0.6299999999999999,0.26434729211567765
-0.6200000000000001,0.267628893468983
-0.6100000000000003,0.2709309037830056
-0.5999999999999996,0.27425311775007377
-0.5899999999999999,0.27759532475346493
-0.5800000000000001,0.2809573088985643
-0.5700000000000003,0.28433884904632406
-0.5599999999999996,0.28773971884902716
-0.5499999999999998,0.2911596867883464
-0.54,0.294598516215698
-0.5300000000000002,0.29805596539487633
-0.5199999999999996,0.3015317875469663
-0.5099999999999998,0.3050257308975195
-0.5,0.30853753872598694
-0.4900000000000002,0.31206694941739044
-0.47999999999999954,0.3156136965162228
-0.46999999999999975,0.3191775087825559
-0.45999999999999996,0.32275811025034773
-0.4500000000000002,0.32635522028791997
-0.4399999999999995,0.32996855366059386
-0.4299999999999997,0.3335978205954578
-0.41999999999999993,0.3372427268482495
-0.41000000000000014,0.3409029737723226
-0.39999999999999947,0.34457825838967604
-0.3899999999999997,0.34826827346401773
-0.3799999999999999,0.35197270757583726
-0.3700000000000001,0.3556912451994532
-0.3600000000000003,0.35942356678200865
-0.34999999999999964,0.36316934882438107
-0.33999999999999986,0.36692826396397205
-0.33000000000000007,0.37069998105934643
-0.3200000000000003,0.3744841652766799
-0.3099999999999996,0.3782804781779809
-0.2999999999999998,0.38208857781104744
-0.29000000000000004,0.38590811880112263
-0.28000000000000025,0.3897387524442027
-0.2699999999999996,0.39358012680196064
-0.2599999999999998,0.3974318867982396
-0.25,0.4012936743170763
-0.2400000000000002,0.4051651283022041
-0.22999999999999954,0.4090458848579943
-0.21999999999999975,0.4129355773517855
-0.20999999999999996,0.41683383651755773
-0.20000000000000018,0.4207402905608969
-0.1899999999999995,0.42465456526520473
-0.17999999999999972,0.4285762840990994
-0.16999999999999993,0.4325050683249616
-0.16000000000000014,0.4364405371085671
-0.14999999999999947,0.4403823076297577
-0.13999999999999968,0.44432999519409366
-0.1299999999999999,0.4482832133454389
-0.1200000000000001,0.4522415739794161
-0.11000000000000032,0.4562046874576831
-0.09999999999999964,0.4601721627229712
-0.08999999999999986,0.46414360741482796
-0.08000000000000007,0.4681186279860126
-0.07000000000000028,0.47209682981947876
-0.05999999999999961,0.47607781734589333
-0.04999999999999982,0.4800611941616276
-0.040000000000000036,0.4840465631471692
-0.03000000000000025,0.4880335265858873
-0.019999999999999574,0.49202168628309817
-0.009999999999999787,0.49601064368536846
0,0.5
0.009999999999999787,0.5039893563146315
0.020000000000000462,0.5079783137169022
0.03000000000000025,0.5119664734141127
0.040000000000000036,0.5159534368528308
0.04999999999999982,0.5199388058383724
0.0600000000000005,0.5239221826541071
0.07000000000000028,0.5279031701805212
0.08000000000000007,0.5318813720139874
0.08999999999999986,0.535856392585172
0.10000000000000053,0.5398278372770292
0.11000000000000032,0.5437953125423169
0.1200000000000001,0.5477584260205839
0.1299999999999999,0.5517167866545611
0.13999999999999968,0.5556700048059063
0.15000000000000036,0.5596176923702426
0.16000000000000014,0.5635594628914329
0.16999999999999993,0.5674949316750384
0.17999999999999972,0.5714237159009006
0.1900000000000004,0.5753454347347956
0.20000000000000018,0.5792597094391031
0.20999999999999996,0.5831661634824423
0.21999999999999975,0.5870644226482145
0.23000000000000043,0.590954115142006
0.2400000000000002,0.5948348716977959
0.25,0.5987063256829237
0.2599999999999998,0.6025681132017604
0.27000000000000046,0.6064198731980397
0.28000000000000025,0.6102612475557972
0.29000000000000004,0.6140918811988774
0.2999999999999998,0.6179114221889526
0.3100000000000005,0.6217195218220195
0.3200000000000003,0.6255158347233201
0.33000000000000007,0.6293000189406536
0.33999999999999986,0.633071736036028
0.35000000000000053,0.6368306511756193
0.3600000000000003,0.6405764332179913
0.3700000000000001,0.6443087548005468
0.3799999999999999,0.6480272924241628
0.3899999999999997,0.6517317265359823
0.40000000000000036,0.6554217416103243
0.41000000000000014,0.6590970262276774
0.41999999999999993,0.6627572731517505
0.4299999999999997,0.6664021794045423
0.4400000000000004,0.6700314463394065
0.4500000000000002,0.67364477971208
0.45999999999999996,0.6772418897496523
0.46999999999999975,0.6808224912174441
