S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_16,S_17,S_18,S_19,S_20,balance_1,balance_2,balance_3,balance_4,balance_5,balance_6,balance_7,balance_8,balance_9,balance_10,balance_11,balance_12,balance_13,balance_14,balance_15,balance_16,balance_17,balance_18,balance_19,balance_20
118.954157452607,117.44616310175869,86.29529701508469,94.04154392224518,70.16121499598032,115.69512329927846,97.40807273727029,125.80194508573285,97.46643858267477,123.38183797936424,125.84522592163547,80.76699829108503,123.22861340505318,78.12149891117984,111.27892719571244,128.6776522455864,95.90664222665579,104.01607838924095,87.20906896066498,82.27705001964101,18.480750649600804,18.73192120189047,1.8833377177956239,3.9234362950458683,0.7454192045398722,15.244170802678514,-1.96138307438153,25.307569077785175,0.9004666552734744,23.89321879082508,26.704070488608433,1.8181740498379204,21.07333237849497,1.492794283305912,12.038587319402225,28.536286090069936,1.1647205381658274,6.364208540293427,-1.8840431945300455,0.1523142851772148
