S,original_call_pv,original_call_delta,original_loan,option_pnl,delta_pnl,full_pnl
95.47,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9721421848596883,-2.3553227904478278,-0.3831806055881395
95.48,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9687594339955048,-2.3501234023894417,-0.38136396839393694
95.49,3.987761167674492,0.5199388058383725,-48.006119416162754,1.965372821450707,-2.344924014331063,-0.3795511928803559
95.5,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9619823459330838,-2.3397246262726763,-0.37774228033959245
95.51,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9585880061544572,-2.33452523821429,-0.37593723205983265
95.52,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9551898008306097,-2.329325850155911,-0.3741360493253012
95.53,3.987761167674492,0.5199388058383725,-48.006119416162754,1.951787728681385,-2.3241264620975244,-0.37233873341613943
95.54,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9483817884306127,-2.318927074039138,-0.3705452856085252
95.55,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9449719788061621,-2.313727685980759,-0.3687557071745968
95.56,3.987761167674492,0.5199388058383725,-48.006119416162754,1.941558298539924,-2.3085282979223725,-0.36696999938244845
95.57,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9381407463678144,-2.3033289098639935,-0.3651881634961791
95.58,3.987761167674492,0.5199388058383725,-48.006119416162754,1.934719321029771,-2.2981295218056075,-0.3634102007758364
95.59,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9312940212697747,-2.292930133747221,-0.3616361124774463
95.6,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9278648458358418,-2.287730745688842,-0.3598658998530002
95.61,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9244317934800073,-2.2825313576304556,-0.3580995641504483
95.62,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9209948629583522,-2.277331969572069,-0.35633710661371687
95.63,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9175540530310364,-2.27213258151369,-0.3545785284826537
95.64,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9141093624622059,-2.2669331934553036,-0.3528238309930978
95.65,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9106607900201062,-2.261733805396917,-0.3510730153768109
95.66,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9072083344770014,-2.256534417338538,-0.34932608286153677
95.67,3.987761167674492,0.5199388058383725,-48.006119416162754,1.9037519946092374,-2.251335029280152,-0.3475830346709148
95.68,3.987761167674492,0.5199388058383725,-48.006119416162754,1.900291769197171,-2.2461356412217657,-0.34584387202459466
95.69,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8968276570252947,-2.2409362531633867,-0.3441085961380921
95.7,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8933596568820832,-2.2357368651050002,-0.34237720822291706
95.71,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8898877675601327,-2.2305374770466213,-0.34064970948648865
95.72,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8864119878560608,-2.225338088988235,-0.33892610113217403
95.73,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8829323165705922,-2.2201387009298483,-0.3372063843592561
95.74,3.987761167674492,0.5199388058383725,-48.006119416162754,1.879448752508516,-2.2149393128714694,-0.33549056036295344
95.75,3.987761167674492,0.5199388058383725,-48.006119416162754,1.875961294478678,-2.209739924813083,-0.3337786303344048
95.76,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8724699412940211,-2.204540536754697,-0.33207059546067574
95.77,3.987761167674492,0.5199388058383725,-48.006119416162754,1.868974691771566,-2.1993411486963175,-0.33036645692475153
95.78,3.987761167674492,0.5199388058383725,-48.006119416162754,1.865475544732412,-2.1941417606379314,-0.32866621590551937
95.79,3.987761167674492,0.5199388058383725,-48.006119416162754,1.861972499001741,-2.188942372579545,-0.32696987357780394
95.8,3.987761167674492,0.5199388058383725,-48.006119416162754,1.85846555340882,-2.183742984521166,-0.3252774311123461
95.81,3.987761167674492,0.5199388058383725,-48.006119416162754,1.85495470678703,-2.1785435964627795,-0.3235888896757495
95.82,3.987761167674492,0.5199388058383725,-48.006119416162754,1.851439957973831,-2.1733442084044006,-0.3219042504305696
95.83,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8479213058107575,-2.168144820346014,-0.32022351453525655
95.84,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8443987491434584,-2.1629454322876276,-0.31854668314416923
95.85,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8408722868217033,-2.1577460442292486,-0.3168737574075453
95.86,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8373419176993302,-2.1525466561708626,-0.3152047384715324
95.87,3.987761167674492,0.5199388058383725,-48.006119416162754,1.833807640634305,-2.147347268112476,-0.3135396274781712
95.88,3.987761167674492,0.5199388058383725,-48.006119416162754,1.830269454488704,-2.142147880054097,-0.31187842556539325
95.89,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8267273581286894,-2.1369484919957107,-0.3102211338670213
95.9,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8231813504245622,-2.131749103937324,-0.308567753512762
95.91,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8196314302507304,-2.1265497158789453,-0.3069182856282149
95.92,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8160775964856875,-2.1213503278205588,-0.3052727313348713
95.93,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8125198480121085,-2.1161509397621723,-0.30363109175006375
95.94,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8089581837167543,-2.1109515517037933,-0.301993367987039
95.95,3.987761167674492,0.5199388058383725,-48.006119416162754,1.8053926024904925,-2.1057521636454073,-0.3003595611549148
95.96,3.987761167674492,0.5199388058383725,-48.006119416162754,1.801823103228351,-2.100552775587028,-0.298729672358677
95.97,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7982496848294787,-2.095353387528642,-0.2971037026991632
95.98,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7946723461971317,-2.0901539994702554,-0.2954816532731237
95.99,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7910910862387297,-2.0849546114118764,-0.29386352517314673
96,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7875059038658279,-2.07975522335349,-0.2922493194876621
96.01,3.987761167674492,0.5199388058383725,-48.006119416162754,1.783916797994081,-2.0745558352951035,-0.29063903730102236
96.02,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7803237675433365,-2.0693564472367245,-0.289032679693388
96.03,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7767268114375412,-2.064157059178338,-0.28743024774079684
96.04,3.987761167674492,0.5199388058383725,-48.006119416162754,1.77312592860482,-2.058957671119952,-0.285831742515132
96.05,3.987761167674492,0.5199388058383725,-48.006119416162754,1.769521117977412,-2.0537582830615726,-0.28423716508416064
96.06,3.987761167674492,0.5199388058383725,-48.006119416162754,1.765912378491727,-2.0485588950031866,-0.28264651651145956
96.07,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7622997090883388,-2.0433595069448076,-0.28105979785646884
96.08,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7586831087119208,-2.038160118886421,-0.27947701017450033
96.09,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7550625763113459,-2.0329607308280346,-0.27789815451668876
96.1,3.987761167674492,0.5199388058383725,-48.006119416162754,1.751438110839672,-2.0277613427696557,-0.27632323192998376
96.11,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7478097112540425,-2.022561954711269,-0.2747522434572267
96.12,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7441773765158075,-2.0173625666528827,-0.2731851901370752
96.13,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7405411055904736,-2.0121631785945038,-0.2716220730040302
96.14,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7369008974477183,-2.0069637905361173,-0.27006289308839904
96.15,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7332567510613828,-2.0017644024777312,-0.26850765141634847
96.16,3.987761167674492,0.5199388058383725,-48.006119416162754,1.729608665409458,-1.996565014419352,-0.26695634900989407
96.17,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7259566394741483,-1.9913656263609658,-0.26540898688681747
96.18,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7223006722417864,-1.9861662383025793,-0.2638655660607929
96.19,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7186407627029396,-1.9809668502442004,-0.26232608754126074
96.2,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7149769098522682,-1.975767462185814,-0.26079055233354564
96.21,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7113091126886957,-1.970568074127435,-0.2592589614387393
96.22,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7076373702152807,-1.9653686860690487,-0.25773131585376796
96.23,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7039616814392602,-1.9601692980106622,-0.256207616571402
96.24,3.987761167674492,0.5199388058383725,-48.006119416162754,1.7002820453720986,-1.9549699099522833,-0.25468786458018466
96.25,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6965984610294242,-1.9497705218938968,-0.2531720608644725
96.26,3.987761167674492,0.5199388058383725,-48.006119416162754,1.692910927431015,-1.9445711338355105,-0.2516602064044955
96.27,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6892194436009191,-1.9393717457771313,-0.2501523021762122
96.28,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6855240085673273,-1.934172357718745,-0.24864834915141776
96.29,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6818246213626082,-1.9289729696603586,-0.24714834829775034
96.3,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6781212810233725,-1.9237735816019796,-0.2456523005786071
96.31,3.987761167674492,0.5199388058383725,-48.006119416162754,1.674413986590416,-1.9185741935435934,-0.24416020695317742
96.32,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6707027371087264,-1.9133748054852142,-0.2426720683764878
96.33,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6669875316274698,-1.908175417426828,-0.24118788579935813
96.34,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6632683692000754,-1.9029760293684415,-0.2397076601683661
96.35,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6595452488841218,-1.8977766413100625,-0.2382313924259407
96.36,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6558181697414227,-1.8925772532516763,-0.23675908351025354
96.37,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6520871308380052,-1.8873778651932898,-0.23529073435528458
96.38,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6483521312440885,-1.8821784771349108,-0.2338263458908223
96.39,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6446131700341127,-1.8769790890765243,-0.23236591904241166
96.4,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6408702462867382,-1.871779701018138,-0.2309094547313999
96.41,3.987761167674492,0.5199388058383725,-48.006119416162754,1.637123359084832,-1.866580312959759,-0.22945695387492693
96.42,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6333725075154817,-1.8613809249013726,-0.22800841738589095
96.43,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6296176906700026,-1.8561815368429861,-0.22656384617298353
96.44,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6258589076439023,-1.8509821487846072,-0.22512324114070492
96.45,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6220961575369515,-1.845782760726221,-0.22368660318926947
96.46,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6183294394531273,-1.8405833726678418,-0.22225393321471443
96.47,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6145587525005993,-1.8353839846094555,-0.22082523210885618
96.48,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6107840957918143,-1.830184596551069,-0.21940050075925477
96.49,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6070054684434467,-1.82498520849269,-0.21797974004924336
96.5,3.987761167674492,0.5199388058383725,-48.006119416162754,1.6032228695763635,-1.8197858204343036,-0.21656295085794008
96.51,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5994362983156734,-1.8145864323759173,-0.21515013406024397
96.52,3.987761167674492,0.5199388058383725,-48.006119416162754,1.595645753790734,-1.8093870443175384,-0.21374129052680435
96.53,3.987761167674492,0.5199388058383725,-48.006119416162754,1.591851235135131,-1.804187656259152,-0.21233642112402085
96.54,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5880527414866918,-1.7989882682007656,-0.21093552671407378
96.55,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5842502719874716,-1.7937888801423865,-0.20953860815491487
96.56,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5804438257837745,-1.7885894920840002,-0.20814566630022568
96.57,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5766334020261326,-1.7833901040256213,-0.2067567019994887
96.58,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5728189998693267,-1.7781907159672348,-0.20537171609790805
96.59,3.987761167674492,0.5199388058383725,-48.006119416162754,1.56900061847238,-1.7729913279088485,-0.20399070943646858
96.6,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5651782569985855,-1.7677919398504693,-0.20261368285188386
96.61,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5613519146154289,-1.762592551792083,-0.2012406371766542
96.62,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5575215904946802,-1.7573931637336966,-0.1998715732390164
96.63,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5536872838123656,-1.7521937756753176,-0.198506491862952
96.64,3.987761167674492,0.5199388058383725,-48.006119416162754,1.549848993748732,-1.7469943876169312,-0.19714539386819907
96.65,3.987761167674492,0.5199388058383725,-48.006119416162754,1.546006719488311,-1.7417949995585449,-0.19578828007023397
96.66,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5421604602198613,-1.736595611500166,-0.19443515128030464
96.67,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5383102151363914,-1.7313962234417795,-0.19308600830538802
96.68,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5344559834352012,-1.7261968353833932,-0.19174085194819201
96.69,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5305977643178252,-1.720997447325014,-0.1903996830071888
96.7,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5267355569900332,-1.7157980592666278,-0.1890625022765946
96.71,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5228693606619004,-1.7105986712082488,-0.18772931054634845
96.72,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5189991745477158,-1.7053992831498623,-0.1864001086021465
96.73,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5151249978660815,-1.700199895091476,-0.1850748972253946
96.74,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5112468298398056,-1.695000507033097,-0.18375367719329128
96.75,3.987761167674492,0.5199388058383725,-48.006119416162754,1.5073646696960097,-1.6898011189747106,-0.18243644927870095
96.76,3.987761167674492,0.5199388058383725,-48.006119416162754,1.503478516666057,-1.6846017309163241,-0.18112321425026723
96.77,3.987761167674492,0.5199388058383725,-48.006119416162754,1.499588369985588,-1.6794023428579452,-0.17981397287235712
96.78,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4956942288944788,-1.6742029547995587,-0.17850872590507993
96.79,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4917960926369105,-1.6690035667411725,-0.17720747410426196
96.8,3.987761167674492,0.5199388058383725,-48.006119416162754,1.487893960461335,-1.6638041786827935,-0.17591021822145847
96.81,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4839878316204604,-1.658604790624407,-0.17461695900394658
96.82,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4800777053712508,-1.653405402566028,-0.17332769719477725
96.83,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4761635809749905,-1.6482060145076416,-0.17204243353265114
96.84,3.987761167674492,0.5199388058383725,-48.006119416162754,1.47224545769717,-1.6430066264492553,-0.17076116875208536
96.85,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4683233348076499,-1.6378072383908764,-0.16948390358322651
96.86,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4643972115804544,-1.63260785033249,-0.16821063875203546
96.87,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4604670872939849,-1.6274084622741036,-0.16694137498011874
96.88,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4565329612308702,-1.6222090742157245,-0.1656761129848543
96.89,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4525948326780025,-1.6170096861573382,-0.1644148534793357
96.9,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4486527009266013,-1.6118102980989517,-0.16315759717235045
96.91,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4447065652721562,-1.6066109100405728,-0.16190434476841653
96.92,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4407564250144063,-1.6014115219821863,-0.16065509696778002
96.93,3.987761167674492,0.5199388058383725,-48.006119416162754,1.436802279457396,-1.5962121339238,-0.159409854466404
96.94,3.987761167674492,0.5199388058383725,-48.006119416162754,1.432844127909469,-1.591012745865421,-0.15816861795595205
96.95,3.987761167674492,0.5199388058383725,-48.006119416162754,1.428881969683232,-1.5858133578070346,-0.15693138812380258
96.96,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4249158040955692,-1.5806139697486556,-0.15569816565308647
96.97,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4209456304676849,-1.5754145816902692,-0.1544689512225843
96.98,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4169714481250324,-1.5702151936318829,-0.1532437455068505
96.99,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4129932563973995,-1.565015805573504,-0.15202254917610447
97,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4090110546188228,-1.5598164175151175,-0.15080536289629465
97.01,3.987761167674492,0.5199388058383725,-48.006119416162754,1.405024842127645,-1.554617029456731,-0.14959218732908597
97.02,3.987761167674492,0.5199388058383725,-48.006119416162754,1.4010346182665003,-1.549417641398352,-0.1483830231318517
97.03,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3970403823823005,-1.5442182533399658,-0.1471778709576652
97.04,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3930421338262846,-1.5390188652815793,-0.14597673145529466
97.05,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3890398719539476,-1.5338194772232003,-0.1447796052692527
97.06,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3850335961250835,-1.5286200891648138,-0.14358649303973037
97.07,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3810233057038133,-1.523420701106435,-0.14239739540262164
97.08,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3770090000585142,-1.5182213130480486,-0.1412123129895344
97.09,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3729906785618837,-1.5130219249896621,-0.14003124642777842
97.1,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3689683405908966,-1.5078225369312832,-0.13885419634038665
97.11,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3649419855268619,-1.5026231488728967,-0.13768116334603486
97.12,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3609116127553307,-1.4974237608145105,-0.13651214805917977
97.13,3.987761167674492,0.5199388058383725,-48.006119416162754,1.356877221666224,-1.4922243727561313,-0.13534715108990736
97.14,3.987761167674492,0.5199388058383725,-48.006119416162754,1.352838811653676,-1.487024984697745,-0.134186173044069
97.15,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3487963821161983,-1.4818255966393585,-0.1330292145231602
97.16,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3447499324565726,-1.4766262085809796,-0.131876276124407
97.17,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3406994620818793,-1.4714268205225933,-0.13072735844071404
97.18,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3366449704034764,-1.4662274324642068,-0.12958246206073043
97.19,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3325864568370989,-1.461028044405828,-0.12844158756872903
97.2,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3285239208027022,-1.4558286563474414,-0.1273047355447392
97.21,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3244573617245976,-1.4506292682890625,-0.12617190656446486
97.22,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3203867790313595,-1.4454298802306762,-0.12504310119931672
97.23,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3163121721559108,-1.4402304921722897,-0.12391832001637892
97.24,3.987761167674492,0.5199388058383725,-48.006119416162754,1.312233540535459,-1.4350311041139108,-0.12279756357845173
97.25,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3081508836115248,-1.4298317160555243,-0.12168083244399952
97.26,3.987761167674492,0.5199388058383725,-48.006119416162754,1.3040642008298988,-1.424632327997138,-0.12056812716723919
97.27,3.987761167674492,0.5199388058383725,-48.006119416162754,1.299973491640749,-1.4194329399387589,-0.11945944829800981
97.28,3.987761167674492,0.5199388058383725,-48.006119416162754,1.2958787554984639,-1.4142335518803726,-0.11835479638190871
97.29,3.987761167674492,0.5199388058383725,-48.006119416162754,1.2917799918618087,-1.409034163821986,-0.1172541719601774
97.3,3.987761167674492,0.5199388058383725,-48.006119416162754,1.2876772001938264,-1.4038347757636072,-0.11615757556978079
97.31,3.987761167674492,0.5199388058383725,-48.006119416162754,1.2835703799618798,-1.398635387705221,-0.11506500774334105
97.32,3.987761167674492,0.5199388058383725,-48.006119416162754,1.2794595306376237,-1.3934359996468417,-0.11397646900921798
97.33,3.987761167674492,0.5199388058383725,-48.006119416162754,1.2753446516970257,-1.3882366115884555,-0.11289195989142975
97.34,3.987761167674492,0.5199388058383725,-48.006119416162754,1.2712257426203806,-1.383037223530069,-0.1118114809096884
97.35,3.987761167674492,0.5199388058383725,-48.006119416162754,1.2671028028922962,-1.37783783547169,-0.11073503257939388
97.36,3.987761167674492,0.5199388058383725,-48.006119416162754,1.2629758320016293,-1.3726384474133038,-0.10966261541167444
97.37,3.987761167674492,0.5199388058383725,-48.006119416162754,1.2588448294416281,-1.3674390593549173,-0.10859422991328915
