x,t2,t5,t100
-5.12,0.00667257972230346,0.0015601950520754678,3.1176297732310197e-6
-5.11,0.006709035138104524,0.0015756359902483082,3.2479406973548407e-6
-5.1,0.00674575147137829,0.0015912505680813825,3.3835395993922708e-6
-5.09,0.006782731012644801,0.0016070409533919486,3.524633760521076e-6
-5.08,0.0068199760760566655,0.0016230093434637936,3.6714382584363005e-6
-5.07,0.006857488999676943,0.0016391579654755604,3.82417624616505e-6
-5.06,0.006895272145760582,0.001655489076935607,3.9830792402330485e-6
-5.05,0.006933327901039632,0.0016720049661235025,4.148387418471636e-6
-5.04,0.006971658677012135,0.0016887079525382664,4.320349927760707e-6
-5.03,0.007010266910234833,0.0017056003873534653,4.49922520201075e-6
-5.02,0.007049155062619685,0.0017226846538792454,4.685281290696677e-6
-5.01,0.007088325621734338,0.0017399631680314362,4.878796198262586e-6
-5,0.007127781101106491,0.0017574383788078454,5.080058234727275e-6
-4.99,0.007167524040532322,0.0017751127687718098,5.289366377826421e-6
-4.98,0.007207557006388945,0.0017929888545431749,5.507030647038864e-6
-4.97,0.007247882591951024,0.0018110691872967675,5.733372489851483e-6
-4.96,0.007288503417711532,0.0018293563532685206,5.968725180627092e-6
-4.95,0.007329422131706794,0.0018478529742693391,6.2134342324496e-6
-4.9399999999999995,0.007370641409845848,0.0018665617082068507,6.467857822329496e-6
-4.93,0.00741216395624409,0.0018854852496151347,6.732367230162532e-6
-4.92,0.007453992503561464,0.0019046263301926002,7.007347291845838e-6
-4.91,0.00749612981334507,0.0019239877193480961,7.2931968669632156e-6
-4.9,0.0075385786763763505,0.001943572224755392,7.5903293214642985e-6
-4.89,0.007581341913022925,0.0019633826929161963,7.899173025771758e-6
-4.88,0.00762442237359506,0.0019834220097317717,8.22017186876038e-6
-4.87,0.0076678229387069745,0.0020036931010833843,8.553785788064931e-6
-4.859999999999999,0.00771154651964293,0.0020241989334216027,8.900491317182938e-6
-4.85,0.007755596058728191,0.0020449425143647,9.260782149850966e-6
-4.84,0.00779997452970505,0.0020659268933062276,9.635169722183229e-6
-4.83,0.007844684938113767,0.0020871551620319125,1.0024183813075088e-5
-4.82,0.007889730321678742,0.0021086304553460645,1.0428373163383592e-5
-4.8100000000000005,0.00793511375069981,0.0021303559517075843,1.0848306114410077e-5
-4.8,0.007980838328448796,0.00215233487387578,1.128457126622406e-5
-4.79,0.008026907191571448,0.0021745704895660637,1.1737778156375075e-5
-4.78,0.008073323510494756,0.0021970661121158007,1.2208557959559124e-5
-4.77,0.008120090489839813,0.0022198251011603413,1.2697564208810793e-5
-4.76,0.008167211368840188,0.0022428508633194834,1.3205473538813269e-5
-4.75,0.008214689421765996,0.0022661468528944804,1.3732986451924363e-5
-4.74,0.008262527958353728,0.0022897165725757865,1.4280828107535532e-5
-4.73,0.008310730324241865,0.00231356357416168,1.484974913539245e-5
-4.72,0.008359299901412418,0.0023376914592879608,1.544052647351717e-5
-4.71,0.008408240108638474,0.0023621038801688436,1.60539642313896e-5
-4.7,0.008457554401937814,0.0023868045403493063,1.6690894579059143e-5
-4.6899999999999995,0.008507246275032727,0.0024117971954689807,1.735217866286813e-5
-4.68,0.008557319259816025,0.00243708565403779,1.8038707548487714e-5
-4.67,0.008607776926823506,0.0024626737782235696,1.8751403191978763e-5
-4.66,0.008658622885712786,0.00248856548465177,1.9491219439607195e-5
-4.65,0.008709860785748728,0.002514764745217483,2.0259143057153665e-5
-4.64,0.008761494316295458,0.002541275587909968,2.105619478947758e-5
-4.63,0.00881352720731517,0.0025681020976498613,2.1883430451107576e-5
-4.62,0.008865963229873748,0.002595248417139275,2.2741942048648492e-5
-4.609999999999999,0.008918806196653294,0.0026227187477249766,2.3632858935804057e-5
-4.6,0.008972059962471746,0.0026505173502748385,2.4557349001839878e-5
-4.59,0.009025728424809608,0.0026786485460677917,2.5516619894317654e-5
-4.58,0.00907981552434391,0.0027071167176974556,2.6511920276951457e-5
-4.57,0.009134325245489593,0.0027359263099896738,2.754454112345623e-5
-4.5600000000000005,0.009189261616948257,0.0027650818309341483,2.8615817048263915e-5
-4.55,0.009244628712264561,0.002794587852630415,2.9727127675012962e-5
-4.54,0.009300430650390271,0.002824449012248344,3.087989904371898e-5
-4.53,0.009356671596256114,0.0028546700130034387,3.207560505756247e-5
-4.52,0.009413355761351582,0.0028852556251470745,3.3315768970236264e-5
-4.51,0.00947048740431266,0.002916210686971962,3.460196491481818e-5
-4.5,0.009528070831517842,0.0029475401058331077,3.5935819475144644e-5
-4.49,0.009586110397692318,0.002979248859184369,3.731901330068698e-5
-4.48,0.009644610506520596,0.003011341995630991,3.8753282765933464e-5
-4.47,0.009703575611267631,0.0030438246359982437,4.024042167531154e-5
-4.46,0.00976301021540858,0.003076701974416486,4.1782283014693116e-5
-4.45,0.009822918873267368,0.0031099792794228647,4.338078075054069e-5
-4.4399999999999995,0.009883306190664133,0.0031436618950798963,4.503789167777264e-5
-4.43,0.00994417682557168,0.00317775524211119,4.675565731743953e-5
-4.42,0.010005535488781149,0.003212264819054574,4.853618586532128e-5
-4.41,0.010067386944576973,0.0032471962034328733,5.0381654192566334e-5
-4.4,0.010129736011421236,0.0032825550529426116,5.2294309899515634e-5
-4.39,0.010192587562647699,0.003318347106660903,5.4276473423865865e-5
-4.38,0.010255946527165435,0.0033545781862707536,5.6330540204342024e-5
-4.37,0.010319817890172455,0.0033912541973051785,5.845898290106796e-5
-4.359999999999999,0.010384206693879293,0.003428381130410223,6.066435367383298e-5
-4.35,0.01044911803824269,0.0034659650626273236,6.294928651947229e-5
-4.34,0.010514557081709763,0.0035040121586952305,6.53164996695925e-5
-4.33,0.01058052904197246,0.003542528672371765,6.776879804988546e-5
-4.32,0.010647039196732768,0.003581520947775707,7.030907580228876e-5
-4.3100000000000005,0.010714092884478653,0.0036209954207491644,7.294031887126827e-5
-4.3,0.01078169550527096,0.0036609586202406277,7.566560765550529e-5
-4.29,0.010849852521541394,0.003701417169709066,7.848811972628807e-5
-4.28,0.010918569458901826,0.00374237778854939,8.141113261392118e-5
-4.27,0.010987851906964998,0.0037838472935395246,8.44380266634711e-5
-4.26,0.011057705520176849,0.003825832600309451,8.757228796118747e-5
-4.25,0.011128136018660638,0.0038683407248325274,9.081751133294495e-5
-4.24,0.01119914918907302,0.003911378784939392,9.417740341606091e-5
-4.23,0.01127075088547227,0.003954954001854772,9.765578580585745e-5
-4.22,0.011342947030198816,0.003999073701757548,1.0125659827834305e-4
-4.21,0.011415743614768242,0.00404374531736437,1.0498390209039826e-4
-4.2,0.011489146700777093,0.004088976389537176,1.0884188335886386e-4
-4.1899999999999995,0.01156316242082142,0.004134774568914977,1.1283485651992291e-4
-4.18,0.01163779697942849,0.004181147617570154,1.1696726787019362e-4
-4.17,0.011713056654001743,0.0042281034106897665,1.2124369919094301e-4
-4.16,0.011788947795779176,0.004275649938282044,1.2566887145683769e-4
-4.15,0.01186547683080543,0.004323795306908552,1.3024764863066077e-4
-4.14,0.011942650260917757,0.0043725477414423295,1.349850415454171e-4
-4.13,0.01202047466474599,0.004421915586852304,1.3988621187525623e-4
-4.12,0.012098956698726892,0.004471907310014505,1.4495647619665124e-4
-4.109999999999999,0.012178103098132937,0.004522531501550235,1.5020131014125437e-4
-4.1,0.012257920678115798,0.004573796877691717,1.5562635264186646e-4
-4.09,0.012338416334764844,0.004625712282175553,1.6123741027295445e-4
-4.08,0.012419597046180664,0.004678286688164319,1.6704046168713216e-4
-4.07,0.012501469873564106,0.004731529200196754,1.7304166214903897e-4
-4.0600000000000005,0.012584041962320831,0.004785449056166873,1.7924734816802848e-4
-4.05,0.01266732054318172,0.004840055629332376,1.8566404223107935e-4
-4.04,0.012751312933339382,0.004895358430352814,1.9229845763733304e-4
-4.03,0.012836026537600962,0.004951367109357807,1.991575034356548e-4
-4.02,0.012921468849557508,0.005008091458045823,2.0624828946660083e-4
-4.01,0.013007647452770102,0.005065541411813758,2.1357813151015747e-4
-4,0.013094570021973099,0.0051237270519179125,2.211545565406291e-4
-3.9899999999999998,0.01318224432429463,0.0051826586076666225,2.28985308089995e-4
-3.98,0.013270678220494653,0.005242346458644945,2.3707835172107904e-4
-3.9699999999999998,0.013359879666220875,0.005302801136971962,2.454418806118355e-4
-3.96,0.013449856713282644,0.00536403332959092,2.5408432125203427e-4
-3.95,0.013540617510943357,0.005426053880592766,2.630143392536195e-4
-3.94,0.013632170307231278,0.005488873793573415,2.7224084527597767e-4
-3.93,0.01372452345026946,0.005552504234025196,2.817730010673313e-4
-3.92,0.013817685389624666,0.005616956531762899,2.9162022562345213e-4
-3.91,0.013911664677675812,0.005682242183384839,3.0179220146484345e-4
-3.9,0.014006469971002184,0.005748372854769401,3.12298881033528e-4
-3.89,0.014102110031791593,0.005815360383607375,3.231504932105217e-4
-3.88,0.01419859372926893,0.00588321678197069,3.3435754995506166e-4
-3.87,0.014295930041145323,0.005951954238917831,3.4593085306659435e-4
-3.86,0.01439412805508813,0.006021585123136396,3.57881501070511e-4
-3.85,0.014493196970212294,0.00609212198562331,3.7022089622854867e-4
-3.84,0.014593146098593163,0.006163577562403047,3.829607516747613e-4
-3.83,0.014693984866801103,0.006235964777284264,3.9611309867788235e-4
-3.82,0.014795722817458393,0.00630929674465544,4.096902940308801e-4
-3.81,0.014898369610818503,0.0063835867723197656,4.237050275684302e-4
-3.8,0.015001935026368318,0.006458848364369842,4.3817032981298724e-4
-3.79,0.015106428964453272,0.006535095224102569,4.530995797500722e-4
-3.78,0.015211861447926281,0.00661234125697473,4.6850651273333706e-4
-3.77,0.015318242623820219,0.006690600573599569,4.844052285198865e-4
-3.76,0.015425582765044661,0.0067698874927849895,5.008101994362967e-4
-3.75,0.015533892272107217,0.006850216544613592,5.177362786756704e-4
-3.7399999999999998,0.01564318167485954,0.006931602473565184,5.351987087260171e-4
-3.73,0.015753461634268735,0.007014060241682043,5.532131299301512e-4
-3.7199999999999998,0.015864742944214225,0.007097605031777473,5.71795589177244e-4
-3.71,0.015977036533310604,0.007182252250687937,5.909625487260559e-4
-3.6999999999999997,0.01609035346675682,0.007268017532569398,6.107308951598037e-4
-3.69,0.016204704948211943,0.007354916742238092,6.311179484725296e-4
-3.68,0.016320102321698168,0.007442965978556242,6.521414712867427e-4
-3.67,0.01643655707353111,0.007532181577863143,6.7381967820199e-4
-3.66,0.016554080834277958,0.007622580117451956,6.961712452739438e-4
-3.65,0.01667268538074394,0.007714178419092748,7.192153196234763e-4
-3.64,0.016792382637987276,0.007806993552601956,7.429715291750483e-4
-3.63,0.016913184681363255,0.007901042839458954,7.674599925237199e-4
-3.62,0.01703510373859767,0.00799634385646985,7.927013289298459e-4
-3.61,0.01715815219189009,0.008092914439479073,8.187166684405364e-4
-3.6,0.01728234258004743,0.00819077268712906,8.455276621367277e-4
-3.59,0.017407687600648106,0.00828993696466839,8.731564925046552e-4
-3.58,0.017534200112237306,0.008390425907808759,9.016258839303572e-4
-3.57,0.017661893136553777,0.008492258426631188,9.309591133157088e-4
-3.56,0.017790779860788496,0.008595453709541678,9.611800208143538e-4
-3.55,0.017920873639875812,0.008700031227276831,9.923130206857637e-4
-3.54,0.018052187998817294,0.008806010736959535,0.001024383112265473
-3.53,0.018184736635038903,0.00891341228620531,0.0010574158910494626
-3.52,0.018318533420781793,0.00902225621727928,0.0010914375598904086
-3.51,0.01845359240552736,0.009132563171304404,0.0011264749403034676
-3.5,0.018589927818456756,0.009244354092520923,0.0011625554838789979
-3.4899999999999998,0.01872755407094564,0.009357650232597568,0.0011997072837995478
-3.48,0.01886648575909426,0.009472473154994533,0.0012379590864581853
-3.4699999999999998,0.019006737666293686,0.00958884473937866,0.0012773403031751567
-3.46,0.019148324765828412,0.009706787186090821,0.0013178810220095853
-3.4499999999999997,0.01929126222351591,0.009826323020665974,0.0013596120196628402
-3.44,0.01943556540038359,0.009947475098405757,0.0014025647734699212
-3.43,0.01958124985538367,0.010070266609004126,0.0014467714734751173
-3.42,0.01972833134814639,0.0101947210812258,0.0014922650345879011
-3.41,0.019876825841772066,0.010320862387637967,0.0015390791088148708
-3.4,0.020026749505662557,0.01044871474939522,0.001587248097563402
-3.39,0.020178118718392472,0.010578302741077635,0.0016368071640123188
-3.38,0.02033095007062081,0.01070965129558244,0.0016877922455448822
-3.37,0.020485260368043316,0.010842785709068806,0.001740240066238947
-3.36,0.0206410666343863,0.010977731645956177,0.0017941881494091805
-3.35,0.02079838611444211,0.011114515143975903,0.0018496748301957367
-3.34,0.020957236277147077,0.01125316261927612,0.001906739268193839
-3.33,0.021117634818702272,0.011393700871579862,0.001965421460118212
-3.32,0.021279599665737503,0.01153615708939625,0.002025762252496325
-3.31,0.02144314897851925,0.01168055885528458,0.0020878033543839654
-3.3,0.021608301154202984,0.011826934151171167,0.0021515873500966005
-3.29,0.021775074830130185,0.011975311363718695,0.002217157711949557
-3.28,0.02194348888717093,0.012125719289747788,0.0022845588129999914
-3.27,0.022113562453112245,0.012278187141710596,0.0023538359397832064
-3.26,0.022285314906092823,0.012432744553215953,0.0024250353050357574
-3.25,0.02245876587808472,0.012589421584605688,0.0024982040603973863
-3.2399999999999998,0.02263393525842242,0.012748248728581869,0.002573390309083765
-3.23,0.022810843197379735,0.012909256915884251,0.0026506431185215106
-3.2199999999999998,0.02298951010979526,0.013072477521017607,0.002730012532936953
-3.21,0.023169956678746592,0.013237942368028178,0.0028115495858895946
-3.1999999999999997,0.023352203859274088,0.013405683736328894,0.0028953063127411965
-3.19,0.023536272882154388,0.013575734366572329,0.002981335763050906
-3.18,0.023722185257724508,0.013748127466571036,0.003069692012886777
-3.17,0.023909962779756648,0.013922896717264106,0.003160430177043636
-3.16,0.0240996275293845,0.014100076278729449,0.0032536064211569965
-3.15,0.02429120187908135,0.014279700796240568,0.003349277973702516
-3.14,0.024484708496690485,0.014461805406367125,0.003447503137870052
-3.13,0.024680170349508423,0.01464642574311801,0.0035483413033013432
-3.12,0.024877610708421392,0.014833597944126028,0.0036518529576797655
-3.11,0.025077053152095477,0.015023358656872815,0.0037580996981606313
-3.1,0.025278521571220892,0.015215745044952825,0.0038671442426299156
-3.09,0.025482040172810985,0.015410794794375115,0.003979050440779411
-3.08,0.02568763348455593,0.01560854611990131,0.004093883284985462
-3.07,0.025895326359232206,0.01580903777141852,0.004211708920978852
-3.06,0.026105143979167595,0.016012309040345334,0.004332594658292489
-3.05,0.026317111860762524,0.016218399766069487,0.00445660898047367
-3.04,0.02653125585906798,0.01642735034241514,0.004583821555047319
-3.03,0.026747602172420358,0.01663920172413839,0.00471430324321622
-3.02,0.026966177347133576,0.01685399543344831,0.004848126109284148
-3.01,0.02718700828224879,0.0170717735665523,0.004985363429787437
-3,0.027410122234342152,0.017292578800222967,0.005126089702320256
-2.9899999999999998,0.02763554682239069,0.017516454398384528,0.005270380654038708
-2.98,0.027863310032696664,0.017743444218716348,0.005418313249828403
-2.9699999999999998,0.028093440223870808,0.01797359271927097,0.005569965700120179
-2.96,0.028325966131874405,0.01820694496510429,0.0057254174683380385
-2.9499999999999997,0.0285609168751207,0.018443546634914883,0.005884749277963561
-2.94,0.028798321959635508,0.018683444027689712,0.006048043119200313
-2.9299999999999997,0.029038211284277533,0.018926684069353307,0.006215382255222023
-2.92,0.029280615146018162,0.01917331431941713,0.00638685122798762
-2.91,0.029525564245281164,0.019423382977626077,0.006562535863606426
-2.9,0.029773089691342146,0.019676938890598523,0.0067425232772361735
-2.89,0.030023223007787772,0.019934031558456317,0.006926901877496563
-2.88,0.03027599613803489,0.020194711141441404,0.007115761370380885
-2.87,0.030531441450909545,0.020459028466514727,0.007309192762647824
-2.86,0.030789591746285545,0.02072703503393373,0.007507288364675551
-2.85,0.03105048026078275,0.020998783023804087,0.007710141792759985
-2.84,0.031314140673524754,0.02127432530260164,0.007917847970838929
-2.83,0.03158060711195575,0.021553715429659382,0.008130503131623524
-2.82,0.031849914157716444,0.02183700766361567,0.008348204817118603
-2.81,0.03212209685257862,0.022124256968817882,0.008571051878512898
-2.8,0.032397190704437924,0.02241551902167727,0.00879914447542053
-2.79,0.0326752316933646,0.022710850216968972,0.009032584074454435
-2.78,0.03295625627771167,0.02301030767407255,0.009271473447112958
-2.77,0.03324030140027985,0.02331394924314651,0.009515916666959983
-2.76,0.033527404494539004,0.023621833511231805,0.00976601910607973
-2.75,0.03381760349090481,0.023934019808277387,0.010021887430786447
-2.7399999999999998,0.034110936823070814,0.02425056821308239,0.010283629596569878
-2.73,0.034407443434394065,0.02457153955914754,0.010551354842256775
-2.7199999999999998,0.03470716278433422,0.02489699544042976,0.010825173683369133
-2.71,0.03501013485494486,0.025226998216992442,0.01110519790465951
-2.6999999999999997,0.03531640015741587,0.025561611020544567,0.011391540551803967
-2.69,0.03562599973866581,0.02590089775986086,0.01168431592223306
-2.6799999999999997,0.03593897518798334,0.02624492312607541,0.011983639555081547
-2.67,0.03625536864371581,0.02659375259784077,0.012289628220237141
-2.66,0.03657522280000417,0.026947452446344243,0.012602399906469287
-2.65,0.03689858091356219,0.027306089740172672,0.012922073808618406
-2.64,0.037225486810498726,0.02766973235001728,0.013248770313826506
-2.63,0.03755598489318099,0.02803844895320905,0.013582610986790318
-2.62,0.037890120147137205,0.02841230903807558,0.013923718554017705
-2.61,0.0382279381479965,0.028791382908109658,0.014272216887069037
-2.6,0.0385694850684638,0.029175741685939283,0.01462823098476443
-2.59,0.03891480768532789,0.029565457317089545,0.014991886954339152
-2.58,0.039263953386499496,0.029960602573524796,0.01536331199152837
-2.57,0.039616970178078026,0.030361251056961226,0.015742634359563985
-2.56,0.039973906691442705,0.030767477201937666,0.016129983367065386
-2.55,0.04033481219036678,0.031179356278633722,0.01652548934480727
-2.54,0.040699736578150736,0.031596964395423074,0.016929283621347112
-2.53,0.04106873040477174,0.03202037850114942,0.01734149849749583
-2.52,0.04144184487404594,0.03244967638711309,0.01776226721961522
-2.51,0.0418191318508,0.032884936688754675,0.01819172395172631
-2.5,0.04220064386804797,0.033326238887022824,0.018630003746412823
-2.4899999999999998,0.04258643413416995,0.03377366330941243,0.019077242514505103
-2.48,0.042976556540087855,0.03422729113065875,0.019533576993529228
-2.4699999999999998,0.04337106566643443,0.034687204373073884,0.019999144714907723
-2.46,0.043770016790710235,0.03515348590650962,0.020474083969897673
-2.4499999999999997,0.04417346589442484,0.03562621944793267,0.02095853377425357
-2.44,0.0445814696702156,0.03610548956059565,0.021452633831601748
-2.4299999999999997,0.04499408552894045,0.0365913816527884,0.021956524495515047
-2.42,0.04541137160673746,0.03708398197615319,0.022470346730275412
-2.41,0.04583338677204651,0.037583377623546695,0.02299424207031469
-2.4,0.046260190632586226,0.03808965652643197,0.02352835257832258
-2.39,0.046691843542279954,0.03860290745178223,0.024072820802012722
-2.38,0.04712840660812409,0.039123219998479064,0.024627789729538295
-2.37,0.04756994169699161,0.03965068459318593,0.025193402743548785
-2.36,0.04801651144236316,0.04018539248567856,0.02576980357388099
-2.35,0.04846817925097856,0.04072743574361255,0.02635713624887756
-2.34,0.048925009309400073,0.04127690724670896,0.026955545045327822
-2.33,0.04938706659047899,0.041833900680336704,0.027565174437025466
-2.32,0.049854416859717386,0.042398510528472516,0.02818616904194013
-2.31,0.05032712668151477,0.04297083206601613,0.02881867356799871
-2.3,0.050805263425290875,0.043550961350440016,0.029462832757475386
-2.29,0.05128889527147409,0.04413899521275139,0.030118791329988386
-2.28,0.05177809121734521,0.04473503124774458,0.030786693924103888
-2.27,0.05227292108272541,0.04533916780351998,0.03146668503754738
-2.26,0.052773455515497364,0.045951503970247894,0.03215890896602488
-2.25,0.05327976599694711,0.04657213956815204,0.03286350974065622
-2.2399999999999998,0.05379192484691493,0.047201175134690125,0.03358063106402532
-2.23,0.05431000522874177,0.047838711910905524,0.034310416244851115
-2.2199999999999998,0.05483408115399816,0.04848485182692668,0.03505300813128707
-2.21,0.05536422748698151,0.04913969748658768,0.03580854904285484
-2.1999999999999997,0.05590051994896732,0.049803352151145126,0.03657718070102206
-2.19,0.056443035122198955,0.050475919722064486,0.037359044158432844
-2.1799999999999997,0.056991850453600904,0.051157504722850404,0.038154279726802756
-2.17,0.05754704425819825,0.051848212279892794,0.038963026903489455
-2.16,0.05810869572222622,0.052548148102302884,0.039785424296753545
-2.15,0.058676884905911726,0.05325741846071031,0.04062160954972318
-2.14,0.05925169274590855,0.05397613016499417,0.04147171926307893
-2.13,0.05983320105736762,0.05470439054091969,0.04233588891647636
-2.12,0.06042149253562185,0.055442307405651134,0.04321425278872426
-2.11,0.06101665075746609,0.056189989042113184,0.044106943876739295
-2.1,0.061618760182009694,0.05694754417217054,0.04501409381329731
-2.09,0.06222790615108095,0.05771508192859708,0.04593583278360523
-2.08,0.0628441748891594,0.058492711825804115,0.046872289440716385
-2.07,0.06346765350281341,0.05928054372929875,0.04782359081981585
-2.06,0.06409842997961723,0.06007868782384094,0.04878986225140155
-2.05,0.06473659318652356,0.06088725458027025,0.049771227273390506
-2.04,0.06538223286766397,0.061706354720970635,0.050767807542179175
-2.03,0.06603543964155094,0.06253609918394352,0.05177972274268975
-2.02,0.0666963049976526,0.0633765990854576,0.05280709049743407
-2.01,0.06736492129231159,0.06422796568124575,0.05385002627463083
-2,0.06804138174397716,0.06509031032621647,0.05490864329540969
-1.9900000000000002,0.0687257804277205,0.06596374443265114,0.05598305244014126
-1.9799999999999995,0.0694182122689995,0.06684837942685416,0.057073362153930156
