month,corp_index,high_yield_index,corp_return,high_yield_return,corp_growth,high_yield_growth
1986-09-30,336.1,100.83,0,0,1,1
1986-10-31,341.41,102.59,0.01579886938411179,0.017455122483387875,1.0157988693841118,1.0174551224833879
1986-11-30,347.5,103.41,0.017837790340060167,0.007992981772102503,1.0339184766438558,1.0255876227313299
1986-12-31,351.2,103.96,0.010647482014388476,0.005318634561454427,1.0449271050282651,1.0310423485073887
1987-01-31,356.88,106.88,0.016173120728929513,0.0280877260484802,1.0618268372508182,1.0600019835366459
1987-02-28,359.47,108.67,0.007257341403272832,0.016747754491017952,1.0695328771199046,1.0777546365169097
1987-03-31,357.56,109.87,-0.005313378028764637,0.011042606055029047,1.0638500446295744,1.089655856391947
1987-04-30,346.5,107.47,-0.030931871574001568,-0.021843997451533648,1.0309431716750965,1.0658534166418725
1987-05-31,344.37,106.94,-0.006147186147186123,-0.004931608821066358,1.0246057720916393,1.0605970445303976
1987-06-30,349.72,108.42,0.015535615762116484,0.013839536188516854,1.0405236536745017,1.0752752157096102
1987-07-31,347.97,108.91,-0.005004003202562002,0.004519461353993615,1.0353168699791728,1.0801348804919169
1987-08-31,345.18,110.01,-0.00801793258039496,0.010100082637039876,1.0270157691163344,1.0910443320440344
1987-09-30,336.77,107.47,-0.024364099889912616,-0.023088810108171987,1.0019934543290685,1.0658534166418725
1987-10-31,346.77,104.53,0.029693856341123093,-0.027356471573462326,1.0317465040166616,1.0366954279480314
1987-11-30,352.43,107.18,0.016322057848141558,0.02535157371089647,1.0485867301398393,1.0629772885054052
1987-12-31,357.67,108.61,0.014868200777459428,0.013342041425639106,1.0641773281761382,1.0771595755231578
1988-01-31,371.37,111.77,0.038303464087007466,0.029094926802320176,1.1049390062481403,1.1084994545274225
1988-02-29,377.61,114.85,0.016802649648598456,0.027556589424711397,1.1235049092531986,1.139045918873351
1988-03-31,373.31,114.63,-0.011387410291041067,-0.0019155420113190491,1.1107110978875334,1.1368640285629277
1988-04-30,369.61,115.08,-0.00991133374407327,0.003925673907354099,1.0997024695031241,1.1413269860160666
1988-05-31,366.81,115.54,-0.007575552609507374,0.00399721932568653,1.091371615590598,1.1458891203014976
1988-06-30,376.66,117.91,0.026853139227392964,0.020512376666089516,1.120678369532877,1.1693940295546958
1988-07-31,376.38,119.21,-7.433759889556857e-4,0.011025358324145529,1.1198452841416244,1.1822870177526528
1988-08-31,378.88,119.48,0.006642223284977877,0.0022649106618573,1.1272835465635225,1.1849647922245363
1988-09-30,387.49,120.62,0.022724873310810745,0.009541345831938441,1.15290092234454,1.1962709511058216
1988-10-31,393.74,122.35,0.016129448501896793,0.014342563422317989,1.1714965783992857,1.2134285430923335
1988-11-30,390.86,122.59,-0.007314471478640727,0.0019615856150390076,1.1629277000892588,1.2158087870673413
1988-12-31,392.57,123.12,0.0043749680192395335,0.004323354270332036,1.168015471585837,1.221065159178816
1989-01-31,398,125.13,0.01383192806378486,0.016325536062378188,1.1841713775662002,1.2409997024695034
1989-02-28,395.42,125.87,-0.0064824120603014235,0.005913849596419718,1.1764950907468013,1.2483387880591097
1989-03-31,397.63,125.38,0.005588993981083368,-0.0038929053785652368,1.1830705147277591,1.2434791232768028
1989-04-30,404.88,125.43,0.018233030706938713,3.9878768543633036e-4,1.2046414757512642,1.2439750074382627
1989-05-31,417.3,127.8,0.030675755779490332,0.018895001195886163,1.241594763463255,1.2674799166914612
1989-06-30,430.18,129.75,0.030865085070692633,0.015258215962441257,1.2799166914608748,1.2868193989883965
1989-07-31,438.44,130.27,0.019201264586917066,0.004007707129094484,1.3044927105028266,1.2919765942675794
1989-08-31,432.73,130.88,-0.013023446765806024,0.004682582329008866,1.2875037191312109,1.2980263810373898
1989-09-30,434.91,129.5,0.005037783375314797,-0.010544009779951069,1.293989883963106,1.2843399781810971
1989-10-31,443.91,126.29,0.020693936676553726,-0.024787644787644725,1.3207676286819396,1.2525042150153727
1989-11-30,446.53,126.48,0.005902097271969442,0.0015044738300735716,1.328562927700089,1.25438857482892
1989-12-31,447.98,125.96,0.003247262222023206,-0.004111321948134128,1.33287711990479,1.2492313795497374
1990-01-31,441.52,122.56,-0.014420286619938438,-0.026992696093998014,1.313656649806605,1.2155112565704653
1990-02-28,443.38,120.71,0.004212719695597,-0.015094647519582338,1.319190717048497,1.1971635425964495
1990-03-31,444.85,122.98,0.003315440479949583,0.018805401375196817,1.3235644153525734,1.2196766835267283
1990-04-30,439.83,123.75,-0.011284702708778349,0.006261180679785205,1.3086283844094015,1.2273132996132103
1990-05-31,451.99,125.81,0.027647045449378238,0.016646464646464576,1.3448080928295147,1.2477437270653575
1990-06-30,459.58,128.97,0.016792406911657176,0.025117240282966247,1.3673906575423975,1.279083606069622
1990-07-31,465.58,132.21,0.013055398407241459,0.02512212142358705,1.3852424873549534,1.3112168997322227
1990-08-31,457.3,126.17,-0.017784269083723436,-0.04568489524241737,1.3606069622136265,1.2513140930278688
1990-09-30,459.24,120.98,0.004242291712224011,-0.041134976618847574,1.3663790538530198,1.1998413170683329
1990-10-31,463.02,117.43,0.008230990331852484,-0.029343693172425134,1.3776257066349298,1.1646335416046814
1990-11-30,472.62,118.67,0.020733445639497194,0.010559482244741458,1.406188634335019,1.1769314688088863
1990-12-31,481,120.47,0.017730946637890987,0.015168113255245697,1.431121689973222,1.1947832986214422
1991-01-31,486.44,122.94,0.0113097713097714,0.020503029799950223,1.4473073490032726,1.2192799761975603
1991-02-28,492.63,133.6,0.012725104843351653,0.08670896372214076,1.4657244867598926,1.3250024794208073
1991-03-31,499.01,140.22,0.012950896210137453,0.04955089820359282,1.484706932460577,1.3906575423980958
1991-04-30,505.92,145.06,0.013847417887417057,0.03451718727713593,1.5052662897947038,1.4386591292274125
1991-05-31,510.31,145.62,0.008677261227071353,0.003860471529022469,1.518327878607557,1.444213031835763
1991-06-30,509.93,148.93,-7.446454116125656e-4,0.022730394176624147,1.5171972627194283,1.4770405633244075
1991-07-31,516.68,152.93,0.013237110976016098,0.026858255556301724,1.5372805712585533,1.5167112962411982
1991-08-31,528.89,156.45,0.0236316482155301,0.02301706663179215,1.5736090449271045,1.5516215412079737
1991-09-30,540.06,158.66,0.02111970353003456,0.014125918823905348,1.6068432014281457,1.5735396211445005
1991-10-31,545.41,164.04,0.00990630670666226,0.033908987772595545,1.6227610830110082,1.626896756917584
