x,norm_density,lognorm_density
0.5,0.3520653267642995,0.6274960771159244
0.5099999999999998,0.3502918785897259,0.6235723864513669
0.5200000000000005,0.34849251275897447,0.6195127616625992
0.5300000000000002,0.3466677213357916,0.6153306759686021
0.54,0.34481800143933333,0.6110386450295054
0.5499999999999998,0.3429438550193839,0.606648294283965
0.5600000000000005,0.34104578863035245,0.6021704214236658
0.5700000000000003,0.3391243132041921,0.5976150543547286
0.5800000000000001,0.33717994382238053,0.5929915049735728
0.5899999999999999,0.33521319948710615,0.5883084190631384
0.6000000000000005,0.33322460289179956,0.5835738225945036
0.6100000000000003,0.33121468019115285,0.5787951646990119
0.6200000000000001,0.3291839607707648,0.5739793575571178
0.6299999999999999,0.32713297701655447,0.569132813432334
0.6399999999999997,0.3250622640840822,0.5642614790619039
0.6500000000000004,0.3229723596679142,0.5593708676001418
0.6600000000000001,0.32086380377117246,0.554466088295759
0.6699999999999999,0.3187371384754016,0.5495518740708584
0.6799999999999997,0.3165929077108929,0.5446326071566319
0.6900000000000004,0.31443165702759723,0.5397123429290449
0.7000000000000002,0.3122539333667612,0.5347948320769197
0.71,0.31006028483341613,0.5298835412247512
0.7199999999999998,0.307851260469853,0.5249816721233015
0.7300000000000004,0.3056274100302098,0.520092179512401
0.7400000000000002,0.3033892837563001,0.5152177877524593
0.75,0.30113743215480443,0.5103610063138493
0.7599999999999998,0.29887240577595287,0.5055241442065845
0.7700000000000005,0.29659475499381566,0.5007093234264586
0.7800000000000002,0.29430502978832507,0.4959184914880775
0.79,0.2920037795291414,0.4911534331099032
0.7999999999999998,0.2896915527614828,0.4864157811115536
0.8100000000000005,0.2873688969940282,0.48170702657907805
0.8200000000000003,0.28503635848900716,0.47702852834978937
0.8300000000000001,0.28269448205458025,0.4723815218643817
0.8399999999999999,0.2803438108396206,0.4677671274305476
0.8500000000000005,0.27798488613099637,0.46318635793903074
0.8600000000000003,0.2756182471534566,0.45864012607005183
0.8700000000000001,0.2732444308722162,0.45412925102526
0.8799999999999999,0.27086397179833804,0.4496544648178095
0.8899999999999997,0.2684774017970024,0.44521641815078644
0.9000000000000004,0.26608524989875476,0.4408156859120265
0.9100000000000001,0.26368804211381813,0.43645277231135193
0.9199999999999999,0.26128630124955315,0.43212811568437803
0.9299999999999997,0.2588805467311489,0.4278420929853322
0.9400000000000004,0.2564712944256203,0.4235950239897171
0.9500000000000002,0.25405905646918897,0.419387175226189
0.96,0.2516443410981171,0.41521876365564486
0.9699999999999998,0.249227652483066,0.4110899601142642
0.9800000000000004,0.24680949056704266,0.4070008925360689
0.9900000000000002,0.24439035090699954,0.4029516489694919
1,0.24197072451914337,0.3989422804014327
1.0099999999999998,0.2395510977280134,0.39497280340136176
1.0200000000000005,0.23713195201937948,0.3910432025971604
1.0300000000000002,0.23471376389701173,0.38715343299359406
1.04,0.2322970047433662,0.3833034221435676
1.0499999999999998,0.2298821406842331,0.3794930721816316
1.0600000000000005,0.22746963245738577,0.3757222617285641
