date,fx_rate,ccy
2015-08-19,65.8289,USD
2015-08-18,65.5034,USD
2015-08-15,64.9363,USD
2015-08-14,63.9988,USD
2015-08-13,65.0169,USD
2015-08-12,63.2098,USD
2015-08-11,64.4977,USD
2015-08-08,63.8399,USD
2015-08-07,63.8644,USD
2015-08-06,62.7184,USD
2015-08-05,62.9182,USD
2015-08-04,62.4677,USD
2015-08-01,60.3458,USD
2015-07-31,58.9906,USD
2015-07-30,59.7665,USD
2015-07-29,60.2231,USD
2015-07-28,58.7816,USD
2015-07-25,58.0374,USD
2015-07-24,57.3578,USD
2015-07-23,57.0232,USD
2015-07-22,57.0025,USD
2015-07-21,56.8336,USD
2015-07-18,56.8423,USD
2015-07-17,56.9504,USD
2015-07-16,56.6642,USD
2015-07-15,56.9774,USD
2015-07-14,56.6079,USD
2015-07-11,56.6685,USD
2015-07-10,56.9803,USD
2015-07-09,57.2174,USD
2015-07-08,57.2192,USD
2015-07-07,56.4112,USD
2015-07-04,55.6049,USD
2015-07-03,55.6555,USD
2015-07-02,55.4756,USD
2015-07-01,55.8413,USD
2015-06-30,55.524,USD
2015-06-27,54.8126,USD
2015-06-26,54.6026,USD
2015-06-25,54.0746,USD
2015-06-24,54.2081,USD
2015-06-23,53.5569,USD
2015-06-20,53.8006,USD
2015-06-19,53.3301,USD
2015-06-18,53.8999,USD
2015-06-17,54.0409,USD
2015-06-16,55.2679,USD
2015-06-12,54.5285,USD
2015-06-11,54.8219,USD
2015-06-10,55.91,USD
2015-06-09,56.0435,USD
2015-06-06,56.2463,USD
2015-06-05,54.9908,USD
2015-06-04,53.059,USD
2015-06-03,53.4413,USD
2015-06-02,52.8213,USD
2015-05-30,52.9716,USD
2015-05-29,52.2907,USD
2015-05-28,51.0178,USD
2015-05-27,50.3223,USD
2015-05-26,49.8613,USD
2015-05-23,49.7901,USD
2015-05-22,49.9204,USD
2015-05-21,49.7919,USD
2015-05-20,49.1777,USD
2015-05-19,49.2175,USD
2015-05-16,50.0115,USD
2015-05-15,50.0774,USD
2015-05-14,49.5366,USD
2015-05-13,50.914,USD
2015-05-09,50.7511,USD
2015-05-08,50.3615,USD
2015-05-07,49.9816,USD
2015-05-06,51.7574,USD
2015-05-01,51.1388,USD
2015-04-30,51.7029,USD
2015-04-29,52.3041,USD
2015-04-28,51.469,USD
2015-04-25,50.2473,USD
2015-04-24,51.6011,USD
2015-04-23,53.6555,USD
2015-04-22,53.9728,USD
2015-04-21,51.5207,USD
2015-04-18,50.5295,USD
2015-04-17,49.6749,USD
2015-04-16,50.5033,USD
2015-04-15,51.9749,USD
2015-04-14,52.422,USD
2015-04-11,51.0678,USD
2015-04-10,52.5424,USD
2015-04-09,54.027,USD
2015-04-08,55.3328,USD
2015-04-07,56.5161,USD
2015-04-04,56.7534,USD
2015-04-03,56.9902,USD
2015-04-02,58.3536,USD
2015-04-01,57.65,USD
2015-03-31,58.4643,USD
2015-03-28,57.7279,USD
2015-03-27,56.4271,USD
2015-03-26,57.3879,USD
2015-03-25,58.771,USD
2015-03-24,59.4452,USD
2015-03-21,60.0341,USD
2015-03-20,59.8308,USD
2015-03-19,61.3483,USD
2015-03-18,61.751,USD
2015-03-17,62.1497,USD
2015-03-14,61.3167,USD
2015-03-13,60.9595,USD
2015-03-12,62.6797,USD
2015-03-11,60.6649,USD
2015-03-07,59.9938,USD
2015-03-06,61.8457,USD
2015-03-05,61.8745,USD
2015-03-04,62.3649,USD
2015-03-03,62.2248,USD
2015-02-28,61.2718,USD
2015-02-27,60.7109,USD
2015-02-26,62.5906,USD
2015-02-25,63.5083,USD
2015-02-21,61.7235,USD
2015-02-20,62.1307,USD
2015-02-19,62.4001,USD
2015-02-18,62.8353,USD
2015-02-17,62.6632,USD
2015-02-14,65.0862,USD
2015-02-13,66.0994,USD
2015-02-12,66.0585,USD
2015-02-11,65.4469,USD
2015-02-10,65.7817,USD
2015-02-07,66.0432,USD
2015-02-06,68.6113,USD
2015-02-05,65.447,USD
2015-02-04,67.7727,USD
2015-02-03,69.664,USD
2015-01-31,68.9291,USD
2015-01-30,68.7303,USD
2015-01-29,67.1506,USD
2015-01-28,67.8153,USD
2015-01-27,65.5937,USD
2015-01-24,63.393,USD
2015-01-23,65.4,USD
2015-01-22,65.5558,USD
2015-01-21,64.9862,USD
2015-01-20,64.9732,USD
2015-01-17,65.1738,USD
2015-01-16,64.8337,USD
2015-01-15,66.0983,USD
2015-01-14,64.8425,USD
2015-01-13,62.7363,USD
2015-01-01,56.2376,USD
2014-12-31,56.2584,USD
2014-12-30,56.6801,USD
2014-12-27,52.0343,USD
2014-12-26,52.6159,USD
2014-12-25,54.4913,USD
2014-12-24,54.5687,USD
2014-12-23,56.494,USD
2014-12-20,60.6825,USD
2014-12-19,59.6029,USD
2014-12-18,67.7851,USD
2014-12-17,61.1512,USD
2014-12-16,58.3461,USD
2014-12-13,56.8919,USD
2014-12-12,54.7932,USD
2014-12-11,54.2758,USD
2014-12-10,54.2116,USD
2014-12-09,53.3079,USD
2014-12-06,53.1088,USD
2014-12-05,52.6932,USD
2014-12-04,54.3821,USD
2014-12-03,50.7678,USD
2014-12-02,51.8068,USD
2014-11-29,49.322,USD
2014-11-28,47.6629,USD
2014-11-27,46.4244,USD
2014-11-26,44.9758,USD
2014-11-25,44.7852,USD
2014-11-22,45.7926,USD
2014-11-21,46.7047,USD
2014-11-20,47.0294,USD
2014-11-19,46.9797,USD
2014-11-18,47.3329,USD
2014-11-15,47.392,USD
2014-11-14,46.1233,USD
2014-11-13,46.3379,USD
2014-11-12,45.952,USD
2014-11-11,45.8926,USD
2014-11-08,47.8774,USD
2014-11-07,45.1854,USD
2014-11-06,44.3993,USD
2014-11-01,41.9627,USD
2014-10-31,43.3943,USD
2014-10-30,42.6525,USD
2014-10-29,42.3934,USD
2014-10-28,41.9497,USD
2014-10-25,41.8101,USD
2014-10-24,41.4958,USD
2014-10-23,40.9671,USD
2014-10-22,41.0501,USD
2014-10-21,40.8815,USD
2014-10-18,41.045,USD
2014-10-17,40.7457,USD
2014-10-16,40.9416,USD
2014-10-15,40.5304,USD
2014-10-14,40.3251,USD
2014-10-11,40.2125,USD
2014-10-10,39.98,USD
2014-10-09,39.9819,USD
2014-10-08,39.7417,USD
2014-10-07,39.982,USD
2014-10-04,39.698,USD
2014-10-03,39.5474,USD
2014-10-02,39.6604,USD
2014-10-01,39.3836,USD
2014-09-30,39.3866,USD
2014-09-27,38.7243,USD
2014-09-26,38.3007,USD
2014-09-25,38.383,USD
2014-09-24,38.6672,USD
2014-09-23,38.5782,USD
2014-09-20,38.4134,USD
2014-09-19,38.4209,USD
2014-09-18,38.3724,USD
2014-09-17,38.7058,USD
2014-09-16,37.9861,USD
2014-09-13,37.6545,USD
2014-09-12,37.3758,USD
2014-09-11,37.1693,USD
2014-09-10,37.0261,USD
2014-09-09,37.0866,USD
2014-09-06,36.9219,USD
2014-09-05,36.8038,USD
2014-09-04,37.3183,USD
2014-09-03,37.348,USD
2014-09-02,37.2945,USD
2014-08-30,36.9316,USD
2014-08-29,36.3053,USD
2014-08-28,36.1397,USD
2014-08-27,36.1358,USD
2014-08-26,36.1201,USD
2014-08-23,36.0027,USD
2014-08-22,36.3317,USD
2014-08-21,36.224,USD
2014-08-20,36.1094,USD
2014-08-19,36.0294,USD
2014-08-16,36.0014,USD
2014-08-15,36.0395,USD
2014-08-14,36.2222,USD
2014-08-13,36.089,USD
2014-08-12,36.0475,USD
2014-08-09,36.4461,USD
2014-08-08,36.2496,USD
2014-08-07,36.1102,USD
2014-08-06,35.7987,USD
2014-08-05,35.6605,USD
2014-08-02,35.7272,USD
2014-08-01,35.4438,USD
2014-07-31,35.7271,USD
2014-07-30,35.6339,USD
2014-07-29,35.3457,USD
2014-07-26,35.0535,USD
2014-07-25,35.0786,USD
2014-07-24,34.8101,USD
2014-07-23,35.0387,USD
2014-07-22,35.09,USD
2014-07-19,35.1627,USD
2014-07-18,34.7998,USD
2014-07-17,34.3853,USD
2014-07-16,34.3723,USD
2014-07-15,34.3135,USD
2014-07-12,34.0582,USD
2014-07-11,33.8353,USD
2014-07-10,34.0758,USD
2014-07-09,34.4258,USD
2014-07-08,34.5691,USD
2014-07-05,34.3236,USD
2014-07-04,34.1949,USD
2014-07-03,34.2496,USD
2014-07-02,34.2275,USD
2014-07-01,33.8434,USD
2014-06-28,33.6306,USD
2014-06-27,33.7508,USD
2014-06-26,33.907,USD
2014-06-25,33.9812,USD
2014-06-24,34.2797,USD
2014-06-21,34.419,USD
2014-06-20,34.3025,USD
2014-06-19,34.8232,USD
2014-06-18,34.8095,USD
2014-06-17,34.5654,USD
2014-06-12,34.3227,USD
2014-06-11,34.3681,USD
2014-06-10,34.3303,USD
2014-06-07,34.6573,USD
2014-06-06,34.9043,USD
2014-06-05,35.1398,USD
2014-06-04,35.0115,USD
2014-06-03,34.8887,USD
2014-05-31,34.7352,USD
2014-05-30,34.6481,USD
2014-05-29,34.4895,USD
2014-05-28,34.2571,USD
2014-05-27,34.0771,USD
2014-05-24,34.3139,USD
2014-05-23,34.2802,USD
2014-05-22,34.5078,USD
2014-05-21,34.6007,USD
2014-05-20,34.7394,USD
2014-05-17,34.7794,USD
2014-05-16,34.7005,USD
2014-05-15,34.709,USD
2014-05-14,34.8789,USD
2014-05-13,35.2091,USD
2014-05-09,35.0343,USD
2014-05-08,35.4971,USD
2014-05-07,35.655,USD
2014-05-06,35.8381,USD
2014-05-01,35.7227,USD
2014-04-30,35.6983,USD
2014-04-29,36.0245,USD
2014-04-26,35.9289,USD
2014-04-25,35.683,USD
2014-04-24,35.6625,USD
2014-04-23,35.6785,USD
2014-04-22,35.6688,USD
2014-04-19,35.5389,USD
2014-04-18,35.9287,USD
2014-04-17,36.0813,USD
2014-04-16,35.9635,USD
2014-04-15,35.989,USD
2014-04-12,35.6239,USD
2014-04-11,35.5581,USD
2014-04-10,35.7493,USD
2014-04-09,35.5475,USD
2014-04-08,35.4679,USD
2014-04-05,35.501,USD
2014-04-04,35.5154,USD
2014-04-03,35.2517,USD
2014-04-02,35.024,USD
2014-04-01,35.6053,USD
2014-03-29,35.6871,USD
2014-03-28,35.581,USD
2014-03-27,35.4494,USD
2014-03-26,35.9316,USD
2014-03-25,36.1663,USD
2014-03-22,36.4022,USD
2014-03-21,36.1081,USD
2014-03-20,36.207,USD
2014-03-19,36.4487,USD
2014-03-18,36.6505,USD
2014-03-15,36.6391,USD
2014-03-14,36.4566,USD
2014-03-13,36.4865,USD
2014-03-12,36.4015,USD
2014-03-08,36.2618,USD
2014-03-07,36.1251,USD
2014-03-06,36.0849,USD
2014-03-05,36.3208,USD
2014-03-04,36.3784,USD
2014-03-01,36.1847,USD
2014-02-28,36.0501,USD
2014-02-27,35.7872,USD
2014-02-26,35.5669,USD
2014-02-25,35.5112,USD
2014-02-22,35.6828,USD
2014-02-21,35.767,USD
2014-02-20,35.5857,USD
2014-02-19,35.2386,USD
2014-02-18,35.0976,USD
2014-02-15,35.2559,USD
2014-02-14,34.8611,USD
2014-02-13,34.7595,USD
2014-02-12,34.7964,USD
2014-02-11,34.7636,USD
2014-02-08,34.6044,USD
2014-02-07,34.7287,USD
2014-02-06,34.9592,USD
2014-02-05,35.4502,USD
2014-02-04,35.2347,USD
2014-02-01,35.18,USD
2014-01-31,35.2448,USD
2014-01-30,34.5633,USD
2014-01-29,34.625,USD
2014-01-28,34.7093,USD
2014-01-25,34.26,USD
2014-01-24,34.0334,USD
2014-01-23,33.8688,USD
2014-01-22,33.8161,USD
2014-01-21,33.6429,USD
2014-01-18,33.4343,USD
2014-01-17,33.4013,USD
2014-01-16,33.3562,USD
2014-01-15,33.2386,USD
2014-01-14,33.1204,USD
2014-01-11,33.2062,USD
2014-01-10,33.1547,USD
2014-01-01,32.6587,USD
2013-12-31,32.7292,USD
2013-12-28,32.6282,USD
2013-12-27,32.671,USD
2013-12-26,32.6487,USD
2013-12-25,32.6284,USD
2013-12-24,32.9506,USD
2013-12-21,32.9798,USD
2013-12-20,32.9527,USD
2013-12-19,32.9404,USD
2013-12-18,32.8646,USD
2013-12-17,32.8658,USD
2013-12-14,32.8663,USD
2013-12-13,32.7518,USD
2013-12-12,32.7315,USD
2013-12-11,32.7848,USD
2013-12-10,32.7782,USD
2013-12-07,32.9514,USD
2013-12-06,33.114,USD
2013-12-05,33.2632,USD
2013-12-04,33.246,USD
2013-12-03,33.1482,USD
2013-11-30,33.1916,USD
2013-11-29,33.1332,USD
2013-11-28,33.0041,USD
2013-11-27,32.9879,USD
2013-11-26,32.7733,USD
2013-11-23,32.9055,USD
2013-11-22,33.018,USD
2013-11-21,32.7417,USD
2013-11-20,32.6098,USD
2013-11-19,32.5658,USD
2013-11-16,32.6807,USD
2013-11-15,32.6874,USD
2013-11-14,32.8184,USD
2013-11-13,32.8076,USD
2013-11-12,32.6622,USD
2013-11-09,32.5479,USD
2013-11-08,32.3803,USD
2013-11-07,32.4511,USD
2013-11-06,32.3509,USD
2013-11-02,32.1808,USD
2013-11-01,32.0758,USD
2013-10-31,32.0613,USD
2013-10-30,31.9445,USD
2013-10-29,31.8119,USD
2013-10-26,31.6775,USD
2013-10-25,31.6618,USD
2013-10-24,31.7448,USD
2013-10-23,31.9346,USD
2013-10-22,31.9013,USD
2013-10-19,31.846,USD
2013-10-18,32.0816,USD
2013-10-17,32.256100000000004,USD
2013-10-16,32.2676,USD
2013-10-15,32.2663,USD
2013-10-12,32.2133,USD
2013-10-11,32.3564,USD
2013-10-10,32.3619,USD
2013-10-09,32.2984,USD
2013-10-08,32.2931,USD
2013-10-05,32.1005,USD
2013-10-04,32.125,USD
2013-10-03,32.2979,USD
2013-10-02,32.2965,USD
2013-10-01,32.4839,USD
2013-09-28,32.3451,USD
2013-09-27,32.1736,USD
2013-09-26,31.9343,USD
2013-09-25,31.8167,USD
2013-09-24,31.9106,USD
2013-09-21,31.7326,USD
2013-09-20,31.5892,USD
2013-09-19,32.245,USD
2013-09-18,32.3237,USD
2013-09-17,32.2907,USD
2013-09-14,32.7406,USD
2013-09-13,32.6731,USD
2013-09-12,32.9629,USD
2013-09-11,33.06,USD
2013-09-10,33.3243,USD
2013-09-07,33.4338,USD
2013-09-06,33.3901,USD
2013-09-05,33.4656,USD
2013-09-04,33.3693,USD
2013-09-03,33.2522,USD
2013-08-31,33.2474,USD
2013-08-30,33.1783,USD
2013-08-29,33.1798,USD
2013-08-28,33.1224,USD
2013-08-27,32.9564,USD
2013-08-24,33.0552,USD
2013-08-23,33.1908,USD
2013-08-22,32.9737,USD
2013-08-21,33.0006,USD
2013-08-20,32.9226,USD
2013-08-17,32.9421,USD
2013-08-16,33.0004,USD
2013-08-15,33.1583,USD
2013-08-14,33.0426,USD
2013-08-13,32.891,USD
2013-08-10,32.8606,USD
2013-08-09,32.9401,USD
2013-08-08,32.9848,USD
2013-08-07,32.939,USD
2013-08-06,32.881100000000004,USD
2013-08-03,33.0978,USD
2013-08-02,32.9741,USD
2013-08-01,33.033,USD
2013-07-31,32.8901,USD
2013-07-30,32.8556,USD
2013-07-27,32.6371,USD
2013-07-26,32.5376,USD
2013-07-25,32.3462,USD
2013-07-24,32.3106,USD
2013-07-23,32.3236,USD
2013-07-20,32.4288,USD
2013-07-19,32.3998,USD
2013-07-18,32.4526,USD
2013-07-17,32.5417,USD
2013-07-16,32.622,USD
2013-07-13,32.6429,USD
2013-07-12,32.5867,USD
2013-07-11,32.9112,USD
2013-07-10,33.0842,USD
2013-07-09,33.321,USD
2013-07-06,33.2247,USD
2013-07-05,33.1605,USD
2013-07-04,33.2204,USD
2013-07-03,32.9475,USD
2013-07-02,32.8517,USD
2013-06-29,32.709,USD
2013-06-28,32.8766,USD
2013-06-27,32.8876,USD
2013-06-26,32.714,USD
2013-06-25,32.9097,USD
2013-06-22,32.7433,USD
2013-06-21,32.7041,USD
2013-06-20,32.1201,USD
2013-06-19,31.8824,USD
2013-06-18,31.679,USD
2013-06-15,31.8029,USD
2013-06-14,32.3467,USD
2013-06-12,32.3951,USD
2013-06-11,32.3246,USD
2013-06-08,32.2397,USD
2013-06-07,32.1385,USD
2013-06-06,31.9816,USD
2013-06-05,31.8344,USD
2013-06-04,32.0487,USD
2013-06-01,31.7979,USD
2013-05-31,31.5893,USD
2013-05-30,31.5203,USD
2013-05-29,31.3784,USD
2013-05-28,31.3025,USD
2013-05-25,31.3164,USD
2013-05-24,31.4711,USD
2013-05-23,31.228,USD
2013-05-22,31.177,USD
2013-05-21,31.3406,USD
2013-05-18,31.3931,USD
2013-05-17,31.4166,USD
2013-05-16,31.4281,USD
2013-05-15,31.2778,USD
2013-05-14,31.3777,USD
2013-05-09,31.0829,USD
2013-05-08,31.0789,USD
2013-05-07,31.0839,USD
2013-05-01,31.0433,USD
2013-04-30,31.2559,USD
2013-04-27,31.2196,USD
2013-04-26,31.3169,USD
2013-04-25,31.5917,USD
2013-04-24,31.6414,USD
2013-04-23,31.5664,USD
2013-04-20,31.4605,USD
2013-04-19,31.7151,USD
2013-04-18,31.232,USD
2013-04-17,31.4512,USD
2013-04-16,31.3051,USD
2013-04-13,30.9308,USD
2013-04-12,30.8814,USD
2013-04-11,31.0036,USD
2013-04-10,31.2086,USD
2013-04-09,31.6144,USD
2013-04-06,31.6207,USD
2013-04-05,31.7203,USD
2013-04-04,31.3918,USD
2013-04-03,31.1178,USD
2013-04-02,31.1093,USD
2013-03-30,31.0834,USD
2013-03-29,30.9962,USD
2013-03-28,30.863,USD
2013-03-27,30.8734,USD
2013-03-26,30.7585,USD
2013-03-23,30.9325,USD
2013-03-22,30.8923,USD
2013-03-21,30.9446,USD
2013-03-20,30.8285,USD
2013-03-19,30.8908,USD
2013-03-16,30.7196,USD
2013-03-15,30.7769,USD
2013-03-14,30.7209,USD
2013-03-13,30.7499,USD
2013-03-12,30.7576,USD
2013-03-08,30.7628,USD
2013-03-07,30.6214,USD
2013-03-06,30.6963,USD
2013-03-05,30.787,USD
2013-03-02,30.6381,USD
2013-03-01,30.5124,USD
2013-02-28,30.6202,USD
2013-02-27,30.5889,USD
2013-02-26,30.3368,USD
2013-02-23,30.3596,USD
2013-02-22,30.2337,USD
2013-02-21,30.0502,USD
2013-02-20,30.1277,USD
2013-02-19,30.1258,USD
2013-02-16,30.1139,USD
2013-02-15,30.0773,USD
2013-02-14,30.0692,USD
2013-02-13,30.1713,USD
2013-02-12,30.159,USD
2013-02-09,30.1575,USD
2013-02-08,30.0496,USD
2013-02-07,29.9598,USD
2013-02-06,30.1231,USD
2013-02-05,29.9251,USD
2013-02-02,29.9966,USD
2013-02-01,30.0161,USD
2013-01-31,30.0277,USD
2013-01-30,30.1513,USD
2013-01-29,30.0782,USD
2013-01-26,30.0451,USD
2013-01-25,30.1648,USD
2013-01-24,30.2292,USD
2013-01-23,30.195,USD
2013-01-22,30.297,USD
2013-01-19,30.2065,USD
2013-01-18,30.3431,USD
2013-01-17,30.3399,USD
2013-01-16,30.2556,USD
2013-01-15,30.2607,USD
2013-01-12,30.2537,USD
2013-01-11,30.365,USD
2013-01-10,30.4215,USD
2012-12-30,30.3727,USD
2012-12-29,30.3727,USD
2012-12-28,30.4808,USD
2012-12-27,30.615,USD
2012-12-26,30.5926,USD
2012-12-25,30.8046,USD
2012-12-22,30.7194,USD
2012-12-21,30.7592,USD
2012-12-20,30.7606,USD
2012-12-19,30.9859,USD
2012-12-18,30.7696,USD
2012-12-15,30.6892,USD
2012-12-14,30.6034,USD
2012-12-13,30.7321,USD
2012-12-12,30.7506,USD
2012-12-11,30.8686,USD
2012-12-08,30.967,USD
2012-12-07,30.9107,USD
2012-12-06,30.8235,USD
2012-12-05,30.994,USD
2012-12-04,30.8365,USD
2012-12-01,30.811,USD
2012-11-30,31.0565,USD
2012-11-29,31.1408,USD
2012-11-28,30.941,USD
2012-11-27,31.0201,USD
2012-11-24,31.1325,USD
2012-11-23,31.1525,USD
2012-11-22,31.4218,USD
2012-11-21,31.4263,USD
2012-11-20,31.6677,USD
2012-11-17,31.7184,USD
2012-11-16,31.6919,USD
2012-11-15,31.7267,USD
2012-11-14,31.7164,USD
2012-11-13,31.6053,USD
2012-11-10,31.4962,USD
2012-11-09,31.5146,USD
2012-11-08,31.3033,USD
2012-11-07,31.5195,USD
2012-11-03,31.3817,USD
2012-11-02,31.3666,USD
2012-11-01,31.3743,USD
2012-10-31,31.5252,USD
2012-10-30,31.4373,USD
2012-10-27,31.478,USD
2012-10-26,31.2499,USD
2012-10-25,31.3039,USD
2012-10-24,31.1171,USD
2012-10-23,30.9084,USD
2012-10-20,30.7823,USD
2012-10-19,30.7195,USD
2012-10-18,30.7964,USD
2012-10-17,30.9493,USD
2012-10-16,31.0791,USD
2012-10-13,30.9738,USD
2012-10-12,31.1667,USD
2012-10-11,31.2017,USD
2012-10-10,31.0994,USD
2012-10-09,31.0777,USD
2012-10-06,30.9744,USD
2012-10-05,31.121,USD
2012-10-04,31.1944,USD
2012-10-03,31.135,USD
2012-10-02,31.2538,USD
2012-09-29,30.9169,USD
2012-09-28,31.1951,USD
2012-09-27,31.2221,USD
2012-09-26,31.1608,USD
2012-09-25,31.2513,USD
2012-09-22,31.1667,USD
2012-09-21,31.5758,USD
2012-09-20,30.8634,USD
2012-09-19,30.8795,USD
2012-09-18,30.5867,USD
2012-09-15,30.8181,USD
2012-09-14,31.3992,USD
2012-09-13,31.478,USD
2012-09-12,31.7768,USD
2012-09-11,31.7221,USD
2012-09-08,32.0142,USD
2012-09-07,32.1998,USD
2012-09-06,32.4608,USD
2012-09-05,32.1995,USD
2012-09-04,32.4171,USD
2012-09-01,32.5669,USD
2012-08-31,32.2934,USD
2012-08-30,32.0942,USD
2012-08-29,32.0183,USD
2012-08-28,31.8703,USD
2012-08-25,31.8099,USD
2012-08-24,31.683,USD
2012-08-23,31.8056,USD
2012-08-22,31.9606,USD
2012-08-21,32.0165,USD
2012-08-18,31.8469,USD
2012-08-17,31.9011,USD
2012-08-16,31.8532,USD
2012-08-15,31.7739,USD
2012-08-14,31.8707,USD
2012-08-11,31.8974,USD
2012-08-10,31.4807,USD
2012-08-09,31.6907,USD
2012-08-08,31.6644,USD
2012-08-07,31.9451,USD
2012-08-04,32.5361,USD
2012-08-03,32.4563,USD
2012-08-02,32.3322,USD
2012-08-01,32.2058,USD
2012-07-31,32.1881,USD
2012-07-28,32.2131,USD
2012-07-27,32.6224,USD
2012-07-26,32.9657,USD
2012-07-25,32.6324,USD
2012-07-24,32.376,USD
2012-07-21,31.9509,USD
2012-07-20,32.0764,USD
2012-07-19,32.4041,USD
2012-07-18,32.4955,USD
2012-07-17,32.6208,USD
2012-07-14,32.659,USD
2012-07-13,32.7177,USD
2012-07-12,32.8282,USD
2012-07-11,32.9754,USD
2012-07-10,32.9907,USD
2012-07-07,32.624,USD
2012-07-06,32.4727,USD
2012-07-05,32.2065,USD
2012-07-04,32.4789,USD
2012-07-03,32.5287,USD
2012-06-30,32.8169,USD
2012-06-29,32.9412,USD
2012-06-28,32.8384,USD
2012-06-27,33.1732,USD
2012-06-26,33.1693,USD
2012-06-23,33.5191,USD
2012-06-22,32.9054,USD
2012-06-21,32.5166,USD
2012-06-20,32.5315,USD
2012-06-19,32.1315,USD
2012-06-16,32.3945,USD
2012-06-15,32.5766,USD
2012-06-14,32.7331,USD
2012-06-10,32.5862,USD
2012-06-09,32.7358,USD
2012-06-08,32.1922,USD
2012-06-07,32.7889,USD
2012-06-06,33.2001,USD
2012-06-05,34.0395,USD
2012-06-02,33.7384,USD
2012-06-01,32.9173,USD
2012-05-31,32.4509,USD
2012-05-30,32.086,USD
2012-05-29,31.827,USD
2012-05-26,31.7572,USD
2012-05-25,31.6247,USD
2012-05-24,31.3803,USD
2012-05-23,31.0644,USD
2012-05-22,31.1582,USD
2012-05-19,31.3921,USD
2012-05-18,30.9417,USD
2012-05-17,30.9758,USD
2012-05-16,30.3299,USD
2012-05-15,30.2652,USD
2012-05-13,30.1793,USD
2012-05-12,30.2306,USD
2012-05-11,30.1891,USD
2012-05-06,29.8075,USD
2012-05-05,29.5937,USD
2012-05-04,29.463,USD
2012-05-03,29.3708,USD
2012-04-29,29.3627,USD
2012-04-28,29.4234,USD
2012-04-27,29.277,USD
2012-04-26,29.2962,USD
2012-04-25,29.4549,USD
2012-04-24,29.488,USD
2012-04-21,29.5214,USD
2012-04-20,29.5122,USD
2012-04-19,29.4978,USD
2012-04-18,29.6368,USD
2012-04-17,29.7614,USD
2012-04-14,29.4711,USD
2012-04-13,29.569,USD
2012-04-12,29.8033,USD
2012-04-11,29.6359,USD
2012-04-10,29.6358,USD
2012-04-07,29.4606,USD
2012-04-06,29.4303,USD
2012-04-05,29.4285,USD
2012-04-04,29.2944,USD
2012-04-03,29.3479,USD
2012-03-31,29.3282,USD
2012-03-30,29.2853,USD
2012-03-29,29.0845,USD
2012-03-28,28.9468,USD
2012-03-27,29.2311,USD
2012-03-24,29.4038,USD
2012-03-23,29.2447,USD
2012-03-22,29.2079,USD
2012-03-21,29.1652,USD
2012-03-20,29.2224,USD
2012-03-17,29.3578,USD
2012-03-16,29.5822,USD
2012-03-15,29.5125,USD
2012-03-14,29.5091,USD
2012-03-13,29.6666,USD
2012-03-12,29.5406,USD
2012-03-08,29.6621,USD
2012-03-07,29.4508,USD
2012-03-06,29.2892,USD
2012-03-03,29.296,USD
2012-03-02,29.2889,USD
2012-03-01,29.0253,USD
2012-02-29,28.9503,USD
2012-02-28,29.1264,USD
2012-02-25,29.449,USD
2012-02-23,29.7692,USD
2012-02-22,29.7796,USD
2012-02-21,29.7805,USD
2012-02-18,29.9982,USD
2012-02-17,30.2098,USD
2012-02-16,29.944,USD
2012-02-15,30.0868,USD
2012-02-14,29.8873,USD
2012-02-11,29.8923,USD
2012-02-10,29.6795,USD
2012-02-09,29.693,USD
2012-02-08,30.0871,USD
2012-02-07,30.2324,USD
2012-02-04,30.2385,USD
2012-02-03,30.1855,USD
2012-02-02,30.4067,USD
2012-02-01,30.3131,USD
2012-01-31,30.3647,USD
2012-01-28,30.3626,USD
2012-01-27,30.36,USD
2012-01-26,30.667,USD
2012-01-25,30.8752,USD
2012-01-24,31.3325,USD
2012-01-21,31.2879,USD
2012-01-20,31.4777,USD
2012-01-19,31.5428,USD
2012-01-18,31.5445,USD
2012-01-17,31.9344,USD
2012-01-14,31.583,USD
2012-01-13,31.6807,USD
2012-01-12,31.6886,USD
2012-01-11,31.8729,USD
