date,fx_rate,ccy
2019-06-07,65.234,USD
2019-06-06,65.1243,USD
2019-06-05,65.1614,USD
2019-06-04,65.5547,USD
2019-06-01,65.3834,USD
2019-05-31,65.0583,USD
2019-05-30,64.9084,USD
2019-05-29,64.5394,USD
2019-05-28,64.4636,USD
2019-05-25,64.6106,USD
2019-05-24,64.4913,USD
2019-05-23,64.4156,USD
2019-05-22,64.5372,USD
2019-05-21,64.4888,USD
2019-05-18,64.6327,USD
2019-05-17,64.5598,USD
2019-05-16,64.8489,USD
2019-05-15,65.3001,USD
2019-05-14,65.4703,USD
2019-05-09,65.2287,USD
2019-05-08,65.2166,USD
2019-05-07,65.335,USD
2019-05-01,64.6314,USD
2019-04-30,64.6917,USD
2019-04-27,64.7053,USD
2019-04-26,64.6794,USD
2019-04-25,63.9798,USD
2019-04-24,63.7906,USD
2019-04-23,63.786,USD
2019-04-20,63.9602,USD
2019-04-19,64.0688,USD
2019-04-18,63.945,USD
2019-04-17,64.2422,USD
2019-04-16,64.2469,USD
2019-04-13,64.5171,USD
2019-04-12,64.3991,USD
2019-04-11,64.7373,USD
2019-04-10,64.7766,USD
2019-04-09,65.3498,USD
2019-04-06,65.4072,USD
2019-04-05,65.3281,USD
2019-04-04,65.1639,USD
2019-04-03,65.4726,USD
2019-04-02,65.4176,USD
2019-03-30,64.7347,USD
2019-03-29,64.8012,USD
2019-03-28,64.5925,USD
2019-03-27,64.1683,USD
2019-03-26,64.4993,USD
2019-03-23,63.7705,USD
2019-03-22,63.742,USD
2019-03-21,64.2803,USD
2019-03-20,64.3167,USD
2019-03-19,64.6694,USD
2019-03-16,65.4201,USD
2019-03-15,65.4021,USD
2019-03-14,65.589,USD
2019-03-13,65.7674,USD
2019-03-12,66.0763,USD
2019-03-08,65.9646,USD
2019-03-07,65.843,USD
2019-03-06,65.8004,USD
2019-03-05,65.7956,USD
2019-03-02,65.8145,USD
2019-03-01,65.8895,USD
2019-02-28,65.757,USD
2019-02-27,65.6182,USD
2019-02-26,65.2582,USD
2019-02-23,65.5149,USD
2019-02-22,65.5401,USD
2019-02-21,65.8568,USD
2019-02-20,66.2022,USD
2019-02-19,66.247,USD
2019-02-16,66.7044,USD
2019-02-15,66.5429,USD
2019-02-14,65.6783,USD
2019-02-13,65.7147,USD
2019-02-12,65.6517,USD
2019-02-09,66.0628,USD
2019-02-08,66.0199,USD
2019-02-07,65.6686,USD
2019-02-06,65.5691,USD
2019-02-05,65.5859,USD
2019-02-02,65.6601,USD
2019-02-01,65.3577,USD
2019-01-31,66.0987,USD
2019-01-30,66.3412,USD
2019-01-29,65.93,USD
2019-01-26,65.917,USD
2019-01-25,66.0016,USD
2019-01-24,66.3318,USD
2019-01-23,66.5499,USD
2019-01-22,66.3634,USD
2019-01-19,66.3309,USD
2019-01-18,66.4438,USD
2019-01-17,66.7617,USD
2019-01-16,67.082,USD
2019-01-15,67.192,USD
2019-01-12,66.9167,USD
2019-01-11,66.8605,USD
2019-01-10,67.0795,USD
2018-12-30,69.4706,USD
2018-12-29,69.5218,USD
2018-12-28,68.8762,USD
2018-12-27,68.8865,USD
2018-12-26,68.7448,USD
2018-12-25,68.4073,USD
2018-12-22,68.0085,USD
2018-12-21,67.371,USD
2018-12-20,67.1121,USD
2018-12-19,66.7454,USD
2018-12-18,66.6208,USD
2018-12-15,66.4337,USD
2018-12-14,66.255,USD
2018-12-13,66.4225,USD
2018-12-12,66.5022,USD
2018-12-11,66.2416,USD
2018-12-08,66.9227,USD
2018-12-07,66.7377,USD
2018-12-06,66.8242,USD
2018-12-05,66.4467,USD
2018-12-04,66.2921,USD
2018-12-01,66.5335,USD
2018-11-30,66.6342,USD
2018-11-29,66.9436,USD
2018-11-28,66.78,USD
2018-11-27,66.5072,USD
2018-11-24,65.6664,USD
2018-11-23,65.6067,USD
2018-11-22,65.9485,USD
2018-11-21,65.5871,USD
2018-11-20,66.0081,USD
2018-11-17,65.9931,USD
2018-11-16,66.6159,USD
2018-11-15,67.9975,USD
2018-11-14,67.6812,USD
2018-11-13,67.5238,USD
2018-11-10,66.8497,USD
2018-11-09,66.2155,USD
2018-11-08,66.0918,USD
2018-11-07,65.9912,USD
2018-11-03,65.5799,USD
2018-11-02,65.6517,USD
2018-11-01,65.5962,USD
2018-10-31,65.7742,USD
2018-10-30,65.8129,USD
2018-10-27,65.6345,USD
2018-10-26,65.7476,USD
2018-10-25,65.6299,USD
2018-10-24,65.3101,USD
2018-10-23,65.3065,USD
2018-10-20,65.814,USD
2018-10-19,65.7238,USD
2018-10-18,65.4026,USD
2018-10-17,65.5305,USD
2018-10-16,65.7508,USD
2018-10-13,65.9751,USD
2018-10-12,66.7727,USD
2018-10-11,66.1832,USD
2018-10-10,66.4032,USD
2018-10-09,66.9685,USD
2018-10-06,66.627,USD
2018-10-05,66.2115,USD
2018-10-04,65.4244,USD
2018-10-03,65.2221,USD
2018-10-02,65.5745,USD
2018-09-29,65.5906,USD
2018-09-28,65.8355,USD
2018-09-27,65.7585,USD
2018-09-26,65.8244,USD
2018-09-25,66.1594,USD
2018-09-22,66.2497,USD
2018-09-21,66.4725,USD
2018-09-20,67.0098,USD
2018-09-19,67.7519,USD
2018-09-18,68.1958,USD
2018-09-15,68.2826,USD
2018-09-14,68.637,USD
2018-09-13,69.5728,USD
2018-09-12,69.9744,USD
2018-09-11,69.8685,USD
2018-09-08,69.0286,USD
2018-09-07,68.2505,USD
2018-09-06,68.4628,USD
2018-09-05,68.2737,USD
2018-09-04,67.7443,USD
2018-09-01,68.0447,USD
2018-08-31,68.0821,USD
2018-08-30,68.1451,USD
2018-08-29,67.3911,USD
2018-08-28,67.3963,USD
2018-08-25,67.7911,USD
2018-08-24,68.5259,USD
2018-08-23,67.6163,USD
2018-08-22,67.1783,USD
2018-08-21,67.1807,USD
2018-08-18,66.8757,USD
2018-08-17,66.8932,USD
2018-08-16,66.3772,USD
2018-08-15,66.7535,USD
2018-08-14,68.2234,USD
2018-08-11,66.9075,USD
2018-08-10,66.2856,USD
2018-08-09,63.595,USD
2018-08-08,63.5425,USD
2018-08-07,63.4975,USD
2018-08-04,63.4549,USD
2018-08-03,63.1358,USD
2018-08-02,62.559,USD
2018-08-01,62.3497,USD
2018-07-31,62.7805,USD
2018-07-28,62.9726,USD
2018-07-27,62.9471,USD
2018-07-26,63.0836,USD
2018-07-25,62.9235,USD
2018-07-24,63.1957,USD
2018-07-21,63.4888,USD
2018-07-20,63.2746,USD
2018-07-19,62.9006,USD
2018-07-18,62.4352,USD
2018-07-17,62.2556,USD
2018-07-14,62.2934,USD
2018-07-13,62.2062,USD
2018-07-12,62.098,USD
2018-07-11,62.4442,USD
2018-07-10,62.8338,USD
2018-07-07,63.1216,USD
2018-07-06,63.2604,USD
2018-07-05,63.2267,USD
2018-07-04,63.2194,USD
2018-07-03,63.1394,USD
2018-06-30,62.7565,USD
2018-06-29,63.291,USD
2018-06-28,63.1359,USD
2018-06-27,62.7908,USD
2018-06-26,62.9497,USD
2018-06-23,63.2396,USD
2018-06-22,63.7873,USD
2018-06-21,63.6175,USD
2018-06-20,64.0683,USD
2018-06-19,63.4838,USD
2018-06-16,62.6851,USD
2018-06-15,62.2511,USD
2018-06-14,63.1164,USD
2018-06-10,62.3431,USD
2018-06-09,62.668,USD
2018-06-08,61.8125,USD
2018-06-07,62.0064,USD
2018-06-06,61.9822,USD
2018-06-05,61.929,USD
2018-06-02,62.2056,USD
2018-06-01,62.0188,USD
2018-05-31,62.5937,USD
2018-05-30,62.642,USD
2018-05-29,62.271,USD
2018-05-26,61.6659,USD
2018-05-25,61.409,USD
2018-05-24,61.5945,USD
2018-05-23,61.261,USD
2018-05-22,62.5327,USD
2018-05-19,61.9408,USD
2018-05-18,61.8215,USD
2018-05-17,62.3033,USD
2018-05-16,61.9164,USD
2018-05-15,61.7684,USD
2018-05-12,61.7354,USD
2018-05-11,62.5229,USD
2018-05-09,63.0066,USD
2018-05-08,62.7148,USD
2018-05-05,63.2012,USD
2018-05-04,63.486,USD
2018-04-29,61.9997,USD
2018-04-28,62.726,USD
2018-04-27,62.6027,USD
2018-04-26,61.7494,USD
2018-04-25,61.6644,USD
2018-04-24,61.7655,USD
2018-04-21,61.3222,USD
2018-04-20,60.8583,USD
2018-04-19,61.5539,USD
2018-04-18,61.1454,USD
2018-04-17,62.2794,USD
2018-04-14,61.4311,USD
2018-04-13,62.0659,USD
2018-04-12,64.0626,USD
2018-04-11,62.3699,USD
2018-04-10,58.5714,USD
2018-04-07,57.8332,USD
2018-04-06,57.5796,USD
2018-04-05,57.7646,USD
2018-04-04,57.5375,USD
2018-04-03,57.285,USD
2018-03-31,57.2649,USD
2018-03-30,57.7626,USD
2018-03-29,57.5598,USD
2018-03-28,57.1747,USD
2018-03-27,57.0039,USD
2018-03-24,57.1072,USD
2018-03-23,56.8391,USD
2018-03-22,57.4954,USD
2018-03-21,57.7033,USD
2018-03-20,57.5521,USD
2018-03-17,57.4942,USD
2018-03-16,57.0188,USD
2018-03-15,56.9372,USD
2018-03-14,56.9359,USD
2018-03-13,56.6122,USD
2018-03-08,56.8011,USD
2018-03-07,56.5041,USD
2018-03-06,57.1,USD
2018-03-03,56.6616,USD
2018-03-02,56.4334,USD
2018-03-01,56.3742,USD
2018-02-28,55.6717,USD
2018-02-27,55.9208,USD
2018-02-23,56.7608,USD
2018-02-22,56.6537,USD
2018-02-21,56.5201,USD
2018-02-20,56.3438,USD
2018-02-17,56.3554,USD
2018-02-16,56.5918,USD
2018-02-15,57.5899,USD
2018-02-14,57.7701,USD
2018-02-13,58.0171,USD
2018-02-10,58.1718,USD
2018-02-09,57.6736,USD
2018-02-08,56.9533,USD
2018-02-07,57.2196,USD
2018-02-06,56.6278,USD
2018-02-03,56.0408,USD
2018-02-02,56.2613,USD
2018-02-01,56.184,USD
2018-01-31,56.2914,USD
2018-01-30,56.2908,USD
2018-01-27,55.8288,USD
2018-01-26,55.9288,USD
2018-01-25,56.3888,USD
2018-01-24,56.4115,USD
2018-01-23,56.6261,USD
2018-01-20,56.5892,USD
2018-01-19,56.7597,USD
2018-01-18,56.5925,USD
2018-01-17,56.3878,USD
2018-01-16,56.3569,USD
2018-01-13,56.6019,USD
2018-01-12,56.9957,USD
2018-01-11,56.8734,USD
2018-01-10,57.0463,USD
2017-12-30,57.6002,USD
2017-12-29,57.6291,USD
2017-12-28,57.4544,USD
2017-12-27,57.7343,USD
2017-12-26,58.1989,USD
2017-12-23,58.3152,USD
2017-12-22,58.5596,USD
2017-12-21,58.717,USD
2017-12-20,58.6117,USD
2017-12-19,58.694,USD
2017-12-16,58.8987,USD
2017-12-15,58.7082,USD
2017-12-14,59.1446,USD
2017-12-13,58.837,USD
2017-12-12,59.2348,USD
2017-12-09,59.2811,USD
2017-12-08,59.2948,USD
2017-12-07,58.9281,USD
2017-12-06,58.6924,USD
2017-12-05,58.9911,USD
2017-12-02,58.5182,USD
2017-12-01,58.5814,USD
2017-11-30,58.3311,USD
2017-11-29,58.4125,USD
2017-11-28,58.2773,USD
2017-11-25,58.5318,USD
2017-11-24,58.4622,USD
2017-11-23,59.006100000000004,USD
2017-11-22,59.4604,USD
2017-11-21,59.2746,USD
2017-11-18,59.6325,USD
2017-11-17,59.9898,USD
2017-11-16,60.249,USD
2017-11-15,59.6207,USD
2017-11-14,59.1823,USD
2017-11-11,59.2808,USD
2017-11-10,59.2527,USD
2017-11-09,59.248,USD
2017-11-08,58.4557,USD
2017-11-04,58.4296,USD
2017-11-03,58.0869,USD
2017-11-02,58.1557,USD
2017-11-01,58.1179,USD
2017-10-31,57.8716,USD
2017-10-28,58.0833,USD
2017-10-27,57.7643,USD
2017-10-26,57.614,USD
2017-10-25,57.5852,USD
2017-10-24,57.4706,USD
2017-10-21,57.5118,USD
2017-10-20,57.5706,USD
2017-10-19,57.2721,USD
2017-10-18,57.3392,USD
2017-10-17,57.0861,USD
2017-10-14,57.6196,USD
2017-10-13,57.6869,USD
2017-10-12,57.921,USD
2017-10-11,58.0713,USD
2017-10-10,58.3151,USD
2017-10-07,57.7612,USD
2017-10-06,57.5811,USD
2017-10-05,57.7832,USD
2017-10-04,57.9375,USD
2017-10-03,57.8134,USD
2017-09-30,58.0169,USD
2017-09-29,58.4255,USD
2017-09-28,58.0102,USD
2017-09-27,57.5186,USD
2017-09-26,57.566,USD
2017-09-23,57.6527,USD
2017-09-22,58.2242,USD
2017-09-21,58.129,USD
2017-09-20,58.0993,USD
2017-09-19,57.6242,USD
2017-09-16,57.5336,USD
2017-09-15,57.7706,USD
2017-09-14,57.6679,USD
2017-09-13,57.2656,USD
2017-09-12,57.1694,USD
2017-09-09,56.9966,USD
2017-09-08,57.1411,USD
2017-09-07,57.3387,USD
2017-09-06,57.8503,USD
2017-09-05,57.7817,USD
2017-09-02,58.0557,USD
2017-09-01,58.5454,USD
2017-08-31,58.7306,USD
2017-08-30,58.532,USD
2017-08-29,58.5469,USD
2017-08-26,59.1476,USD
2017-08-25,59.1397,USD
2017-08-24,59.1312,USD
2017-08-23,59.0396,USD
2017-08-22,59.1409,USD
2017-08-19,59.3612,USD
2017-08-18,59.249,USD
2017-08-17,59.6521,USD
2017-08-16,59.9266,USD
2017-08-15,59.799,USD
2017-08-12,60.1873,USD
2017-08-11,59.9298,USD
2017-08-10,59.9611,USD
2017-08-09,59.9886,USD
2017-08-08,60.0605,USD
2017-08-05,60.3281,USD
2017-08-04,60.7503,USD
2017-08-03,60.5819,USD
2017-08-02,59.8454,USD
2017-08-01,60.0633,USD
2017-07-29,59.5436,USD
2017-07-28,59.4102,USD
2017-07-27,59.9102,USD
2017-07-26,59.8185,USD
2017-07-25,59.6572,USD
2017-07-22,58.9325,USD
2017-07-21,59.0823,USD
2017-07-20,59.2418,USD
2017-07-19,59.3705,USD
2017-07-18,59.0657,USD
2017-07-15,59.8806,USD
2017-07-14,60.1836,USD
2017-07-13,60.6227,USD
2017-07-12,60.7397,USD
2017-07-11,60.3014,USD
2017-07-08,60.3792,USD
2017-07-07,60.2426,USD
2017-07-06,59.5787,USD
2017-07-05,59.2295,USD
2017-07-04,58.9695,USD
2017-07-01,59.3862,USD
2017-06-30,59.0855,USD
2017-06-29,59.5415,USD
2017-06-28,58.8843,USD
2017-06-27,59.0014,USD
2017-06-24,59.6564,USD
2017-06-23,60.1482,USD
2017-06-22,60,USD
2017-06-21,58.5786,USD
2017-06-20,57.9585,USD
2017-06-17,57.7408,USD
2017-06-16,57.4437,USD
2017-06-15,57.0303,USD
2017-06-14,56.9096,USD
2017-06-10,57.002,USD
2017-06-09,56.9857,USD
2017-06-08,56.5878,USD
2017-06-07,56.6747,USD
2017-06-06,56.6152,USD
2017-06-03,56.6876,USD
2017-06-02,56.5373,USD
2017-06-01,56.6876,USD
2017-05-31,56.5168,USD
2017-05-30,56.7106,USD
2017-05-27,56.756,USD
2017-05-26,56.0701,USD
2017-05-25,56.2743,USD
2017-05-24,56.5552,USD
2017-05-23,56.4988,USD
2017-05-20,57.1602,USD
2017-05-19,57.4683,USD
2017-05-18,56.7383,USD
2017-05-17,56.2603,USD
2017-05-16,56.5258,USD
2017-05-13,57.164,USD
2017-05-12,57.1161,USD
2017-05-11,58.0824,USD
2017-05-06,58.5382,USD
2017-05-05,57.5714,USD
2017-05-04,57.0927,USD
2017-05-03,56.9518,USD
2017-04-29,56.9838,USD
2017-04-28,56.9707,USD
2017-04-27,56.3131,USD
2017-04-26,55.8453,USD
2017-04-25,56.0794,USD
2017-04-22,56.2307,USD
2017-04-21,56.4165,USD
2017-04-20,56.1753,USD
2017-04-19,55.9793,USD
2017-04-18,56.2505,USD
2017-04-15,56.2945,USD
2017-04-14,56.6019,USD
2017-04-13,56.7556,USD
2017-04-12,56.9552,USD
2017-04-11,57.3896,USD
2017-04-08,56.9201,USD
2017-04-07,56.4369,USD
2017-04-06,55.894,USD
2017-04-05,56.5553,USD
2017-04-04,56.1396,USD
2017-04-01,55.9606,USD
2017-03-31,56.3779,USD
2017-03-30,57.0241,USD
2017-03-29,56.9364,USD
2017-03-28,57.0233,USD
2017-03-25,57.4247,USD
2017-03-24,57.5228,USD
2017-03-23,57.636,USD
2017-03-22,57.2323,USD
2017-03-21,57.2847,USD
2017-03-18,57.9344,USD
2017-03-17,58.2437,USD
2017-03-16,59.1128,USD
2017-03-15,58.954,USD
2017-03-14,59.1327,USD
2017-03-11,59.2174,USD
2017-03-10,58.8318,USD
2017-03-08,58.263,USD
2017-03-07,58.337,USD
2017-03-04,58.9099,USD
2017-03-03,58.4067,USD
2017-03-02,58.3776,USD
2017-03-01,57.9627,USD
2017-02-28,57.9371,USD
2017-02-23,57.4762,USD
2017-02-22,57.859,USD
2017-02-21,58.0967,USD
2017-02-18,57.6342,USD
2017-02-17,57.1507,USD
2017-02-16,56.7719,USD
2017-02-15,57.7388,USD
2017-02-14,58.0619,USD
2017-02-11,58.8457,USD
2017-02-10,59.0235,USD
2017-02-09,59.5129,USD
2017-02-08,59.1933,USD
2017-02-07,58.7121,USD
2017-02-04,59.3137,USD
2017-02-03,59.9858,USD
2017-02-02,60.3099,USD
2017-02-01,60.0851,USD
2017-01-31,60.1618,USD
2017-01-28,60.3196,USD
2017-01-27,59.6356,USD
2017-01-26,59.1489,USD
2017-01-25,59.2168,USD
2017-01-24,59.5034,USD
2017-01-21,59.6697,USD
2017-01-20,59.3521,USD
2017-01-19,59.183,USD
2017-01-18,59.4015,USD
2017-01-17,59.6067,USD
2017-01-14,59.37,USD
2017-01-13,59.4978,USD
2017-01-12,60.1614,USD
2017-01-11,59.9533,USD
2017-01-10,59.8961,USD
2016-12-31,60.6569,USD
2016-12-30,60.273,USD
2016-12-29,60.6669,USD
2016-12-28,60.8587,USD
2016-12-27,60.9084,USD
2016-12-24,60.8528,USD
2016-12-23,60.8641,USD
2016-12-22,61.1092,USD
2016-12-21,61.7967,USD
2016-12-20,61.7931,USD
2016-12-17,61.7515,USD
2016-12-16,61.6368,USD
2016-12-15,60.8079,USD
2016-12-14,61.069,USD
2016-12-13,61.5804,USD
2016-12-10,63.3028,USD
2016-12-09,63.3901,USD
2016-12-08,63.9114,USD
2016-12-07,63.8741,USD
2016-12-06,63.9242,USD
2016-12-03,64.1528,USD
2016-12-02,63.6807,USD
2016-12-01,65.2382,USD
2016-11-30,64.9449,USD
2016-11-29,64.9153,USD
2016-11-26,64.6174,USD
2016-11-25,64.6279,USD
2016-11-24,64.0087,USD
2016-11-23,63.6282,USD
2016-11-22,64.358,USD
2016-11-19,65.1023,USD
2016-11-18,64.9154,USD
2016-11-17,64.5463,USD
2016-11-16,65.5548,USD
2016-11-15,65.8591,USD
2016-11-12,65.2167,USD
2016-11-11,63.4161,USD
2016-11-10,63.8928,USD
2016-11-09,63.7364,USD
2016-11-08,63.9074,USD
2016-11-04,63.5043,USD
2016-11-03,63.4166,USD
2016-11-02,63.2025,USD
2016-11-01,63.2174,USD
2016-10-29,62.9037,USD
2016-10-28,63.0399,USD
2016-10-27,62.2597,USD
2016-10-26,62.048,USD
2016-10-25,62.2349,USD
2016-10-22,62.4499,USD
2016-10-21,62.4194,USD
2016-10-20,62.5841,USD
2016-10-19,62.89,USD
2016-10-18,63.151,USD
2016-10-15,62.9934,USD
2016-10-14,63.3465,USD
2016-10-13,62.5892,USD
2016-10-12,62.1946,USD
2016-10-11,62.3884,USD
2016-10-08,62.3031,USD
2016-10-07,62.39,USD
2016-10-06,62.4583,USD
2016-10-05,62.4323,USD
2016-10-04,62.5477,USD
2016-10-01,63.396,USD
2016-09-30,63.1581,USD
2016-09-29,63.9509,USD
2016-09-28,63.6921,USD
2016-09-27,64.1506,USD
2016-09-24,63.8642,USD
2016-09-23,63.7942,USD
2016-09-22,64.4424,USD
2016-09-21,64.7513,USD
2016-09-20,64.9173,USD
2016-09-17,64.994,USD
2016-09-16,65.217,USD
2016-09-15,64.9737,USD
2016-09-14,64.8102,USD
2016-09-13,65.0539,USD
2016-09-10,64.1617,USD
2016-09-09,63.973,USD
2016-09-08,64.3804,USD
2016-09-07,64.8306,USD
2016-09-06,64.7644,USD
2016-09-03,65.8684,USD
2016-09-02,65.2566,USD
2016-09-01,65.2535,USD
2016-08-31,64.9072,USD
2016-08-30,65.081,USD
2016-08-27,64.738,USD
2016-08-26,64.9459,USD
2016-08-25,64.814,USD
2016-08-24,64.7684,USD
2016-08-23,64.2078,USD
2016-08-20,63.9391,USD
2016-08-19,63.5487,USD
2016-08-18,63.9943,USD
2016-08-17,63.9514,USD
2016-08-16,64.2076,USD
2016-08-13,64.3364,USD
2016-08-12,64.949700000000007,USD
2016-08-11,64.8137,USD
2016-08-10,64.7848,USD
2016-08-09,65.0799,USD
2016-08-06,65.5627,USD
2016-08-05,66.3941,USD
2016-08-04,66.742,USD
2016-08-03,66.8816,USD
2016-08-02,65.9553,USD
2016-07-30,67.0512,USD
2016-07-29,66.1125,USD
2016-07-28,65.9467,USD
2016-07-27,65.7408,USD
2016-07-26,64.9184,USD
2016-07-23,64.627,USD
2016-07-22,63.7373,USD
2016-07-21,63.4183,USD
2016-07-20,62.9891,USD
2016-07-19,63.1154,USD
2016-07-16,63.1697,USD
2016-07-15,63.5773,USD
2016-07-14,63.8531,USD
2016-07-13,63.9029,USD
2016-07-12,64.2024,USD
2016-07-09,64.2488,USD
2016-07-08,64.05,USD
2016-07-07,64.6304,USD
2016-07-06,64.2676,USD
2016-07-05,63.6844,USD
2016-07-02,64.0165,USD
2016-07-01,64.1755,USD
2016-06-30,64.2575,USD
2016-06-29,64.8095,USD
2016-06-28,65.0588,USD
2016-06-25,65.5287,USD
2016-06-24,64.3212,USD
2016-06-23,63.7162,USD
2016-06-22,64.1743,USD
2016-06-21,64.1509,USD
2016-06-18,65.4398,USD
2016-06-17,65.8618,USD
2016-06-16,65.9156,USD
2016-06-15,66.0306,USD
2016-06-11,64.7077,USD
2016-06-10,63.7402,USD
2016-06-09,64.6797,USD
2016-06-08,65.2089,USD
2016-06-07,65.7894,USD
2016-06-04,66.8529,USD
2016-06-03,66.7491,USD
2016-06-02,66.6156,USD
2016-06-01,65.9962,USD
2016-05-31,66.0825,USD
2016-05-28,66.0413,USD
2016-05-27,65.2062,USD
2016-05-26,65.8949,USD
2016-05-25,67.0493,USD
2016-05-24,67.0475,USD
2016-05-21,66.3775,USD
2016-05-20,66.211,USD
2016-05-19,65.0641,USD
2016-05-18,64.5138,USD
2016-05-17,64.8895,USD
2016-05-14,64.9306,USD
2016-05-13,64.9607,USD
2016-05-12,66.2428,USD
2016-05-11,66.3277,USD
2016-05-07,66.1928,USD
2016-05-06,65.8918,USD
2016-05-05,66.1718,USD
2016-04-30,64.3334,USD
2016-04-29,65.1133,USD
2016-04-28,65.1618,USD
2016-04-27,66.4559,USD
2016-04-26,66.6295,USD
2016-04-23,66.2198,USD
2016-04-22,65.0254,USD
2016-04-21,66.0364,USD
2016-04-20,65.6474,USD
2016-04-19,68.2724,USD
2016-04-16,66.0452,USD
2016-04-15,66.4954,USD
2016-04-14,65.7662,USD
2016-04-13,66.3456,USD
2016-04-12,67.125,USD
2016-04-09,67.4662,USD
2016-04-08,67.796,USD
2016-04-07,68.5215,USD
2016-04-06,68.8901,USD
2016-04-05,68.6753,USD
2016-04-02,67.141,USD
2016-04-01,67.8552,USD
2016-03-31,67.6076,USD
2016-03-30,68.7549,USD
2016-03-29,67.7807,USD
2016-03-26,68.4346,USD
2016-03-25,68.9328,USD
2016-03-24,67.6409,USD
2016-03-23,67.7764,USD
2016-03-22,68.8086,USD
2016-03-19,68.4026,USD
2016-03-18,68.5598,USD
2016-03-17,71.0256,USD
2016-03-16,70.5408,USD
2016-03-15,70.1542,USD
2016-03-12,70.3067,USD
2016-03-11,71.0928,USD
2016-03-10,72.3775,USD
2016-03-05,73.1854,USD
2016-03-04,73.8242,USD
2016-03-03,73.6256,USD
2016-03-02,74.0536,USD
2016-03-01,75.8994,USD
2016-02-27,75.0903,USD
2016-02-26,76.3929,USD
2016-02-25,76.3928,USD
2016-02-21,77.1326,USD
2016-02-20,76.3657,USD
2016-02-19,75.4575,USD
2016-02-18,77.8503,USD
2016-02-17,76.245,USD
2016-02-16,77.7792,USD
2016-02-13,79.4951,USD
2016-02-12,79.1144,USD
2016-02-11,79.0689,USD
2016-02-10,78.6805,USD
2016-02-09,76.8614,USD
2016-02-06,77.3409,USD
2016-02-05,76.4609,USD
2016-02-04,79.2593,USD
2016-02-03,77.9273,USD
2016-02-02,76.3264,USD
2016-01-30,75.1723,USD
2016-01-29,77.3674,USD
2016-01-28,78.9969,USD
2016-01-27,81.8394,USD
2016-01-26,77.7965,USD
2016-01-23,80.5714,USD
2016-01-22,83.5913,USD
2016-01-21,79.4614,USD
2016-01-20,78.4862,USD
2016-01-19,78.6678,USD
2016-01-16,76.565,USD
2016-01-15,76.523,USD
2016-01-14,76.4275,USD
2016-01-13,76.6041,USD
2016-01-12,75.9507,USD
2016-01-01,72.9299,USD
2015-12-31,72.8827,USD
2015-12-30,72.5066,USD
2015-12-29,70.7865,USD
2015-12-26,70.269,USD
2015-12-25,69.5165,USD
2015-12-24,70.9333,USD
2015-12-23,71.1211,USD
2015-12-22,71.2553,USD
2015-12-19,71.3215,USD
2015-12-18,70.5806,USD
2015-12-17,70.4012,USD
2015-12-16,70.8295,USD
2015-12-15,70.2244,USD
2015-12-12,69.1755,USD
2015-12-11,69.2151,USD
2015-12-10,69.2,USD
2015-12-09,69.3026,USD
2015-12-08,68.5156,USD
2015-12-05,67.6698,USD
2015-12-04,67.7691,USD
2015-12-03,66.7402,USD
2015-12-02,66.2584,USD
2015-12-01,66.737,USD
2015-11-28,66.2393,USD
2015-11-27,65.6836,USD
2015-11-26,65.4789,USD
2015-11-25,65.621,USD
2015-11-24,65.5973,USD
2015-11-21,64.8673,USD
2015-11-20,64.912,USD
2015-11-19,64.7785,USD
2015-11-18,65.4799,USD
2015-11-17,66.4607,USD
2015-11-14,66.6343,USD
2015-11-13,65.4541,USD
2015-11-12,64.5693,USD
2015-11-11,64.3908,USD
2015-11-10,64.6606,USD
2015-11-07,63.6832,USD
2015-11-06,63.3991,USD
2015-11-04,63.8525,USD
2015-11-03,63.7993,USD
2015-10-31,64.3742,USD
2015-10-30,64.1686,USD
2015-10-29,65.3159,USD
2015-10-28,63.5004,USD
2015-10-27,62.5038,USD
2015-10-24,61.9286,USD
2015-10-23,62.7888,USD
2015-10-22,62.6309,USD
2015-10-21,62.162,USD
2015-10-20,61.4419,USD
2015-10-17,61.3587,USD
2015-10-16,62.2433,USD
2015-10-15,63.1248,USD
2015-10-14,62.2237,USD
2015-10-13,61.1535,USD
2015-10-10,61.2967,USD
2015-10-09,62.2942,USD
2015-10-08,62.7061,USD
2015-10-07,65.0962,USD
2015-10-06,65.6248,USD
2015-10-03,65.9414,USD
2015-10-02,65.0336,USD
2015-10-01,65.7364,USD
2015-09-30,66.2367,USD
2015-09-29,65.547,USD
2015-09-26,65.6727,USD
2015-09-25,66.5151,USD
2015-09-24,66.041,USD
2015-09-23,66.1747,USD
2015-09-22,66.1455,USD
2015-09-19,65.6445,USD
2015-09-18,65.3623,USD
2015-09-17,65.9273,USD
2015-09-16,67.1574,USD
2015-09-15,67.9571,USD
2015-09-12,68.0093,USD
2015-09-11,68.4961,USD
2015-09-10,67.6219,USD
2015-09-09,68.7932,USD
2015-09-08,68.4864,USD
2015-09-05,67.685,USD
2015-09-04,67.0102,USD
2015-09-03,66.6756,USD
2015-09-02,65.3495,USD
2015-09-01,66.7152,USD
2015-08-29,66.4779,USD
2015-08-28,67.4473,USD
2015-08-27,69.3142,USD
2015-08-26,69.9461,USD
2015-08-25,70.7465,USD
2015-08-22,68.1216,USD
2015-08-21,66.9608,USD
2015-08-20,65.7222,USD
