x,x1,x2,avg
-2.8200000000000003,0.07614327369620728,2.7052703146152073e-4,0.002295745855008425
-2.81,0.07753789199013399,2.810470308099863e-4,0.002383550339274417
-2.8,0.07895015830089418,2.9194692579146027e-4,0.0024743831072001083
-2.79,0.08038010905615417,3.0323922782200417e-4,0.0025683348792120515
-2.7800000000000002,0.08182777599214276,3.1493681290752155e-4,0.00266549855544868
-2.77,0.08329318605587446,3.27052930496375e-4,0.0027659692480432895
-2.76,0.084776361308022255,3.396012124836548e-4,0.002869844313128211
-2.75,0.08627731882651153,3.525956823674454e-4,0.002977223382523635
-2.74,0.0877960706109056,3.6605076455733496e-4,0.0030882083950732994
-2.73,0.089332623487655,3.799812938353214e-4,0.0032029036275882596
-2.7199999999999998,0.0908869790162829,3.944025249691569e-4,0.0033214157253588857
-2.71,0.09245913339658068,0.00040933014247807883,0.0034438537321941336
-2.7,0.0940490773768869,4.2478027055075143e-4,0.0035703291199460745
-2.69,0.09565679616352402,4.407694831151325e-4,0.0037009558174765354
-2.6799999999999997,0.09728226933146754,4.573148140598576e-4,0.0038358502390217226
-2.67,0.09892547073632371,4.7443376760662064e-4,0.003975131311909672
-2.66,0.10058636842769055,4.921443288328931e-4,0.004118920503584168
-2.65,0.10226492456397804,5.104649743441856e-4,0.004267341847887956
-2.6399999999999997,0.10396109532876426,5.294146830949356e-4,0.004420521970556846
-2.63,0.10567483084876363,5.490129473569587e-4,0.004578590113875494
-2.62,0.1074060751134838,5.692797838342526e-4,0.004741678160444569
-2.61,0.1091547658966474,5.902357449227856e-4,0.004909920656008001
-2.5999999999999996,0.11092083467945563,6.11901930113773e-4,0.0050834548312881245
-2.59,0.1127042065757706,6.342999975387576e-4,0.005262420622775744
-2.58,0.11450480025929236,6.574521756546765e-4,0.005446960692420926
-2.5700000000000003,0.11632252789280702,6.813812750668915e-4,0.005637220446169754
-2.56,0.11815729505958227,7.061107004880362e-4,0.005833348051291321
-2.55,0.12000900069698565,7.316644628303109e-4,0.006035494452438384
-2.54,0.12187753703240178,7.580671914287103e-4,0.00624381338638449
-2.5300000000000002,0.12376278952152307,7.853441463924686e-4,0.006458461395379436
-2.52,0.12566463678908815,8.135212310818084e-4,0.006679597839064342
-2.51,0.12758295057214192,8.426250047069027e-4,0.00690738490488695
-2.5,0.12951759566589174,8.726826950457602e-4,0.007141987616957096
-2.49,0.13146842987223098,9.037222112775245e-4,0.007383573843281869
-2.48,0.1334353039510023,9.357721569274798e-4,0.007632314301319047
-2.4699999999999998,0.13541806157407132,9.688618429198468e-4,0.007888382561787439
-2.46,0.13741653928228179,0.0010030213007342376,0.008151955050671981
-2.45,0.13943056644536023,0.0010382812956614103,0.008423211049361156
-2.44,0.14145996522483878,0.0010746733401537356,0.008702332692853972
-2.4299999999999997,0.14350455054006248,0.001112229707265567,0.008989504965973255
-2.42,0.1455641300373476,0.0011509834441784845,0.009284915697522508
-2.41,0.14763850406235568,0.0011909683858061166,0.009588755552322406
-2.4,0.14972746563574488,0.00123221916847302,0.009901218021063727
-2.3899999999999997,0.15183080043216174,0.0012747712436618351,0.01022249940791311
-2.38,0.15394828676263372,0.0013186608918227423,0.010552798815808274
-2.37,0.15607969556042084,0.0013639252362389036,0.010892318129379344
-2.36,0.15822479037038306,0.0014106022569413848,0.011241261995432987
-2.3499999999999996,0.16038332734191968,0.0014587308046667472,0.011599837800936688
-2.34,0.16255505522553418,0.0015083506148503073,0.011968255648440533
-2.33,0.1647397153730768,0.0015595023216476915,0.012346728328874427
-2.3200000000000003,0.16693704174171375,0.0016122274719771231,0.012735471291659034
-2.31,0.16914676090167238,0.0016665685395745797,0.01313470261206956
-2.3,0.1713685920478074,0.0017225689390536812,0.013544642955791894
-2.29,0.173602247015033,0.0017802730399618786,0.013965515540611564
-2.2800000000000002,0.1758474302976623,0.0018397261808242775,0.014397546095176938
-2.27,0.1781038390726936,0.0019009746831660803,0.014840962814778431
-2.26,0.18037116322708038,0.001964065865504376,0.015295996314087278
-2.25,0.18264908538902191,0.002029048057299768,0.015762879576798117
-2.24,0.18493728096330525,0.002095970612857942,0.01624184790212096
-2.23,0.18723541817072956,0.002164883925171062,0.016733138848069266
-2.2199999999999998,0.1895431580916403,0.0022358394396885424,0.017236992171492466
-2.21,0.19186015471359938,0.0023088896680064958,0.01775364976480282
-2.2,0.19418605498321292,0.0023840882014648404,0.018283355589347926
-2.19,0.19652049886213654,0.0024614897246407006,0.01882635560538185
-2.1799999999999997,0.19886311938727594,0.002541150028726526,0.019382897698589866
-2.17,0.2012135427351974,0.0026231260247810244,0.01995323160312381
-2.16,0.20357138829075938,0.0027074757568407,0.02053760882110663
-2.15,0.20593626871997478,0.002794258414879447,0.02113628253856721
-2.1399999999999997,0.20830779004710845,0.0028835343476034414,0.02174950753776865
-2.13,0.21068555173601533,0.0029753650750682535,0.022377540105895453
-2.12,0.21306914677571784,0.0030698133011047403,0.02302063794006801
-2.11,0.21545816177021973,0.003166942925540081,0.023679060048654187
-2.0999999999999996,0.21785217703255064,0.0032668190561999247,0.02435306664885162
-2.09,0.22025076668303334,0.0033695080206774812,0.025042919060516783
-2.08,0.22265349875176113,0.0034750773778549375,0.02574887959621933
-2.0700000000000003,0.22505993528526957,0.0035835959291623588,0.026471211447503383
-2.06,0.2274696324573859,0.003695133729559035,0.02721017856734103
-2.05,0.2298821406842331,0.0038097620982218104,0.0279660455487655
-2.04,0.2322970047433662,0.003927553628924779,0.028739077499675733
-2.0300000000000002,0.23471376389701173,0.0040485822000944265,0.029529539913806843
-2.02,0.2371319520193796,0.004172922984523962,0.030337698537864517
-2.01,0.2395510977280134,0.00430065245873045,0.031163819234825
-2,0.24197072451914337,0.0044318484119380075,0.03200816784340644
-1.9899999999999998,0.24439035090699962,0.004566589954670149,0.032871010033720546
-1.98,0.24680949056704274,0.004704957526933979,0.03375261115911699
-1.9699999999999998,0.249227652483066,0.004847032905978953,0.03465323610423896
-1.96,0.2516443410981171,0.004992899213612376,0.03557314912930903
-1.9500000000000002,0.25405905646918897,0.005142640923053939,0.03651261371067225
-1.94,0.25647129442562033,0.00529634386531102,0.03747189237762456
-1.9300000000000002,0.2588805467311488,0.005454095235056545,0.0384512465455606
-1.92,0.26128630124955315,0.005615983595990969,0.03945093634547945
-1.9100000000000001,0.26368804211381813,0.005782098885669473,0.04047122044988967
-1.9,0.26608524989875487,0.005952532419775854,0.0415123558951617
-1.8900000000000001,0.26847740179700236,0.006127376895823687,0.04257459790037852
-1.88,0.27086397179833804,0.0063067263962659275,0.0436581996827411
-1.87,0.2732444308722162,0.006490676390993364,0.044763412269589256
-1.8599999999999999,0.2756182471534567,0.00667932373920262,0.04589048430710412
-1.85,0.2779848861309964,0.006872766690613971,0.047039661865762
-1.8399999999999999,0.2803438108396206,0.007071104886019449,0.04821118824261575
-1.83,0.28269448205458025,0.007274439357141218,0.04940530376048313
-1.8199999999999998,0.28503635848900727,0.007482872525780564,0.050622245564128254
-1.81,0.2873688969940283,0.007696508202237322,0.0518622474135249
-1.7999999999999998,0.2896915527614828,0.007915451582979969,0.053125539474298995
-1.79,0.2920037795291414,0.008139809247546021,0.05441234810544775
-1.7799999999999998,0.2943050297883252,0.008369689154653033,0.05572289564444315
-1.77,0.2965947549938157,0.008605200637499671,0.057057400189828175
-1.7599999999999998,0.29887240577595287,0.008846454398237232,0.05841607538142239
-1.75,0.30113743215480443,0.009093562501591053,0.05979913017825616
-1.7399999999999998,0.3033892837563002,0.009346638367612292,0.061206768634359726
-1.73,0.3056274100302099,0.009605796763539587,0.06263918967253669
-1.7199999999999998,0.307851260469853,0.009871153794751144,0.06409658685625845
-1.71,0.31006028483341613,0.010142826894787077,0.06557914815981825
-1.6999999999999997,0.3122539333667614,0.010420934814422605,0.06708705573689214
-1.69,0.31443165702759734,0.010705597609772187,0.06862048568765494
-1.6800000000000002,0.31659290771089277,0.010996936629405572,0.07017960782460844
-1.67,0.3187371384754016,0.011295074500456135,0.07176458543727958
-1.6600000000000001,0.32086380377117246,0.01160013511370256,0.07337557505595424
-1.65,0.3229723596679143,0.01191224360760518,0.07501272621461647
-1.6400000000000001,0.3250622640840821,0.012231526351277971,0.07667618121326482
-1.63,0.32713297701655447,0.012558110926378211,0.07836607487978706
-1.62,0.3291839607707648,0.012892126107895304,0.08008253433157266
-1.6099999999999999,0.33121468019115297,0.013233701843821374,0.08182567873705332
-1.6,0.33322460289179967,0.013582969233685613,0.08359561907735986
-1.5899999999999999,0.33521319948710615,0.013940060505935825,0.08539245790829325
-1.58,0.33717994382238053,0.01430510899414969,0.08721628912280678
-1.5699999999999998,0.33912431320419223,0.014678249112060044,0.08906719771420463
-1.56,0.34104578863035256,0.01505961632737745,0.09094525954026181
-1.5499999999999998,0.3429438550193839,0.015449347134395174,0.09285054108847747
-1.54,0.34481800143933333,0.015847579025360818,0.09478309924267345
-1.5299999999999998,0.34666772133579166,0.016254450460600506,0.09674298105115776
-1.52,0.34849251275897447,0.016670100837381057,0.09873022349667002
-1.5099999999999998,0.3502918785897259,0.017094670457496956,0.10074485326833481
-1.5,0.3520653267642995,0.01752830049356854,0.10278688653584618
-1.4899999999999998,0.3538123704977797,0.01797113295403965,0.1048563287261141
-1.48,0.3555325285059971,0.01842331064686205,0.10695317430260094
-1.4699999999999998,0.35722532522580086,0.018884977141856187,0.1090774065475836
-1.46,0.35889029103354464,0.01935627673173696,0.11122899734757291
-1.4499999999999997,0.360526962461648,0.019837354391795337,0.11340790698213057
-1.44,0.3621348824130922,0.020328355738225837,0.1156140839163175
-1.4300000000000002,0.36371360037371336,0.020829426985092186,0.11784746459701695
-1.42,0.3652626726221539,0.021340714899922782,0.12010797325336937
-1.4100000000000001,0.3667816624373361,0.021862366757929387,0.12239552170156241
-1.4,0.3682701403033234,0.0223945302948429,0.1247100091542172
-1.3900000000000001,0.3697276841114323,0.022937353658360693,0.12705132203461214
-1.38,0.37115387935946603,0.023490985358201363,0.1294193337959882
-1.37,0.3725483193479334,0.02405557421476297,0.1318139047461751
-1.3599999999999999,0.3739106053731284,0.024631269306382507,0.13423488187778335
-1.35,0.3752403469169379,0.025218219915194382,0.13668209870419862
-1.3399999999999999,0.376537161833254,0.02581657547158769,0.13915537510162265
-1.33,0.3778006765308646,0.02642648549726172,0.14165451715739558
-1.3199999999999998,0.3790305261527017,0.027048099546881785,0.1441793170248393
-1.31,0.38022635475132494,0.027681567148336573,0.14672955278485478
-1.2999999999999998,0.38138781546052414,0.028327037741601186,0.14930498831450878
-1.29,0.38251457066292405,0.028984660616209412,0.1519053731628375
-1.2799999999999998,0.3836062921534786,0.029654584847341278,0.1545304424340987
-1.27,0.3846626612987428,0.030336959230531636,0.15717991667869333
-1.2599999999999998,0.3856833691918161,0.03103193221500827,0.15985350179198196
-1.25,0.38666811680284924,0.03173965183566742,0.1625508889212106
-1.2399999999999998,0.38761661512501416,0.03246026564369747,0.16527175438076352
-1.23,0.3885285853158359,0.03319392063586112,0.16801575957594916
-1.2199999999999998,0.38940375883379047,0.033940763182449214,0.1707825509355289
-1.21,0.3902418775700743,0.03470093895391882,0.1735717598531852
-1.1999999999999997,0.39104269397545594,0.03547459284623146,0.17638300263812853
-1.19,0.3918059711821211,0.03626186890490622,0.1792158804750299
-1.1800000000000002,0.3925314831204289,0.037062910247806474,0.18206997939346684
-1.17,0.3932190146304972,0.03787785898667748,0.18494487024705922
-1.1600000000000001,0.3938683615685408,0.03870685614745561,0.18784010870246767
-1.15,0.39447933090788895,0.03955004158937022,0.19075523523842297
-1.1400000000000001,0.39505174083461125,0.04040755392286031,0.19368977515494037
-1.13,0.3955854208376874,0.04127953042633042,0.196643238592878
-1.12,0.3960802117936561,0.04216610696177031,0.19961512056397634
-1.1099999999999999,0.3965359660456858,0.043067417889265734,0.20260490099152295
-1.1,0.3969525474770118,0.04398359598042719,0.2056120447617656
-1.0899999999999999,0.39732983157868834,0.0449147723307671,0.20863600178619998
-1.08,0.39766770551160885,0.04586107627105489,0.2116762070748402
-1.0699999999999998,0.39796606816275104,0.04682263527768316,0.2147320808205796
-1.06,0.39822483019560695,0.047799574882077034,0.21780302849473426
-1.0499999999999998,0.39844391409476404,0.048792018579182764,0.2208884409538579
-1.04,0.39862325420460504,0.049800087735070775,0.22398769455790138
-1.0299999999999998,0.3987627967620997,0.050823901493691204,0.22710015129978778
-1.02,0.3988624999236661,0.051863576682820565,0.23022515894645648
-1.0099999999999998,0.39892233378608216,0.05291922771924031,0.23336205119142733
-1,0.3989422804014327,0.05399096651318806,0.23651014781891835
-0.9899999999999998,0.39892233378608216,0.05507890237212579,0.23966875487954745
-0.98,0.3988624999236661,0.05618314190386805,0.2428371648776306
-0.9699999999999998,0.3987627967620997,0.05730378891911715,0.24601465697008654
-0.96,0.39862325420460504,0.05844094433345147,0.24920049717693812
-0.9499999999999997,0.398443914094764,0.05959470606881611,0.25239393860339826
-0.94,0.39822483019560695,0.060765168954564776,0.25559422167350965
-0.9299999999999997,0.39796606816275104,0.06195242462810519,0.25880057437530396
-0.9199999999999999,0.39766770551160885,0.06315656143519865,0.262012212517425
-0.9100000000000001,0.39732983157868834,0.06437766432996934,0.2652283399971618
-0.8999999999999999,0.3969525474770118,0.0656158147746766,0.2684481490798117
-0.8900000000000001,0.3965359660456858,0.06687109063930714,0.2716708206892947
-0.8799999999999999,0.3960802117936561,0.06814356610104458,0.2748955247099213
-0.8700000000000001,0.3955854208376874,0.06943331154367419,0.2781214202992048
-0.8599999999999999,0.39505174083461125,0.0707403934569834,0.2813476562116021
-0.8500000000000001,0.39447933090788895,0.072064874336217985,0.2845733711330496
-0.8399999999999999,0.3938683615685408,0.07340681258165692,0.28779769402615346
-0.8300000000000001,0.3932190146304972,0.0747662623983676,0.29101974448587786
-0.8199999999999998,0.3925314831204289,0.07614327369620735,0.2942386331055695
-0.81,0.3918059711821211,0.07753789199013399,0.2974534618531351
-0.7999999999999998,0.3910426939754559,0.07895015830089418,0.3006633244571899
-0.79,0.3902418775700743,0.08038010905615417,0.30386730680297014
-0.7799999999999998,0.3894037588337904,0.08182777599214285,0.30706448733780356
-0.77,0.3885285853158359,0.08329318605587446,0.3102539374859099
-0.7599999999999998,0.3876166151250141,0.084776361308022255,0.31343472207230233
-0.75,0.38666811680284924,0.08627731882651153,0.3166058997555393
-0.7399999999999998,0.38568336919181606,0.08779607061090566,0.31976652346907664
-0.73,0.3846626612987428,0.089332623487655,0.3229156408709468
-0.7199999999999998,0.3836062921534785,0.0908869790162829,0.32605229480149467
-0.71,0.38251457066292405,0.09245913339658068,0.32917552374887654
-0.6999999999999997,0.3813878154605241,0.09404907737688697,0.3322843623220289
-0.69,0.38022635475132494,0.09565679616352402,0.3353778417307958
-0.6799999999999997,0.37903052615270166,0.09728226933146754,0.3384549902729014
-0.6699999999999999,0.3778006765308646,0.09892547073632371,0.3415148338274367
-0.6600000000000001,0.376537161833254,0.10058636842769055,0.3445563963545289
-0.6499999999999999,0.3752403469169379,0.10226492456397804,0.3475787004008445
-0.6400000000000001,0.3739106053731284,0.10396109532876419,0.35058076761057544
-0.6299999999999999,0.3725483193479334,0.10567483084876363,0.3535616192415464
-0.6200000000000001,0.37115387935946603,0.1074060751134838,0.356520276686071
-0.6099999999999999,0.3697276841114323,0.1091547658966474,0.35945576199618406
-0.6000000000000001,0.3682701403033234,0.11092083467945554,0.36236709841285963
-0.5899999999999999,0.3667816624373361,0.1127042065757706,0.3652533108988286
-0.5800000000000001,0.3652626726221539,0.11450480025929236,0.36811342667459257
-0.5699999999999998,0.36371360037371336,0.11632252789280711,0.37094647575723416
-0.56,0.3621348824130922,0.11815729505958227,0.3737514915016083
-0.5499999999999998,0.36052696246164795,0.12000900069698565,0.37652751114350386
-0.54,0.35889029103354464,0.12187753703240178,0.3792735763443497
-0.5299999999999998,0.3572253252258008,0.12376278952152316,0.3819887337370435
-0.52,0.3555325285059971,0.12566463678908815,0.3846720354724703
-0.5099999999999998,0.35381237049777964,0.12758295057214192,0.38732253976627967
-0.5,0.3520653267642995,0.12951759566589174,0.3899393114454823
-0.48999999999999977,0.35029187858972577,0.13146842987223106,0.39252142249442773
-0.48,0.34849251275897447,0.1334353039510023,0.39506795259971916
-0.46999999999999975,0.3466677213357916,0.13541806157407132,0.3975779896936223
-0.45999999999999996,0.34481800143933333,0.13741653928228179,0.4000506304955209
-0.44999999999999973,0.3429438550193839,0.1394305664453603,0.40248498105097336
-0.43999999999999995,0.34104578863035256,0.14145996522483878,0.4048801572679195
-0.4299999999999997,0.3391243132041921,0.14350455054006248,0.4072352854495947
-0.41999999999999993,0.33717994382238053,0.1455641300373476,0.40954950282369795
-0.41000000000000014,0.33521319948710615,0.14763850406235568,0.411821958067372
-0.3999999999999999,0.33322460289179967,0.14972746563574488,0.41405181182754636
-0.3900000000000001,0.33121468019115297,0.15183080043216163,0.41623823723620135
-0.3799999999999999,0.3291839607707648,0.15394828676263372,0.4183804204201125
-0.3700000000000001,0.32713297701655447,0.15607969556042084,0.4204775610046332
-0.3599999999999999,0.3250622640840821,0.15822479037038306,0.4225288726110851
-0.3500000000000001,0.3229723596679143,0.1603833273419196,0.42453358334731883
-0.33999999999999986,0.32086380377117246,0.16255505522553418,0.4264909362910226
-0.33000000000000007,0.3187371384754016,0.1647397153730768,0.4284001899653518
-0.31999999999999984,0.31659290771089277,0.16693704174171387,0.43026061880646504
-0.31000000000000005,0.31443165702759734,0.16914676090167238,0.4320715136225514
-0.2999999999999998,0.3122539333667612,0.1713685920478074,0.4338321820439453
-0.29000000000000004,0.31006028483341613,0.173602247015033,0.4355419489639285
-0.2799999999999998,0.3078512604698529,0.17584743029766242,0.4372001569698263
-0.27,0.3056274100302099,0.1781038390726936,0.4388061667640129
-0.2599999999999998,0.3033892837563001,0.18037116322708038,0.44035935757445077
-0.25,0.30113743215480443,0.18264908538902191,0.44185912755439166
-0.23999999999999977,0.2988724057759527,0.18493728096330536,0.44330489417088187
-0.22999999999999998,0.2965947549938157,0.18723541817072956,0.4446960945817197
-0.21999999999999975,0.29430502978832507,0.1895431580916403,0.44603218600052474
-0.20999999999999996,0.2920037795291414,0.19186015471359938,0.44731264604958526
-0.19999999999999973,0.2896915527614827,0.19418605498321304,0.4485369731001665
-0.18999999999999995,0.2873688969940283,0.19652049886213654,0.4497046865999647
-0.17999999999999972,0.28503635848900716,0.19886311938727594,0.4508153273874132
-0.16999999999999993,0.28269448205458025,0.2012135427351974,0.4518684579925473
-0.16000000000000014,0.2803438108396206,0.20357138829075938,0.4528636629241563
-0.1499999999999999,0.2779848861309964,0.20593626871997478,0.45380054894295707
-0.14000000000000012,0.2756182471534567,0.2083077900471083,0.45467874532053654
-0.1299999999999999,0.2732444308722162,0.21068555173601533,0.4554979040838276
-0.1200000000000001,0.27086397179833804,0.21306914677571784,0.45625770024488943
-0.10999999999999988,0.26847740179700236,0.21545816177021973,0.4569578320157821
-0.10000000000000009,0.26608524989875487,0.21785217703255053,0.45759802100833474
-0.08999999999999986,0.26368804211381813,0.22025076668303334,0.45817801241862477
