target_return,std_dev,stocks,bonds,reit,gold
8.450000000000001,8.442827554161875,44.95790814057871,34.43014049767415,8.32589767040963,12.286053691337493
8.5,8.559231159870357,45.56707686706869,33.39840535937269,8.527771017184977,12.506746756373637
8.55,8.675941904995456,46.176245593558704,32.36667022107117,8.729644363960325,12.727439821409789
8.6,8.792947559356671,46.78541432004869,31.3349350827697,8.931517710735672,12.948132886445931
8.65,8.910236505071936,47.39458304653869,30.303199944468183,9.133391057511025,13.168825951482082
8.700000000000001,9.027797700603202,48.003751773028696,29.27146480616668,9.335264404286377,13.389519016518234
8.75,9.145620647156543,48.61292049951867,28.23972966786522,9.537137751061723,13.610212081554376
8.8,9.263695357272685,49.22208922600868,27.207994529563706,9.739011097837071,13.830905146590528
8.85,9.38201232545527,49.83125795249867,26.176259391262313,9.940884444612378,14.05159821162664
8.9,9.500562500695086,50.44042667898868,25.144524252960785,10.14275779138773,14.272291276662791
8.950000000000001,9.619337260758273,51.049595405478684,24.112789114659282,10.344631138163082,14.49298434169894
9,9.738328388116264,51.65876413196868,23.08105397635778,10.546504484938433,14.713677406735087
9.05,9.857528047403646,52.267932858458686,22.049318838056276,10.748377831713785,14.934370471771242
9.1,9.976928764298542,52.87710158494866,21.017583699754837,10.950251178489124,15.15506353680738
9.15,10.096523405727618,53.486270311438666,19.985848561453334,11.152124525264478,15.375756601843529
9.200000000000001,10.216305161304819,54.095439037928685,18.954113423151785,11.35399787203983,15.596449666879684
9.25,10.33626752591964,54.704607764418654,17.92237828485035,11.555871218815172,15.81714273191582
9.3,10.456404283396768,55.31377649090865,16.890643146548868,11.75774456559052,16.037835796951967
9.35,10.576709491154391,55.92294521739865,15.858908008247363,11.959617912365866,16.258528861988115
9.4,10.697177465794063,56.53211394388864,14.827172869945882,12.161491259141217,16.479221927024263
9.450000000000001,10.817802769559492,57.141282670378644,13.795437731644377,12.36336460591657,16.69991499206041
9.5,10.938580197606338,57.75045139686864,12.763702593342874,12.565237952691916,16.92060805709656
9.55,11.05950476602917,58.35962012335866,11.731967455041348,12.76711129946727,17.141301122132717
9.600000000000001,11.180571700595548,58.968788849848664,10.700232316739843,12.968984646242623,17.361994187168865
9.65,11.301776426140881,59.577957576338626,9.668497178438408,13.170857993017965,17.582687252205
9.700000000000001,11.423114556580854,60.18712630282863,8.636762040136926,13.372731339793312,17.803380317241146
9.75,11.544581885501305,60.79629502931863,7.605026901835399,13.574604686568662,18.024073382277294
9.8,11.666174377288387,61.40546375580862,6.573291763533917,13.77647803334401,18.24476644731344
9.850000000000001,11.787888158764282,62.01463248229862,5.541556625232413,13.978351380119364,18.465459512349593
9.9,11.90971951129622,62.623801208788606,4.509821486930932,14.180224726894707,18.686152577385737
9.950000000000001,12.031664863348905,63.232969935278625,3.478086348629428,14.382098073670061,18.906845642421892
10,12.153720783452238,63.8421386617686,2.446351210327946,14.583971420445405,19.12753870745803
10.05,12.27588397355861,64.4513073882586,1.4146160720264644,14.785844767220752,19.348231772494177
10.100000000000001,12.398151262765234,65.06047611474861,0.38288093372496057,14.987718113996106,19.56892483753033
10.15,12.521385085873726,65.85305197535222,0,15.308709814770058,18.83823820987772
10.200000000000001,12.648734855745163,66.7538541436008,0,15.699991799988622,17.54615405641056
10.25,12.780372781325157,67.65465631184937,0,16.091273785207175,16.254069902943463
10.3,12.916167752271738,68.55545848009797,0,16.48255577042574,14.961985749476275
10.350000000000001,13.0559900573072,69.45626064834653,0,16.8738377556443,13.669901596009149
10.4,13.199711714453368,70.3570628165951,0,17.265119740862854,12.377817442542055
10.450000000000001,13.347206760567675,71.25786498484372,0,17.65640172608143,11.085733289074836
10.5,13.498351501961343,72.15866715309227,0,18.04768371129998,9.793649135607735
10.55,13.65302472817484,73.05946932134087,0,18.438965696518544,8.501564982140577
10.600000000000001,13.811107891197501,73.96027148958943,0,18.8302476817371,7.209480828673451
10.65,13.972485252557446,74.86107365783803,0,19.221529666955668,5.917396675206296
10.700000000000001,14.137044000782675,75.76187582608662,0,19.612811652174234,4.625312521739108
10.75,14.30467434175585,76.66267799433517,0,20.004093637392774,3.333228368272037
10.8,14.475269564460762,77.56348016258376,0,20.39537562261134,2.041144214804913
10.850000000000001,14.648726084558104,78.46428233083239,0,20.786657607829927,0.7490600613376724
10.9,15.19999999999982,99.99999999999542,2.328518608837058e-15,4.557465516086268e-12,0
