date,benchmark_growth,strategy_growth,mkt_growth,rf_growth
1979-10-31,22.651240542662126,25.392913237025507,75.0138438105556,3.9192211049138272
1979-11-30,23.465552640170827,26.526283597838077,79.66470212681004,3.958021393852474
1979-12-31,23.89849208638198,27.09702851923138,81.84751496508466,3.995622597094073
1980-01-31,24.74808348005286,28.250414792644523,87.0120931593815,4.027587577870825
1980-02-29,24.817378113797005,28.33190939198386,86.72495325195553,4.063433107313876
1980-03-31,23.516947500634043,26.5258288679932,76.58680621680193,4.112600647912373
1980-04-30,24.28007244702962,27.635234818968033,80.59229618194067,4.164419416076069
1980-05-31,25.11530693920744,29.077154372008472,85.48424856018447,4.198151213346285
1980-06-30,25.65277450770648,29.98775392309187,88.62152048234323,4.223759935747697
1980-07-31,26.6211667453724,31.525251056523725,94.84275122020374,4.24614586340716
1980-08-31,27.031132713251136,32.073790424907244,97.1569143499767,4.273321196932966
1980-09-30,27.52985711181062,32.717582673824964,100.01332763186602,4.3053711059099635
1980-10-31,27.937298997065415,33.214647578002854,102.02359551726653,4.346272131416109
1980-11-30,29.54509055434653,34.96393697329268,112.78708484433817,4.387996343877703
1980-12-31,29.26441219408024,34.70128658378868,109.1666194208349,4.445479095982502
1981-01-31,28.83129889360785,34.21604692639203,104.79995464400152,4.49171207858072
1981-02-28,29.221962993616238,34.676062668402416,106.51867390016314,4.539773397821533
1981-03-31,30.09569968712536,35.66715591141005,111.59961464520092,4.594704655935174
1981-04-30,30.103223612047145,35.72659291497631,110.45013861435535,4.6443274662192735
1981-05-31,30.46596745657231,36.154369244865215,111.84181036089625,4.6977372320807955
1981-06-30,30.517759601248486,36.23755777039622,110.7122080762512,4.761156684713886
1981-07-31,30.661193071374353,36.43500213030354,110.38007145202245,4.820195027604338
1981-08-31,29.974382346575567,35.820734983277084,104.02217933638596,4.8818935239576735
1981-09-30,29.27148308054837,35.00451973586647,97.85366410173826,4.942429003654748
1981-10-31,30.345746509604496,36.29317223603158,103.85209371117482,5.002232394598971
1981-11-30,31.18025453861862,37.438020191343725,108.45274146257985,5.055756281221179
1981-12-31,30.882483107774814,36.941307791971724,105.43775524992014,5.099741360867804
1982-01-31,30.62924674629106,36.52202394853285,102.8650740218221,5.140539291754746
1982-02-28,30.01359888669061,35.51049915191385,97.78353936514408,5.1878322532388905
1982-03-31,30.027105006189622,35.35278157153705,96.9132658647943,5.238673009320632
1982-04-30,30.857354459610765,36.54436671483992,101.17744956284525,5.297870014325955
1982-05-31,30.568838195413406,35.85839849796344,98.2129502906539,5.35402743647781
1982-06-30,30.390010491970237,35.322888178728235,96.12101444946296,5.405426099867997
1982-07-31,30.224384934789,34.74173672564881,94.06402474024445,5.462183073916611
1982-08-31,32.13758850116114,38.56244313791467,105.25764368433353,5.503695665278378
1982-09-30,32.50877764834955,39.182870000844666,107.15228127065154,5.531764513171297
1982-10-31,34.53732537360656,43.34975054282338,119.892687513732,5.564401923799008
1982-11-30,35.561357070933994,45.3848607761773,126.2469999519598,5.599457655918942
1982-12-31,35.89741189525432,45.9004201876889,127.78721335137371,5.6369740222135984
1983-01-31,36.79125745144615,47.57119548252077,133.26928480414762,5.675869142966872
1983-02-28,37.49581003164134,48.80446771355432,137.54722884636078,5.711059531653266
1983-03-31,38.260724556286824,50.096362644321864,142.2926082415602,5.747039206702682
1983-04-30,39.80837086458863,52.75701293422648,152.79380272978736,5.787843185070272
