date,mkt,mkt_rf,smb,hml,mom,rf,cpi
1978-06-30,64.96027281035767,18.637020107862583,3.982135531376675,11.542809433549465,31.600262349854596,3.4817616624670884,3.68361581920904
1978-07-31,68.64352027870494,19.589371835374358,3.992489083758254,11.41814709166713,32.933793421018464,3.501259527776904,3.7118644067796613
1978-08-31,71.60205600271713,20.3239732792009,4.1945090313964215,11.353063653244627,33.86252639549118,3.520866581132455,3.728813559322034
1978-09-30,71.02207934909512,20.033340461308327,4.177730995270836,11.565365943560302,32.809401824591404,3.542695953935476,3.7570621468926557
1978-10-31,63.04629983819174,17.647369612366504,3.7649711729380773,11.727281066770146,30.056693011508187,3.566786286422237,3.790960451977401
1978-11-30,65.19617866267407,18.125613328861636,3.8782968052435134,11.470453611407878,31.715822465743436,3.5917537904271923,3.8079096045197747
1978-12-31,66.27843522847445,18.285118726155616,3.9267755153090573,11.221544768040328,32.68315505094861,3.6197694699925247,3.824858757062147
1979-01-31,69.59235698989818,19.058579248272,4.070495499169368,11.47851814322845,32.27788392831685,3.647641694911467,3.8587570621468927
1979-02-28,67.62289328708405,18.380093827033516,4.088812728915631,11.6116689536899,31.93573835867669,3.6742694792843213,3.9039548022598867
1979-03-31,72.01161906141581,19.42408315640902,4.219245854968039,11.53154843790944,32.855487623406574,3.704031062066524,3.943502824858757
1979-04-30,72.54450504247028,19.412428706515172,4.3112254146063425,11.646863922288535,33.121617073156166,3.7336633105630566,3.9887005649717513
1979-05-31,71.53613642237994,18.983414032101187,4.318123375269713,11.798273153278284,32.932823855839175,3.7642793497096734,4.03954802259887
1979-06-30,74.86972037966284,19.714275472337082,4.368645418760369,11.96934811400082,33.20287301145706,3.7947700124423216,4.084745762711864
1979-07-31,76.06014893369948,19.875932531210246,4.42369035103675,12.178811705995834,32.840961695632174,3.823989741538128,4.129943502824859
1979-08-31,80.85193831652255,20.975071600186173,4.516145479373417,11.993693768064698,32.765427483732225,3.8534344625479715,4.169491525423729
1979-09-30,80.8600235103542,20.803076013064647,4.504855115674983,11.889348632282534,34.51510131136352,3.8854179685871193,4.214689265536723
1979-10-31,75.0138438105556,19.11802685600641,4.353942469299872,11.67415142203822,35.24682145916443,3.9192211049138272,4.248587570621469
1979-11-30,79.66470212681004,20.114076055204343,4.474111281452549,11.279565103973328,38.05246844731392,3.958021393852474,4.288135593220339
1979-12-31,81.84751496508466,20.474118016592502,4.661576544145411,11.049461975852273,39.871376439095535,3.995622597094073,4.333333333333334
1980-01-31,87.0120931593815,21.60224191930675,4.73849255712381,11.239512721836933,42.8657168096716,4.027587577870825,4.395480225988701
1980-02-29,86.72495325195553,21.338694567891206,4.651778143328444,11.313693505801055,46.24353529427373,4.063433107313876,4.457627118644068
1980-03-31,76.58680621680193,18.58600296863324,4.342434896797102,11.198293832041886,41.808780259552876,4.112600647912373,4.525423728813559
1980-04-30,80.59229618194067,19.32386728648798,4.384122271806355,11.311396599745509,41.633183382462754,4.164419416076069,4.576271186440678
