month,dy_ru,hml_ru,liq_ru,mom_ru,pe_ru,rmrf_ru,rmrf_ru_fixed,smb_ru,soe_ru
2014-12-31,1,1,1,1,1,1,1,1,1
2015-01-31,1.04872,0.898039,0.8775150000000002,1.140353,1.045866,1.1809899999999998,1.1654401005706745,0.8423410000000001,1.122928
2015-02-28,1.03170871288,0.9305489098389998,0.80485851303,0.921342504585,0.970581427722,1.2521505524499998,1.2289552129225514,0.9132509500620001,1.0754977671359998
2015-03-31,1.0815856388954708,0.9214593080876926,0.8063885490632701,0.9237435231519486,0.9770290001463571,1.1136915008117363,1.120521560950101,0.9247469530213805,1.09516754579915
2015-04-30,0.979175702676653,1.0232750328755342,0.7551602973183785,0.9072657861859641,0.9119696160556113,1.106664107441614,1.1517596809191506,0.9229705141246265,1.0319249055318866
2015-05-31,0.9189221258124451,1.0372478534494496,0.7684065640936403,0.8517093657688666,0.9553647782660016,1.056506770100038,1.089439683181748,1.0072146478013517,1.0098282975297324
2015-06-30,0.9154458434104967,1.0674857028732079,0.7475635360426003,0.8406763226446966,0.9729568652929917,1.0963201712244877,1.1137716750680027,1.041671460902636,1.0469142417565116
2015-07-31,0.9258260838289283,0.9777379098898459,0.7486587166229027,0.8107499269111907,0.9785815289312506,1.1060083525775986,1.142479321794261,0.9976733417370305,1.093963614695291
2015-08-31,0.9344538571041302,0.9140813055285576,0.7713303485383942,0.8531626878376959,0.9955716614365551,1.19528866482272,1.1752452985273278,0.9606546723918781,1.1486836747023492
2015-09-30,0.9041710109569566,0.9452587906975257,0.8107977798124069,0.8151670875348441,0.9509839890074575,1.1330475934680713,1.1059901295457333,1.0277170144168828,1.1239111625737186
2015-10-31,0.8741299291179118,0.9905848949702628,0.7881440898444482,0.7880383268616845,0.8698127506257258,1.1260725524826818,1.1447446749121566,1.012842866067227,1.0585782066933083
2015-11-30,0.8674611918886712,0.937813465860512,0.7566608860315218,0.7767000314147986,0.8754239126800124,1.1458486386493827,1.1742038357118487,0.988176090907026,1.0486857933517593
2015-12-31,0.8397891798674226,0.9621225287090824,0.8026810011199591,0.7708219655770514,0.8461208480508744,1.1394330321215849,1.1641402878920792,1.0370601739481056,0.9924321900247842
2016-01-31,0.82903735899758,0.9876447530281481,0.7976730743539716,0.7449470138365609,0.8084380099620806,1.1878327290270136,1.1706099878508842,1.0198387526995234,1.0384830285063142
2016-02-29,0.8282937124865591,1.0214913387144229,0.8049638062535669,0.7530147899964108,0.7877840356835694,1.2192402142152168,1.196617992348884,0.9509527243096814,1.0132676220911525
2016-03-31,0.8267945008669585,1.0593365713224536,0.7795068258807979,0.7587911664504733,0.7777839051346022,1.2268811926377035,1.2055832755593032,0.97538555265537,0.9652792675089156
2016-04-30,0.8621912270380748,1.035697475733393,0.765524032438148,0.8225819810227981,0.7687670563223767,1.2893073614814952,1.2488307758994954,0.9485429422462943,0.9214102206384378
2016-05-31,0.819623121776751,1.0093959383371436,0.8020778049870696,0.7691059264365059,0.8255904732904451,1.2630944535152149,1.2041807801634792,0.9495483977650753,0.9355520247047965
2016-06-30,0.7987014219702776,1.0468283773144382,0.7982101858114219,0.7823868475742116,0.8076413108106376,1.2483250900702616,1.1962151603570914,0.9073533156135888,0.9180076175855073
2016-07-31,0.8309434009723737,0.9906283490499352,0.7766832553102737,0.7812250031055639,0.8417350811051979,1.2921849921098802,1.2510902688877004,0.9478049411302737,0.9453477204524391
2016-08-31,0.8094178121701844,0.98011282912477,0.7732355583399515,0.8047351883490228,0.8403798876246186,1.3136623988637384,1.257502875681199,0.9898438814891659,0.9211042781614363
2016-09-30,0.8108585758758472,0.9737930616025736,0.77229066448766,0.8414246750562315,0.8500963598853343,1.3243451014912984,1.2523641336413105,1.0575294061053948,0.9106359280401314
2016-10-31,0.841138467674779,0.95171522530992,0.7677048025219323,0.8938992834914384,0.8617919856046368,1.3671135021988585,1.2519519580806424,1.0764856207098341,0.9083602488559591
2016-11-30,0.8523180390486444,1.0021104499205309,0.749315201682322,0.9180881981027168,0.8484195593640096,1.4630493251021612,1.3141918857562522,1.0723077800158591,0.9122898152925101
2016-12-31,0.805686866814254,1.0018659349707504,0.7219816817553542,0.9297525086596118,0.8497787274981108,1.5275025000702118,1.3922599250139245,1.0547626801192396,0.8940814228690869
2017-01-31,0.8238986127517236,1.0350176787589325,0.7475080660954965,0.8856301736086613,0.8318110060838907,1.5331985568929738,1.37129995466529,1.0761817458644212,0.8738671359794398
2017-02-28,0.8519342347464391,0.9914848351903319,0.7903619560166851,0.8448114789070381,0.8525139502143125,1.4288536627065087,1.2484615092622355,1.1517792087844134,0.9079724225624454
2017-03-31,0.8523082338754929,0.9822253583144894,0.8017605561463577,0.8280259196326342,0.8347893326754069,1.388497119857026,1.2134077236715086,1.1433458814176938,0.9087115121144113
2017-04-30,0.8241377421294401,1.0025328675976415,0.779734590147905,0.8150789063532583,0.7886004388984766,1.3747593293531606,1.2171750980386684,1.114651329831754,0.8725357068171365
2017-05-31,0.8363465186413457,1.0180761371768754,0.798243929848836,0.8397912837149828,0.8004073646696646,1.3193125360816889,1.1392639898675894,1.1298306516414027,0.9116000029470464
2017-06-30,0.8597081859465545,0.9814651012078576,0.7555043533568696,0.8163165979612979,0.8380081014397515,1.3141527047530734,1.13285598127533,1.1925656284044432,0.9245119053887886
2017-07-31,0.877086327217278,0.9901510673535472,0.7589086559730955,0.8175908681707154,0.7962518337612116,1.3461312966705345,1.1781901826874228,1.2192516694712494,0.9210024581959326
