month,factor,return
2017-04-01,liq_ru,-0.027474
2017-05-01,liq_ru,0.023735
2017-06-01,liq_ru,-0.053544
2017-07-01,liq_ru,0.004506
2017-08-01,liq_ru,-0.017478
2017-09-01,liq_ru,0.006027
2017-10-01,liq_ru,0.009634
2017-11-01,liq_ru,-0.013844
2017-12-01,liq_ru,-0.028998
2018-01-01,liq_ru,-0.034963
2018-02-01,liq_ru,-0.008726000000000001
2018-03-01,liq_ru,0.036929
2018-04-01,liq_ru,-0.03472
2018-05-01,liq_ru,-0.003649
2018-06-01,liq_ru,8.4e-4
2018-07-01,liq_ru,-0.032101000000000005
2018-08-01,liq_ru,-0.033805
2018-09-01,liq_ru,-0.030959
2018-10-01,liq_ru,0.074558
2018-11-01,liq_ru,-0.005646
2018-12-01,liq_ru,-0.002343
2019-01-01,liq_ru,-0.043791000000000004
2019-02-01,liq_ru,2.89e-4
2019-03-01,liq_ru,-0.0028810000000000003
2019-04-01,liq_ru,0.006484
2019-05-01,liq_ru,-0.049423
2019-06-01,liq_ru,-0.016008
2019-07-01,liq_ru,0.042789
2019-08-01,liq_ru,-0.003424
2019-09-01,liq_ru,0.009840999999999999
2019-10-01,liq_ru,-0.057783
2019-11-01,liq_ru,0.004007
2019-12-01,liq_ru,-0.032572000000000004
2020-01-01,liq_ru,0.003889
2020-02-01,liq_ru,0.020593
2020-03-01,liq_ru,0.029556
2020-04-01,liq_ru,0.026102
2005-01-01,dy_ru,-0.036226
2005-02-01,dy_ru,-0.09277200000000001
2005-03-01,dy_ru,0.0146
2005-04-01,dy_ru,0.069559
2005-05-01,dy_ru,0.11987
2005-06-01,dy_ru,0.07099899999999999
2005-07-01,dy_ru,-0.1131
2005-08-01,dy_ru,0.028822
2005-09-01,dy_ru,-0.008727
2005-10-01,dy_ru,-5.3e-4
2005-11-01,dy_ru,0.066165
2005-12-01,dy_ru,-0.069242
2006-01-01,dy_ru,0.021324999999999997
2006-02-01,dy_ru,0.207456
2006-03-01,dy_ru,0.220789
2006-04-01,dy_ru,-0.231904
2006-05-01,dy_ru,-0.08211
2006-06-01,dy_ru,0.02349
2006-07-01,dy_ru,0.01309
2006-08-01,dy_ru,0.01459
2006-09-01,dy_ru,-0.15930999999999998
2006-10-01,dy_ru,0.06569
2006-11-01,dy_ru,-0.35680999999999996
2006-12-01,dy_ru,-0.00731
2007-01-01,dy_ru,-0.053299000000000006
2007-02-01,dy_ru,-0.124439
2007-03-01,dy_ru,0.038029
2007-04-01,dy_ru,-0.049644
2007-05-01,dy_ru,-0.035288
2007-06-01,dy_ru,-0.029037999999999998
2007-07-01,dy_ru,0.014168
2007-08-01,dy_ru,0.036753
2007-09-01,dy_ru,0.030703
2007-10-01,dy_ru,-0.0034660000000000003
2007-11-01,dy_ru,0.012325999999999998
2007-12-01,dy_ru,0.022581000000000004
2008-01-01,dy_ru,-0.020711
2008-02-01,dy_ru,0.06257399999999999
2008-03-01,dy_ru,0.023882
2008-04-01,dy_ru,0.017063
2008-05-01,dy_ru,0.021404999999999997
2008-06-01,dy_ru,0.017086
2008-07-01,dy_ru,-0.041958999999999996
2008-08-01,dy_ru,0.032004000000000005
2008-09-01,dy_ru,0.009527
2008-10-01,dy_ru,0.038699
2008-11-01,dy_ru,0.015886
2008-12-01,dy_ru,0.038928
2009-01-01,dy_ru,0.029644
2009-02-01,dy_ru,0.079395
2009-03-01,dy_ru,-0.044322
2009-04-01,dy_ru,-0.016161000000000002
2009-05-01,dy_ru,-0.042984999999999995
2009-06-01,dy_ru,0.01645
2009-07-01,dy_ru,0.044913
2009-08-01,dy_ru,-0.01621
2009-09-01,dy_ru,-0.073388
2009-10-01,dy_ru,0.011897
2009-11-01,dy_ru,0.034826
2009-12-01,dy_ru,-0.059962
2010-01-01,dy_ru,0.0063160000000000004
2010-02-01,dy_ru,0.03505
2010-03-01,dy_ru,0.060223000000000006
2010-04-01,dy_ru,0.035348000000000004
2010-05-01,dy_ru,-0.025811999999999998
2010-06-01,dy_ru,0.060598
2010-07-01,dy_ru,-0.005909
2010-08-01,dy_ru,0.006733
2010-09-01,dy_ru,-0.004497
2010-10-01,dy_ru,-0.07912
2010-11-01,dy_ru,0.025702
2010-12-01,dy_ru,0.020958
2011-01-01,dy_ru,-0.008184
2011-02-01,dy_ru,0.040309
2011-03-01,dy_ru,-0.013407
2011-04-01,dy_ru,0.0069630000000000004
2011-05-01,dy_ru,-0.008378
2011-06-01,dy_ru,0.028731
2011-07-01,dy_ru,0.057259000000000004
2011-08-01,dy_ru,0.024059
2011-09-01,dy_ru,0.098329
2011-10-01,dy_ru,-0.11476000000000001
2011-11-01,dy_ru,0.051481000000000006
2011-12-01,dy_ru,0.011075999999999999
2012-01-01,dy_ru,-0.033263
2012-02-01,dy_ru,-0.0017829999999999999
2012-03-01,dy_ru,0.012626
2012-04-01,dy_ru,-0.008849000000000001
2012-05-01,dy_ru,0.011205
2012-06-01,dy_ru,0.030998
2012-07-01,dy_ru,0.003273
2012-08-01,dy_ru,0.010962000000000001
2012-09-01,dy_ru,-0.014774
2012-10-01,dy_ru,-0.063657
2012-11-01,dy_ru,-0.03454
2012-12-01,dy_ru,7.589999999999999e-4
2013-01-01,dy_ru,-0.035817
2013-02-01,dy_ru,0.018825
2013-03-01,dy_ru,0.036323
2013-04-01,dy_ru,0.0044009999999999995
2013-05-01,dy_ru,-0.018564
2013-06-01,dy_ru,-0.052715
2013-07-01,dy_ru,0.00114
2013-08-01,dy_ru,0.03202
2013-09-01,dy_ru,0.007418
2013-10-01,dy_ru,0.014486
2013-11-01,dy_ru,-0.014339999999999999
2013-12-01,dy_ru,-0.016872
2014-01-01,dy_ru,0.031579
2014-02-01,dy_ru,0.013742
2014-03-01,dy_ru,0.040414000000000005
2014-04-01,dy_ru,0.05853100000000001
2014-05-01,dy_ru,-0.019934
2014-06-01,dy_ru,0.007866
2014-07-01,dy_ru,0.006368
2014-08-01,dy_ru,0.004737
2014-09-01,dy_ru,-0.041317000000000006
2014-10-01,dy_ru,-0.013900999999999998
2014-11-01,dy_ru,0.040463
2014-12-01,dy_ru,0.028218
2015-01-01,dy_ru,0.04872
2015-02-01,dy_ru,-0.016221
2015-03-01,dy_ru,0.048344
2015-04-01,dy_ru,-0.094685
2015-05-01,dy_ru,-0.061535
2015-06-01,dy_ru,-0.0037830000000000003
2015-07-01,dy_ru,0.011338999999999998
2015-08-01,dy_ru,0.009319
2015-09-01,dy_ru,-0.032407
2015-10-01,dy_ru,-0.033225
2015-11-01,dy_ru,-0.007629
2015-12-01,dy_ru,-0.0319
2016-01-01,dy_ru,-0.012803
2016-02-01,dy_ru,-8.97e-4
2016-03-01,dy_ru,-0.00181
2016-04-01,dy_ru,0.042812
2016-05-01,dy_ru,-0.049372
2016-06-01,dy_ru,-0.025526
2016-07-01,dy_ru,0.040368
2016-08-01,dy_ru,-0.025905
2016-09-01,dy_ru,0.00178
2016-10-01,dy_ru,0.037343
2016-11-01,dy_ru,0.013290999999999999
2016-12-01,dy_ru,-0.054710999999999996
2017-01-01,dy_ru,0.022602
2017-02-01,dy_ru,0.034026
2017-03-01,dy_ru,4.3799999999999997e-4
2017-04-01,dy_ru,-0.033053
2017-05-01,dy_ru,0.014813
2017-06-01,dy_ru,0.027932000000000002
2017-07-01,dy_ru,0.020214
2017-08-01,dy_ru,0.030732
2017-09-01,dy_ru,-0.018139000000000002
2017-10-01,dy_ru,0.032091
2017-11-01,dy_ru,-7.85e-4
2017-12-01,dy_ru,0.026691
2018-01-01,dy_ru,-0.013488
2018-02-01,dy_ru,0.017806
2018-03-01,dy_ru,0.043693
2018-04-01,dy_ru,0.019713
2018-05-01,dy_ru,0.005633
2018-06-01,dy_ru,8.35e-4
2018-07-01,dy_ru,-0.0032
2018-08-01,dy_ru,0.047192
2018-09-01,dy_ru,-0.011701
2018-10-01,dy_ru,0.037603
2018-11-01,dy_ru,0.0069
2018-12-01,dy_ru,-0.002298
2019-01-01,dy_ru,-0.052525
2019-02-01,dy_ru,0.043626
2019-03-01,dy_ru,0.032423
2019-04-01,dy_ru,-0.04531399999999999
2019-05-01,dy_ru,-0.12024800000000001
2019-06-01,dy_ru,-0.029543
2019-07-01,dy_ru,0.002407
2019-08-01,dy_ru,0.014675
2019-09-01,dy_ru,-0.008334000000000001
2019-10-01,dy_ru,-0.034963
2019-11-01,dy_ru,0.038693
2019-12-01,dy_ru,0.0016489999999999999
2020-01-01,dy_ru,-0.036031
2020-02-01,dy_ru,0.049815
2020-03-01,dy_ru,0.012081
2020-04-01,dy_ru,-0.023846
2007-01-01,soe_ru,-0.012444
2007-02-01,soe_ru,-0.009229000000000001
2007-03-01,soe_ru,0.052115999999999996
2007-04-01,soe_ru,-0.010967
2007-05-01,soe_ru,-0.002509
2007-06-01,soe_ru,-0.010728
2007-07-01,soe_ru,0.049436
2007-08-01,soe_ru,0.043491999999999996
2007-09-01,soe_ru,0.040652
2007-10-01,soe_ru,0.034404
2007-11-01,soe_ru,-0.035265
2007-12-01,soe_ru,-0.03299
2008-01-01,soe_ru,0.008193
2008-02-01,soe_ru,0.091476
2008-03-01,soe_ru,0.023909
2008-04-01,soe_ru,0.027297
2008-05-01,soe_ru,0.002319
2008-06-01,soe_ru,0.006662
2008-07-01,soe_ru,-0.051598
2008-08-01,soe_ru,0.031863
2008-09-01,soe_ru,-0.029788000000000002
2008-10-01,soe_ru,0.049625
2008-11-01,soe_ru,-0.08703799999999999
2008-12-01,soe_ru,0.039037999999999996
2009-01-01,soe_ru,0.075777
2009-02-01,soe_ru,0.12015700000000001
2009-03-01,soe_ru,-0.047035
2009-04-01,soe_ru,-0.003459
2009-05-01,soe_ru,-0.068094
2009-06-01,soe_ru,0.005392
2009-07-01,soe_ru,0.05003199999999999
2009-08-01,soe_ru,-0.016289
2009-09-01,soe_ru,-0.085673
2009-10-01,soe_ru,-0.01718
2009-11-01,soe_ru,0.017067000000000002
2009-12-01,soe_ru,-0.043909000000000004
2010-01-01,soe_ru,0.045611
2010-02-01,soe_ru,0.049188
2010-03-01,soe_ru,0.014698
2010-04-01,soe_ru,0.034598
2010-05-01,soe_ru,0.005292
2010-06-01,soe_ru,0.009032
2010-07-01,soe_ru,0.005437999999999999
2010-08-01,soe_ru,0.021661
2010-09-01,soe_ru,0.009130000000000001
2010-10-01,soe_ru,-0.053147
2010-11-01,soe_ru,0.04768
2010-12-01,soe_ru,0.077563000000000007
2011-01-01,soe_ru,-0.035958000000000004
2011-02-01,soe_ru,0.014204000000000001
2011-03-01,soe_ru,0.002777
2011-04-01,soe_ru,0.014367000000000001
2011-05-01,soe_ru,0.019109
2011-06-01,soe_ru,-0.022064
2011-07-01,soe_ru,0.023755000000000002
2011-08-01,soe_ru,0.026516
2011-09-01,soe_ru,0.046686
2011-10-01,soe_ru,-0.050839999999999996
2011-11-01,soe_ru,-0.038794
2011-12-01,soe_ru,-0.004088
2012-01-01,soe_ru,0.009435
2012-02-01,soe_ru,0.007756999999999999
2012-03-01,soe_ru,0.00256
2012-04-01,soe_ru,0.026549
2012-05-01,soe_ru,0.049558
2012-06-01,soe_ru,0.010112000000000001
2012-07-01,soe_ru,0.02387
2012-08-01,soe_ru,-0.00338
2012-09-01,soe_ru,-0.009215
2012-10-01,soe_ru,-0.008326
2012-11-01,soe_ru,0.011437
2012-12-01,soe_ru,0.007491
2013-01-01,soe_ru,0.009133
2013-02-01,soe_ru,0.011652000000000001
2013-03-01,soe_ru,0.029931
2013-04-01,soe_ru,0.046176
2013-05-01,soe_ru,0.009528
2013-06-01,soe_ru,0.032307
2013-07-01,soe_ru,-0.054682
2013-08-01,soe_ru,-5.600000000000001e-4
2013-09-01,soe_ru,0.012311
2013-10-01,soe_ru,0.013777999999999999
2013-11-01,soe_ru,0.016814
2013-12-01,soe_ru,-1.71e-4
2014-01-01,soe_ru,-0.016045
2014-02-01,soe_ru,0.048029999999999996
2014-03-01,soe_ru,-0.0036609999999999998
2014-04-01,soe_ru,0.042913
2014-05-01,soe_ru,-0.032201
2014-06-01,soe_ru,0.026132
2014-07-01,soe_ru,0.040428
2014-08-01,soe_ru,0.002349
2014-09-01,soe_ru,0.010299
2014-10-01,soe_ru,0.044691
2014-11-01,soe_ru,0.00547
2014-12-01,soe_ru,-0.037942000000000004
2015-01-01,soe_ru,0.122928
2015-02-01,soe_ru,-0.042238
2015-03-01,soe_ru,0.018289
2015-04-01,soe_ru,-0.057747
2015-05-01,soe_ru,-0.021413
2015-06-01,soe_ru,0.036725
2015-07-01,soe_ru,0.044941
2015-08-01,soe_ru,0.050019999999999995
2015-09-01,soe_ru,-0.021566000000000002
2015-10-01,soe_ru,-0.058129999999999994
2015-11-01,soe_ru,-0.009345
2015-12-01,soe_ru,-0.053642
2016-01-01,soe_ru,0.046402
2016-02-01,soe_ru,-0.024281
2016-03-01,soe_ru,-0.04736
2016-04-01,soe_ru,-0.045446999999999994
2016-05-01,soe_ru,0.015347999999999999
2016-06-01,soe_ru,-0.018753
2016-07-01,soe_ru,0.029782000000000003
2016-08-01,soe_ru,-0.025644999999999998
2016-09-01,soe_ru,-0.011365
2016-10-01,soe_ru,-0.002499
2016-11-01,soe_ru,0.004326
2016-12-01,soe_ru,-0.019959
2017-01-01,soe_ru,-0.022611
2017-02-01,soe_ru,0.039027
2017-03-01,soe_ru,8.129999999999999e-4
2017-04-01,soe_ru,-0.039811
2017-05-01,soe_ru,0.044770000000000004
2017-06-01,soe_ru,0.014162999999999999
2017-07-01,soe_ru,-0.003797
2017-08-01,soe_ru,0.017049
2017-09-01,soe_ru,-0.003745
2017-10-01,soe_ru,-0.010194000000000002
2017-11-01,soe_ru,-0.016607
2017-12-01,soe_ru,0.050755
2018-01-01,soe_ru,-0.066713
2018-02-01,soe_ru,-0.015781
2018-03-01,soe_ru,0.010773999999999999
2018-04-01,soe_ru,6.63e-4
2018-05-01,soe_ru,0.021145999999999998
2018-06-01,soe_ru,-0.002327
2018-07-01,soe_ru,0.007125
2018-08-01,soe_ru,0.049519
2018-09-01,soe_ru,-0.050742
2018-10-01,soe_ru,8.45e-4
2018-11-01,soe_ru,0.055035999999999995
2018-12-01,soe_ru,0.026921
2019-01-01,soe_ru,-0.025275
2019-02-01,soe_ru,0.037263000000000004
2019-03-01,soe_ru,0.02384
2019-04-01,soe_ru,-0.039301
2019-05-01,soe_ru,-0.04791
2019-06-01,soe_ru,-0.006281
2019-07-01,soe_ru,-0.00209
2019-08-01,soe_ru,0.060242000000000004
2019-09-01,soe_ru,0.021181000000000002
2019-10-01,soe_ru,0.006128
2019-11-01,soe_ru,-0.015191
2019-12-01,soe_ru,0.021211
