month-01,cape_excess_yield
1963-09-01,0.0202104267
1963-10-01,0.0200215726
1963-11-01,0.0206925236
1963-12-01,0.0201912078
1964-01-01,0.0184975625
1964-02-01,0.0182624431
1964-03-01,0.0168711303
1964-04-01,0.0166359081
1964-05-01,0.0162576282
1964-06-01,0.017429662
1964-07-01,0.016221769
1964-08-01,0.0165365084
1964-09-01,0.0166748197
1964-10-01,0.0161727382
1964-11-01,0.016874767
1964-12-01,0.0178476603
1965-01-01,0.0167723965
1965-02-01,0.0163834975
1965-03-01,0.0169266847
1965-04-01,0.017044142
1965-05-01,0.0164250169
1965-06-01,0.019564194
1965-07-01,0.0194534706
1965-08-01,0.0182309927
1965-09-01,0.016115747
1965-10-01,0.0151142422
1965-11-01,0.0138510502
1965-12-01,0.0132581722
1966-01-01,0.0127189731
1966-02-01,0.0117856164
1966-03-01,0.0137352579
1966-04-01,0.0142268474
1966-05-01,0.0160466468
1966-06-01,0.0159404667
1966-07-01,0.0137851891
1966-08-01,0.0162288731
1966-09-01,0.0182279811
1966-10-01,0.0211100434
1966-11-01,0.0172227953
1966-12-01,0.0199884848
1967-01-01,0.0208631273
1967-02-01,0.0185037046
1967-03-01,0.0185283218
1967-04-01,0.0174501853
1967-05-01,0.0142416987
1967-06-01,0.0133229368
1967-07-01,0.0109701751
1967-08-01,0.009602792
1967-09-01,0.0093208473
1967-10-01,0.008131057
1967-11-01,0.0070893778
1967-12-01,0.0068338406
1968-01-01,0.0089313505
1968-02-01,0.0114023575
1968-03-01,0.0103943693
1968-04-01,0.0081724569
1968-05-01,0.0054011561
1968-06-01,0.006703087
1968-07-01,0.0096611769
1968-08-01,0.0124438838
1968-09-01,0.0111509362
1968-10-01,0.0098505895
1968-11-01,0.0081958793
1968-12-01,0.0053697009
1969-01-01,0.0074976622
1969-02-01,0.0075981496
1969-03-01,0.0089937395
1969-04-01,0.0099570997
1969-05-01,0.0074695644
1969-06-01,0.0082230104
1969-07-01,0.0097308503
1969-08-01,0.011318182
1969-09-01,0.0066372966
1969-10-01,0.0072898151
1969-11-01,0.0074696523
1969-12-01,0.0063919219
1970-01-01,0.0064112434
1970-02-01,0.0146688817
1970-03-01,0.0163197793
1970-04-01,0.0160842522
1970-05-01,0.0196620321
1970-06-01,0.0214995476
1970-07-01,0.0262143263
1970-08-01,0.0235822315
1970-09-01,0.0219618527
1970-10-01,0.0214019346
1970-11-01,0.0273263452
1970-12-01,0.0284552874
1971-01-01,0.0277052817
1971-02-01,0.0272211759
1971-03-01,0.0303363394
1971-04-01,0.0276226143
1971-05-01,0.0236786142
1971-06-01,0.0247462988
1971-07-01,0.0228817392
1971-08-01,0.0263051657
1971-09-01,0.0291493536
1971-10-01,0.0330470461
1971-11-01,0.0373224423
1971-12-01,0.0329099017
1972-01-01,0.0304092139
1972-02-01,0.0285995638
1972-03-01,0.0278510061
1972-04-01,0.0262143353
1972-05-01,0.0278608277
1972-06-01,0.0283786967
1972-07-01,0.0293204527
1972-08-01,0.0268219065
1972-09-01,0.0243698975
1972-10-01,0.0258208501
1972-11-01,0.0255591437
1972-12-01,0.0241054124
1973-01-01,0.0231569809
1973-02-01,0.0245404424
1973-03-01,0.0259950099
1973-04-01,0.0287258705
1973-05-01,0.0298858239
1973-06-01,0.0317147663
1973-07-01,0.0289874919
1973-08-01,0.0306626419
1973-09-01,0.0331604561
1973-10-01,0.0349589961
1973-11-01,0.0416523288
1973-12-01,0.0477529281
1974-01-01,0.0459459656
1974-02-01,0.0508503679
1974-03-01,0.0476220164
1974-04-01,0.0496075048
1974-05-01,0.0538928687
1974-06-01,0.0555624536
1974-07-01,0.0654696605
1974-08-01,0.0703541006
1974-09-01,0.0846802108
1974-10-01,0.0862625432
1974-11-01,0.0863379636
1974-12-01,0.0985481577
1975-01-01,0.0897071038
1975-02-01,0.0819527957
1975-03-01,0.0745692364
1975-04-01,0.0689661421
1975-05-01,0.0659771095
1975-06-01,0.0664754489
1975-07-01,0.0665541754
1975-08-01,0.0707391989
1975-09-01,0.07272826
1975-10-01,0.0718836623
1975-11-01,0.0725464061
1975-12-01,0.0748291173
1976-01-01,0.0694670365
1976-02-01,0.0655891153
1976-03-01,0.065709742
1976-04-01,0.0667085077
1976-05-01,0.0652250914
1976-06-01,0.0657696955
1976-07-01,0.0647268448
1976-08-01,0.0664018845
1976-09-01,0.0670507992
1976-10-01,0.0721916591
1976-11-01,0.0743330535
1976-12-01,0.0762243142
1977-01-01,0.0745721288
1977-02-01,0.0772119798
1977-03-01,0.0778978227
1977-04-01,0.0816057099
1977-05-01,0.0816952548
1977-06-01,0.0840441118
1977-07-01,0.0834107427
1977-08-01,0.0854991374
1977-09-01,0.0880699298
1977-10-01,0.0893616507
1977-11-01,0.0889668284
1977-12-01,0.0888270474
1978-01-01,0.0910679236
1978-02-01,0.0930817927
1978-03-01,0.0946846266
1978-04-01,0.0903450911
1978-05-01,0.0848588378
1978-06-01,0.0852190626
1978-07-01,0.0849999675
1978-08-01,0.0811464757
1978-09-01,0.082370404
1978-10-01,0.0848298223
1978-11-01,0.0904137098
1978-12-01,0.0875484924
1979-01-01,0.0843448811
1979-02-01,0.0880360566
1979-03-01,0.0872003801
1979-04-01,0.0864759503
1979-05-01,0.0910529655
1979-06-01,0.0942924565
1979-07-01,0.0948255014
1979-08-01,0.0907464777
1979-09-01,0.0887860913
1979-10-01,0.0848152874
1979-11-01,0.0839403397
1979-12-01,0.0840555504
1980-01-01,0.0798346985
1980-02-01,0.0621371652
1980-03-01,0.0730989727
1980-04-01,0.0900006693
1980-05-01,0.0995870519
1980-06-01,0.0982974188
1980-07-01,0.0881645115
1980-08-01,0.0780838379
1980-09-01,0.0728359596
1980-10-01,0.0690295927
1980-11-01,0.0567918376
1980-12-01,0.0585675311
1981-01-01,0.0636416662
1981-02-01,0.0635367932
1981-03-01,0.0615694735
1981-04-01,0.0563766615
1981-05-01,0.0558188828
1981-06-01,0.0629637896
1981-07-01,0.0601101566
1981-08-01,0.0547113634
1981-09-01,0.0648202901
1981-10-01,0.0653149736
1981-11-01,0.0805583333
1981-12-01,0.0767191768
1982-01-01,0.0760357495
1982-02-01,0.0813512897
1982-03-01,0.0913042563
1982-04-01,0.0852886898
1982-05-01,0.089825719
1982-06-01,0.0945160315
1982-07-01,0.0992586435
1982-08-01,0.1080140872
1982-09-01,0.0998093769
1982-10-01,0.103772764
1982-11-01,0.1016883977
1982-12-01,0.0993863337
1983-01-01,0.0962552956
1983-02-01,0.0910340189
1983-03-01,0.0882085106
1983-04-01,0.0859376316
1983-05-01,0.0824088832
1983-06-01,0.0760251033
1983-07-01,0.0707717739
1983-08-01,0.0673968529
1983-09-01,0.0670589047
1983-10-01,0.0673346941
1983-11-01,0.0668588374
1983-12-01,0.0652596441
1984-01-01,0.0657430676
1984-02-01,0.0693714442
1984-03-01,0.0633925029
1984-04-01,0.0606097138
1984-05-01,0.0526420894
1984-06-01,0.0532353612
1984-07-01,0.0565497603
1984-08-01,0.0532184876
1984-09-01,0.0537589781
1984-10-01,0.0576010785
1984-11-01,0.0616211925
1984-12-01,0.0625326408
1985-01-01,0.0593331569
1985-02-01,0.0529739077
1985-03-01,0.0505881173
1985-04-01,0.0547630959
1985-05-01,0.0584440115
1985-06-01,0.0630792196
1985-07-01,0.0590079751
1985-08-01,0.061000121
1985-09-01,0.0626865615
1985-10-01,0.0630589867
1985-11-01,0.0619815159
1985-12-01,0.0630599675
1986-01-01,0.063681859
1986-02-01,0.0632657066
1986-03-01,0.0668828033
1986-04-01,0.0690710338
1986-05-01,0.0644657968
1986-06-01,0.0618420054
1986-07-01,0.0677000622
1986-08-01,0.0672204783
1986-09-01,0.0667820885
1986-10-01,0.0667536107
1986-11-01,0.0660659569
1986-12-01,0.0661097021
1987-01-01,0.0625522259
1987-02-01,0.0563348894
1987-03-01,0.0537424974
1987-04-01,0.0466094315
1987-05-01,0.0406939757
1987-06-01,0.0400205494
1987-07-01,0.0376255173
1987-08-01,0.031518002
1987-09-01,0.0271380898
1987-10-01,0.0338853996
1987-11-01,0.0492479792
1987-12-01,0.0487140145
1988-01-01,0.0487702545
1988-02-01,0.0509547222
1988-03-01,0.0472029971
1988-04-01,0.0445270583
1988-05-01,0.0421786851
1988-06-01,0.0396384109
1988-07-01,0.0386096755
1988-08-01,0.0383192235
1988-09-01,0.040421237
1988-10-01,0.0395454272
1988-11-01,0.0392710022
1988-12-01,0.0362684504
1989-01-01,0.0343199335
1989-02-01,0.0310994244
1989-03-01,0.0294507277
1989-04-01,0.0291193263
1989-05-01,0.0296122245
1989-06-01,0.0328016986
1989-07-01,0.0331833245
1989-08-01,0.0290588774
1989-09-01,0.0275245371
1989-10-01,0.0292200805
1989-11-01,0.0312062138
1989-12-01,0.0292305406
1990-01-01,0.0271104618
1990-02-01,0.0254509096
1990-03-01,0.0220676554
1990-04-01,0.0191294455
1990-05-01,0.0166654978
1990-06-01,0.0175154281
1990-07-01,0.0182385188
1990-08-01,0.0211429609
1990-09-01,0.0232430186
1990-10-01,0.0267108638
1990-11-01,0.0277440275
1990-12-01,0.0271335029
1991-01-01,0.0277832938
1991-02-01,0.0228079814
1991-03-01,0.0181525435
1991-04-01,0.0172614179
1991-05-01,0.0168198759
1991-06-01,0.0141649452
1991-07-01,0.0130047305
1991-08-01,0.0149980508
1991-09-01,0.0174008773
1991-10-01,0.0185535063
1991-11-01,0.019802085
1991-12-01,0.0223922892
1992-01-01,0.0191605698
1992-02-01,0.0165969498
1992-03-01,0.0160233134
1992-04-01,0.0162859347
1992-05-01,0.0154028222
1992-06-01,0.0166950013
1992-07-01,0.0197776114
1992-08-01,0.0220979108
1992-09-01,0.0239142474
1992-10-01,0.0231499419
1992-11-01,0.0195015703
1992-12-01,0.0193367118
1993-01-01,0.0216363496
1993-02-01,0.0247622324
1993-03-01,0.0272014137
1993-04-01,0.0277827305
1993-05-01,0.0264533735
1993-06-01,0.0268691716
1993-07-01,0.0280560843
1993-08-01,0.0287534039
1993-09-01,0.0312368606
1993-10-01,0.0313953055
1993-11-01,0.0275217786
1993-12-01,0.0266344995
1994-01-01,0.0259606559
1994-02-01,0.0239325171
1994-03-01,0.0199546785
1994-04-01,0.0165538493
1994-05-01,0.0138743246
1994-06-01,0.0144947402
1994-07-01,0.0129226879
1994-08-01,0.012408745
1994-09-01,0.0098951853
1994-10-01,0.0072995278
1994-11-01,0.005689941
1994-12-01,0.007930469
1995-01-01,0.0076841322
1995-02-01,0.0093198886
1995-03-01,0.0111766166
1995-04-01,0.0113621816
1995-05-01,0.0143291727
1995-06-01,0.0178069059
1995-07-01,0.0152755274
1995-08-01,0.0134244831
1995-09-01,0.0150530276
1995-10-01,0.0166422805
1995-11-01,0.0166672683
1995-12-01,0.0173998946
1996-01-01,0.0187486423
1996-02-01,0.0158803402
1996-03-01,0.0128089245
1996-04-01,0.0113141656
1996-05-01,0.0083329475
1996-06-01,0.0059017874
1996-07-01,0.0082169824
1996-08-01,0.0096485459
1996-09-01,0.0071960873
1996-10-01,0.0092487862
1996-11-01,0.0111425124
1996-12-01,0.0098677574
1997-01-01,0.0059642246
1997-02-01,0.0063923569
1997-03-01,0.0040379858
1997-04-01,0.0031464929
1997-05-01,0.0016766741
1997-06-01,0.0022205916
1997-07-01,0.0033019925
1997-08-01,0.002319986
1997-09-01,0.0028604217
1997-10-01,0.0044287152
1997-11-01,0.0063059891
1997-12-01,0.0062279194
1998-01-01,0.0090089785
1998-02-01,0.0070112433
1998-03-01,0.0046981217
1998-04-01,0.0037338962
1998-05-01,0.0037046598
1998-06-01,0.0050062996
1998-07-01,0.0040612601
1998-08-01,0.007045742
1998-09-01,0.0133725728
1998-10-01,0.0158680418
1998-11-01,0.0099327679
1998-12-01,0.0104984066
1999-01-01,0.0084223959
1999-02-01,0.0054309157
1999-03-01,0.0022799873
1999-04-01,0.0020913432
1999-05-01,-0.0020114593
1999-06-01,-0.0056512337
1999-07-01,-0.0053816358
1999-08-01,-0.0057678416
1999-09-01,-0.0050555837
1999-10-01,-0.0068050214
1999-11-01,-0.0077049171
1999-12-01,-0.0108865267
2000-01-01,-0.0152167422
2000-02-01,-0.0128330716
2000-03-01,-0.0105171108
2000-04-01,-0.0080804166
2000-05-01,-0.0118441614
2000-06-01,-0.0089160248
2000-07-01,-0.0085597584
2000-08-01,-0.0073623326
2000-09-01,-0.0068429213
2000-10-01,-0.0051502496
2000-11-01,-0.0047369134
2000-12-01,0.0010472184
2001-01-01,0.0020964839
2001-02-01,0.0038171589
2001-03-01,0.0090273687
2001-04-01,0.0069286425
2001-05-01,0.0028549355
2001-06-01,0.0047185159
2001-07-01,0.0055300456
2001-08-01,0.0086801283
2001-09-01,0.015392722
2001-10-01,0.0153463692
2001-11-01,0.0124097811
2001-12-01,0.0069892836
2002-01-01,0.0078137269
2002-02-01,0.0105006388
2002-03-01,0.0054898769
2002-04-01,0.0080785808
2002-05-01,0.0095075055
2002-06-01,0.0138430299
2002-07-01,0.021261397
2002-08-01,0.0249839926
2002-09-01,0.0310829252
2002-10-01,0.0310231201
2002-11-01,0.0270630216
2002-12-01,0.0275667339
2003-01-01,0.0276985831
2003-02-01,0.0330936266
2003-03-01,0.0340385612
2003-04-01,0.0296909366
2003-05-01,0.0310830312
2003-06-01,0.0313339946
2003-07-01,0.0248886152
2003-08-01,0.0206617442
2003-09-01,0.0216153298
2003-10-01,0.0202046675
2003-11-01,0.0193610503
2003-12-01,0.018553956
2004-01-01,0.0185830605
2004-02-01,0.0194949267
2004-03-01,0.0233325198
2004-04-01,0.0183014912
2004-05-01,0.0165618272
2004-06-01,0.0157107639
2004-07-01,0.0186117087
2004-08-01,0.021258461
2004-09-01,0.0219354353
2004-10-01,0.0230985913
2004-11-01,0.0205485524
2004-12-01,0.0188265462
2005-01-01,0.0195044785
2005-02-01,0.0199638566
2005-03-01,0.0176990152
2005-04-01,0.0210380144
2005-05-01,0.0223601527
2005-06-01,0.0229856944
2005-07-01,0.0213385585
2005-08-01,0.0210607299
2005-09-01,0.023262868
2005-10-01,0.0218683126
2005-11-01,0.0186719436
2005-12-01,0.0182760881
2006-01-01,0.018919623
2006-02-01,0.0176100584
2006-03-01,0.0160347565
2006-04-01,0.0140714687
2006-05-01,0.0139231011
2006-06-01,0.0154794271
2006-07-01,0.0158725404
2006-08-01,0.0174049924
2006-09-01,0.0172523586
2006-10-01,0.0149573945
2006-11-01,0.015365318
2006-12-01,0.0154349456
2007-01-01,0.0135259719
2007-02-01,0.0140063462
2007-03-01,0.017796929
2007-04-01,0.0159747217
2007-05-01,0.0152939492
2007-06-01,0.0120369509
2007-07-01,0.0128937222
2007-08-01,0.0175737492
2007-09-01,0.0182753635
2007-10-01,0.0173255787
2007-11-01,0.0240611402
2007-12-01,0.0242803623
2008-01-01,0.0312992075
2008-02-01,0.032340375
2008-03-01,0.0370096817
2008-04-01,0.0343223553
2008-05-01,0.0323801788
2008-06-01,0.0334948863
2008-07-01,0.0380290825
2008-08-01,0.037586008
2008-09-01,0.0417014406
2008-10-01,0.0511189777
2008-11-01,0.0564421098
2008-12-01,0.0660421291
2009-01-01,0.0661007849
2009-02-01,0.067895992
2009-03-01,0.072577641
2009-04-01,0.0626831639
2009-05-01,0.0551458269
2009-06-01,0.0502435974
2009-07-01,0.0502375648
2009-08-01,0.0452887213
2009-09-01,0.0445976195
2009-10-01,0.0431700978
2009-11-01,0.0418960147
2009-12-01,0.0385495965
2010-01-01,0.0367026788
2010-02-01,0.0380079441
2010-03-01,0.0345957082
2010-04-01,0.0317664046
2010-05-01,0.0389928479
2010-06-01,0.0423821949
2010-07-01,0.0442555477
2010-08-01,0.0472353935
2010-09-01,0.0457466955
2010-10-01,0.0448138029
2010-11-01,0.0415987637
2010-12-01,0.0351019004
2011-01-01,0.0328125394
2011-02-01,0.0300599456
2011-03-01,0.0336184151
2011-04-01,0.032908224
2011-05-01,0.0359849825
2011-06-01,0.039283554
2011-07-01,0.0386415041
2011-08-01,0.0515730265
2011-09-01,0.0553583546
2011-10-01,0.0526393162
2011-11-01,0.0536640488
2011-12-01,0.0536890496
2012-01-01,0.0524237161
2012-02-01,0.0512057601
2012-03-01,0.0488728193
2012-04-01,0.0503822201
2012-05-01,0.0545987544
2012-06-01,0.0571069644
2012-07-01,0.0566788535
2012-08-01,0.0544923443
2012-09-01,0.0535782902
2012-10-01,0.0535082224
2012-11-01,0.0555273777
2012-12-01,0.054011138
2013-01-01,0.0505379382
2013-02-01,0.049571975
2013-03-01,0.0486847976
2013-04-01,0.0504525472
2013-05-01,0.0475590955
2013-06-01,0.0448994527
2013-07-01,0.0409753287
2013-08-01,0.0393568901
2013-09-01,0.0382872517
2013-10-01,0.0393315132
2013-11-01,0.037024686
2013-12-01,0.0349681733
2014-01-01,0.0352532758
2014-02-01,0.037019397
2014-03-01,0.0363239882
2014-04-01,0.0367080659
2014-05-01,0.0377139623
2014-06-01,0.0362158968
2014-07-01,0.0365445676
2014-08-01,0.0378218159
2014-09-01,0.0361299974
2014-10-01,0.0387945171
2014-11-01,0.0357308939
2014-12-01,0.0364624524
2015-01-01,0.0394916907
2015-02-01,0.0376433554
2015-03-01,0.0372238803
2015-04-01,0.0376597013
2015-05-01,0.0356626869
2015-06-01,0.0348038208
2015-07-01,0.0349037508
2015-08-01,0.0367528378
2015-09-01,0.037258269
2015-10-01,0.0364149702
2015-11-01,0.0340224226
2015-12-01,0.0346694212
2016-01-01,0.0383634761
2016-02-01,0.0416924607
2016-03-01,0.0382188112
2016-04-01,0.0378016958
2016-05-01,0.0380505797
2016-06-01,0.0396640158
2016-07-01,0.0393614274
2016-08-01,0.0383008061
2016-09-01,0.0386519425
2016-10-01,0.0383180539
2016-11-01,0.0340535797
2016-12-01,0.0290799895
2017-01-01,0.0297075138
2017-02-01,0.0288484261
2017-03-01,0.026890511
2017-04-01,0.0285503708
2017-05-01,0.0275350158
2017-06-01,0.0280313723
2017-07-01,0.0264028166
2017-08-01,0.0280905689
2017-09-01,0.0281672113
2017-10-01,0.0254791572
2017-11-01,0.0245885659
2017-12-01,0.0233131298
2018-01-01,0.0204186633
2018-02-01,0.0189758376
2018-03-01,0.0187511324
2018-04-01,0.0190908601
2018-05-01,0.0173182663
2018-06-01,0.0167309793
2018-07-01,0.0161531509
2018-08-01,0.0161270837
2018-09-01,0.0150651116
2018-10-01,0.0163400871
2018-11-01,0.0191635407
2018-12-01,0.0250243756
2019-01-01,0.0258662213
2019-02-01,0.0247054122
2019-03-01,0.0260911245
2019-04-01,0.0261496181
2019-05-01,0.0283841389
2019-06-01,0.0308851194
2019-07-01,0.0347160141
2019-08-01,0.0359714124
2019-09-01,0.0346628074
2019-10-01,0.0351579415
2019-11-01,0.0328742416
2019-12-01,0.0319140833
2020-01-01,0.0322657302
2020-02-01,0.0353872755
2020-03-01,0.0488014709
2020-04-01,0.0483174365
2020-05-01,0.0461651454
2020-06-01,0.0443033345
2020-07-01,0.0450036479
2020-08-01,0.0431974821
2020-09-01,0.0433117422
2020-10-01,0.0416667384
2020-11-01,0.0396202812
2020-12-01,0.0377934658
2021-01-01,0.0351413821
2021-02-01,0.034363223
